mrun_1;mrun_2;mismo_nivel;es_hermano;postula_en_bloque
8129101;10791236;0;1;1
8130198;26730774;0;1;1
8131315;10267501;1;1;1
8135478;18467200;0;1;0
8137870;835652;0;1;1
8137956;16743868;0;1;1
8139313;25249438;0;1;1
8139313;26149213;0;1;1
8140970;1761138;0;1;0
8141358;22788589;0;1;1
8142927;25424603;0;1;0
8146552;26444169;0;1;1
8152775;4842167;0;1;1
8152775;26573538;0;1;1
8155673;26590549;0;1;0
8155673;27044730;0;1;0
8157383;26564083;0;1;0
8157551;4885008;0;1;1
8161979;26018139;0;1;0
8163650;16801431;0;1;0
8165738;2004418;0;1;0
8165738;17761739;0;1;1
8165738;25255611;0;1;1
8165738;26631146;0;1;1
8174485;27638470;0;1;1
8176197;155001;0;1;1
8178729;14776273;0;1;1
8179085;25565961;0;1;0
8179610;836423;0;1;0
8182324;1840028;0;1;0
8190551;25424311;0;1;1
8190869;25854337;0;1;0
8190869;26625437;0;1;0
8192882;24322188;0;1;1
8194428;16536041;1;1;1
8195760;26132253;0;1;1
8195760;27219373;0;1;1
8196218;13737187;0;1;1
8196296;25653177;0;1;1
8196347;25569146;0;1;1
8196347;25953998;0;1;1
8202208;25196812;0;1;0
8203000;14638599;0;1;0
8205020;27031687;0;1;0
8206901;26762768;0;1;1
8208709;23896028;0;1;1
8209854;10073462;0;1;1
8219845;4084395;0;1;1
8222053;25649506;0;1;1
8222234;25207968;0;1;1
8227028;26636147;0;1;0
8233102;26632802;0;1;1
8236299;8920449;0;1;1
8238687;15350032;0;1;0
8238687;21267187;0;1;0
8241217;20899964;0;1;0
8252037;26331815;0;1;1
8252467;26291739;0;1;0
8254806;23161695;0;1;0
8256208;381325;0;1;0
8261190;4161497;0;1;0
8261190;17593685;1;1;1
8263323;25357920;0;1;0
8264152;27048223;0;1;1
8265345;27209733;0;1;1
8268079;24096145;0;1;0
8269830;25540711;0;1;1
8277968;17328402;0;1;1
8279920;26013526;0;1;1
8279920;26199739;0;1;1
8279920;26205038;0;1;1
8286646;26772020;0;1;0
8288325;25454698;0;1;0
8290157;22880061;1;1;1
8294403;26338428;0;1;0
8295911;15448085;0;1;1
8300837;25373243;0;1;1
8301883;26550651;0;1;0
8304931;26277967;0;1;1
8306438;1184803;0;1;0
8306475;26147873;0;1;1
8315214;27006074;0;1;0
8319636;8131315;0;1;0
8319636;10267501;0;1;0
8324096;26010902;0;1;0
8324496;10540383;0;1;0
8324496;21299278;0;1;0
8324502;23311332;0;1;1
8324502;26444459;0;1;1
8325523;26224274;0;1;1
8336638;24555868;0;1;1
8337675;16881980;1;1;1
8338176;301944;0;1;1
8338717;7582900;0;1;1
8343956;25350236;0;1;1
8348650;19741194;0;1;1
8348650;25910683;0;1;0
8350513;26727756;0;1;1
8352441;1544967;0;1;0
8355853;22620213;0;1;0
8361036;23320383;0;1;1
8361663;22534444;0;1;1
8361663;26561452;0;1;0
8361873;26227832;0;1;1
8366122;13693136;0;1;1
8372105;24578830;0;1;0
8372578;26435693;0;1;1
8376993;26337874;0;1;1
8381282;4246093;0;1;0
8390336;26822278;0;1;1
8390791;25455260;0;1;1
8394248;26011317;0;1;1
8397242;14117315;1;1;1
8397242;25297721;0;1;1
8397242;26610772;0;1;1
8397465;25355583;0;1;1
8398148;7303518;0;1;1
8403428;17260811;0;1;0
8404857;27641564;0;1;0
8407185;26673664;0;1;1
8414893;25343083;0;1;0
8416910;21624871;0;1;1
8416910;26006265;0;1;1
8419004;4313192;0;1;1
8420409;15648025;0;1;1
8421468;25563637;0;1;0
8423160;19663718;0;1;0
8424982;25957249;0;1;1
8426010;26007820;0;1;0
8430917;21717463;0;1;0
8431056;27640889;0;1;0
8439019;1461275;0;1;0
8445876;5458243;0;1;1
8446159;4173965;1;1;1
8446159;25900812;0;1;1
8448824;26807886;0;1;1
8451518;4313192;0;1;1
8451518;8419004;0;1;1
8458514;25571554;0;1;0
8460523;25320345;0;1;0
8460523;27202531;0;1;0
8466458;2238105;0;1;1
8466458;25774527;0;1;1
8474235;721097;0;1;0
8476822;5475484;0;1;1
8480452;26146406;0;1;1
8482849;25893064;0;1;1
8484888;26771549;0;1;0
8491177;25537363;0;1;0
8494018;26660733;0;1;1
8497380;24962353;0;1;0
8497380;25991468;0;1;0
8505156;26722749;0;1;0
8508353;25674099;0;1;0
8511546;19868976;0;1;1
8512372;26111538;0;1;1
8514477;25391575;0;1;1
8514477;25450184;0;1;1
8533874;27195384;0;1;1
8534703;26345411;0;1;0
8534770;26725398;0;1;0
8538907;7931683;0;1;1
8538907;14671999;0;1;1
8539691;4946725;0;1;0
8542448;13666972;0;1;0
8551025;9949587;0;1;1
8553280;19509304;0;1;0
8564985;2895999;0;1;0
8566951;24374026;0;1;0
8576002;21316495;0;1;0
8578942;12116388;0;1;1
8579676;3820314;0;1;1
8584059;24305230;0;1;1
8586706;27195044;0;1;1
8588746;27638506;0;1;0
8596078;27638103;0;1;0
8597175;27033719;0;1;0
8600584;19775640;0;1;0
8602086;7545723;0;1;1
8603495;27334783;0;1;0
8604695;26999928;0;1;1
8608759;25901464;0;1;1
8611400;23260670;0;1;0
8612502;26380747;0;1;1
8612933;7948636;0;1;1
8612933;26563078;0;1;0
8618346;23225330;0;1;0
8619441;2311970;1;1;1
8633765;9480541;0;1;1
8637559;26554318;0;1;0
8638303;25667264;0;1;1
8639862;26577423;0;1;0
8640456;25662649;0;1;1
8641756;26189782;0;1;1
8656909;24744346;0;1;0
8660630;25582638;0;1;0
8663325;7050417;0;1;0
8663325;10688442;0;1;0
8668351;16501966;0;1;0
8669467;21289046;0;1;0
8669467;25183794;0;1;0
8674375;11800650;0;1;1
8676015;25442453;0;1;1
8676265;20554536;0;1;1
8676265;26360388;0;1;1
8684977;26551556;0;1;0
8688464;1468947;0;1;0
8688464;26412495;0;1;0
8692130;17817708;0;1;0
8692130;24916285;0;1;0
8694486;26331531;0;1;0
8694893;2131182;1;1;0
8698897;17997781;0;1;0
8698897;25379383;0;1;0
8699834;19968174;0;1;0
8702560;17351962;0;1;1
8704341;18040922;0;1;0
8705094;26764575;0;1;0
8707451;26502349;0;1;0
8708822;16851847;0;1;0
8708822;27640193;0;1;0
8711594;26328849;0;1;1
8714134;24844714;0;1;1
8714134;26374848;0;1;1
8714162;26246486;0;1;1
8716783;20083448;0;1;0
8722163;3621507;0;1;1
8722553;22207381;0;1;1
8723045;27641267;0;1;0
8724950;12664339;0;1;0
8727447;25483273;0;1;0
8727837;25481333;0;1;1
8730654;26014513;0;1;1
8732898;14670440;0;1;1
8732898;26816213;0;1;0
8733883;25546124;0;1;1
8738454;26189110;0;1;0
8740739;14352196;0;1;0
8741089;25725897;0;1;0
8746858;26719452;0;1;0
8748730;1106993;0;1;0
8748730;3006795;0;1;0
8750555;27628784;0;1;1
8751840;7127800;0;1;0
8753230;24898087;0;1;0
8753490;26136296;0;1;1
8753490;26664587;0;1;1
8759227;6417582;0;1;1
8760777;18859421;0;1;0
8762747;25185108;0;1;0
8766963;26045212;0;1;1
8769633;26323506;0;1;1
8770684;16084120;0;1;0
8770684;25681325;0;1;0
8773420;17175929;0;1;1
8775288;25538225;0;1;1
8775439;26514468;0;1;1
8778853;4394902;0;1;1
8782185;26310080;0;1;0
8788865;370487;0;1;0
8789685;25449199;0;1;1
8789685;25939004;0;1;1
8798617;25689865;0;1;0
8798617;26028049;0;1;0
8802567;17562020;0;1;1
8802617;25287523;0;1;1
8806654;26810748;0;1;0
8815199;26557987;0;1;1
8815210;11654691;0;1;1
8819539;26352610;0;1;1
8821505;26711770;0;1;1
8826169;26645076;0;1;0
8826379;25526129;0;1;1
8827012;145775;0;1;1
8827012;6539673;0;1;1
8829676;7932372;0;1;0
8836718;21608704;0;1;1
8840830;8722191;0;1;1
8841209;25532575;0;1;0
8848715;25549884;0;1;0
8855754;26292537;0;1;0
8856341;25930022;0;1;1
8857746;25354494;0;1;1
8857746;26118392;0;1;1
8858450;26149550;0;1;1
8861831;22855787;0;1;0
8861831;25948364;0;1;0
8861880;22181797;0;1;0
8862513;26513870;0;1;1
8870234;26206935;0;1;1
8872567;5847626;0;1;0
8873794;20174369;0;1;1
8873794;25913923;0;1;1
8879246;25660627;0;1;0
8879414;16147431;0;1;0
8883868;8048192;1;1;1
8885017;25697135;0;1;1
8886252;4635312;0;1;0
8888051;9956014;1;1;1
8891899;866549;0;1;0
8891899;12414278;0;1;0
8892177;20032091;0;1;1
8893069;26144526;0;1;0
8895098;25584275;0;1;1
8895614;11817305;0;1;1
8902581;26018870;0;1;1
8907995;20383865;0;1;0
8909055;24040796;1;1;0
8913778;25672959;0;1;1
8918195;26809566;0;1;1
8924128;10418163;0;1;1
8927080;25353492;0;1;0
8929492;25729870;0;1;0
8931253;164268;0;1;0
8942415;3501874;1;1;1
8942496;25729306;0;1;1
8942781;26228640;0;1;0
8945953;13226042;0;1;0
8947257;22451723;0;1;1
8957457;14184594;0;1;1
8957457;26537159;0;1;1
8958255;15647388;0;1;0
8962539;3660960;0;1;0
8962558;25780982;0;1;0
8976464;26293250;0;1;1
8977346;25415295;0;1;1
8982903;26301677;0;1;1
8992536;15951345;0;1;1
8993494;26128663;0;1;1
9000168;20928585;1;1;0
9010043;3202945;0;1;0
9010052;21972879;0;1;1
9010052;27050312;0;1;0
9018616;27630255;0;1;0
9019626;26902846;0;1;1
9024916;16222613;0;1;1
9040959;25273443;0;1;1
9041818;27641010;0;1;1
9046088;6707879;0;1;1
9046088;17474280;0;1;1
9046088;26568669;0;1;1
9057127;26202580;0;1;1
9062466;5658595;0;1;0
9063621;26436293;0;1;1
9066552;18144724;1;1;1
9067024;12657946;0;1;1
9074250;2296021;0;1;0
9074250;26833733;0;1;0
9074773;13682813;0;1;1
9076574;8919559;0;1;0
9079915;2209943;0;1;1
9079915;20955376;0;1;0
9082141;26291859;0;1;1
9084930;26690883;0;1;0
9089638;5664865;0;1;1
9099476;25724566;0;1;1
9110376;3491668;0;1;1
9110473;8054543;0;1;1
9112006;18126042;0;1;1
9112048;15952166;1;1;1
9118826;26707046;0;1;0
9120606;26359544;0;1;0
9126468;26627076;0;1;1
9126479;1647217;1;1;0
9128264;1945398;1;1;0
9128392;25573524;0;1;1
9129128;26643738;0;1;1
9134450;26837284;0;1;0
9139775;25426854;0;1;1
9139775;26392081;0;1;1
9141455;26791791;0;1;1
9150074;20797577;1;1;1
9154727;26815418;0;1;0
9154978;25889583;0;1;0
9155615;26802474;0;1;1
9157083;3230159;0;1;0
9158917;7390203;0;1;0
9159992;25326501;0;1;1
9160807;25887100;0;1;1
9163348;25731763;0;1;1
9166718;27640471;0;1;1
9170397;17909307;0;1;0
9172883;21023302;1;1;1
9175305;25570153;0;1;0
9175945;19201786;0;1;0
9178686;21792869;1;1;0
9179311;6610331;1;1;0
9182777;25217389;0;1;1
9182777;25450069;0;1;1
9182777;26653736;0;1;1
9187320;7561364;0;1;0
9188443;26647296;0;1;0
9189759;6459056;0;1;0
9193272;25409156;0;1;0
9204986;25719070;0;1;1
9207174;22660677;0;1;0
9208745;25162157;0;1;1
9208745;25777527;0;1;1
9208745;25778744;0;1;1
9211409;26731704;0;1;0
9213561;11760555;0;1;1
9217674;26250883;0;1;0
9219214;15689307;0;1;0
9219214;25266248;0;1;0
9220283;11752628;1;1;0
9220283;16162472;0;1;0
9222924;26834394;0;1;1
9242284;11117630;0;1;0
9245983;17790772;0;1;0
9246149;10920768;0;1;1
9246798;26748089;0;1;1
9247205;26502391;0;1;1
9248893;7211206;0;1;1
9249342;22468425;0;1;0
9254286;9181951;0;1;0
9255335;26756460;0;1;0
9257617;25878350;0;1;1
9257617;26833692;0;1;1
9258880;26261299;0;1;1
9266764;9065286;0;1;1
9268901;14708085;0;1;1
9271298;8383152;0;1;0
9271347;6059004;1;1;0
9271347;9504731;0;1;1
9276942;26279662;0;1;1
9278245;20072050;0;1;0
9288295;25272292;0;1;1
9289922;2960308;0;1;1
9289922;26907873;0;1;1
9291548;8146552;0;1;1
9291548;26444169;0;1;1
9304145;25168673;0;1;1
9310300;13151386;0;1;1
9310300;26427476;0;1;1
9310687;6106562;1;1;1
9312360;23220558;0;1;0
9323170;16735185;1;1;1
9325096;15119903;0;1;1
9325096;27022487;0;1;1
9326110;6627866;0;1;0
9326110;26639671;0;1;0
9326435;7992772;0;1;0
9326435;26427356;0;1;0
9326435;26768142;0;1;0
9327442;22065356;0;1;0
9328723;21732931;0;1;1
9329487;11401562;0;1;1
9330751;6909711;0;1;0
9333863;4915067;0;1;0
9333863;16878644;0;1;0
9336020;22990908;1;1;1
9336262;25410555;0;1;1
9338007;25913323;0;1;1
9340539;26111599;0;1;1
9341248;2928569;0;1;1
9343119;26298593;0;1;1
9345909;19080015;0;1;1
9350548;3553683;0;1;1
9350548;26286194;0;1;1
9350548;26650281;0;1;1
9356053;25253299;0;1;0
9356832;17533005;0;1;0
9365831;25718458;0;1;1
9373020;25294326;0;1;1
9373020;25417178;0;1;0
9377778;13668108;0;1;0
9378941;6181086;0;1;1
9383619;25544977;0;1;1
9386435;14920841;0;1;1
9392903;25986792;0;1;1
9394603;7541533;1;1;1
9395901;14117762;0;1;1
9395901;17292928;0;1;0
9400864;26010719;0;1;1
9401142;9786112;0;1;1
9401142;26771549;0;1;0
9402776;26553192;0;1;0
9402776;27629972;0;1;0
9405063;26894406;0;1;1
9408312;27354145;0;1;0
9411767;13078563;0;1;1
9417292;25386930;0;1;1
9417292;26688305;0;1;1
9426467;14994938;0;1;0
9426933;3668976;0;1;1
9429411;4664374;0;1;1
9430305;4491844;0;1;1
9430305;26544903;0;1;1
9432180;25382376;0;1;1
9436843;26792138;0;1;1
9446731;21095233;1;1;0
9449228;19093267;0;1;0
9449271;16359679;0;1;0
9458577;25360493;0;1;1
9459529;26319142;0;1;1
9460505;25978563;0;1;1
9463943;13836999;0;1;1
9478011;19442962;0;1;1
9480884;9379303;0;1;1
9482608;26695293;0;1;0
9483880;2240951;0;1;1
9484657;26555794;0;1;1
9486700;25181541;0;1;1
9491884;12407098;0;1;0
9491884;27570545;0;1;0
9492031;3186131;0;1;1
9494309;8019549;0;1;0
9497698;12231660;0;1;1
9502506;2767683;0;1;1
9512456;25444206;0;1;1
9516007;25251626;0;1;1
9516036;25776181;0;1;0
9517737;19868286;0;1;0
9520769;26871196;0;1;0
9521053;8399176;0;1;1
9529554;12529017;0;1;1
9530648;4176136;0;1;1
9536753;309152;0;1;1
9546288;26087502;0;1;1
9546452;25991161;0;1;0
9546780;22106798;0;1;0
9547064;25167065;0;1;0
9547069;26630893;0;1;1
9551990;7516643;0;1;1
9551990;21845445;0;1;1
9553116;25913135;0;1;1
9555131;26624194;0;1;1
9558421;26037670;0;1;0
9558716;26186187;0;1;0
9563745;21720232;0;1;1
9565685;16063017;0;1;0
9567451;25440701;0;1;1
9568732;25340493;0;1;0
9572928;26887239;0;1;1
9573317;26740703;0;1;0
9583093;25544665;0;1;1
9583781;6846019;0;1;0
9583781;26560511;0;1;0
9583781;26576664;0;1;0
9585420;13379071;1;1;0
9585504;26806849;0;1;1
9586329;25935474;0;1;1
9591317;25214045;0;1;1
9592189;12627464;0;1;0
9595767;26382836;0;1;1
9602178;3903944;0;1;1
9603858;4870117;0;1;0
9607361;4418803;0;1;0
9608718;25300330;0;1;1
9612526;25441323;0;1;0
9613383;9787425;0;1;0
9614082;26358746;0;1;1
9615554;5241954;1;1;1
9618809;3311720;1;1;1
9624887;19906344;0;1;1
9624887;27048553;0;1;1
9625952;4878399;0;1;1
9626997;25690193;0;1;1
9628845;26311027;0;1;0
9635799;25673539;0;1;0
9639198;26535502;0;1;0
9639537;16120714;1;1;1
9640304;26772414;0;1;1
9641544;11858178;0;1;1
9655369;27008120;0;1;1
9657070;26063203;0;1;1
9659803;25246010;0;1;1
9660997;26614444;0;1;1
9662185;13158418;0;1;1
9662185;25928143;0;1;1
9673726;26412518;0;1;1
9673981;10367614;0;1;1
9678058;26794235;0;1;1
9693640;25421283;0;1;0
9693640;26330057;0;1;0
9693640;26850542;0;1;0
9694244;9245577;0;1;1
9694390;13740329;0;1;0
9695154;20096588;0;1;0
9699046;27639761;0;1;1
9707705;26148881;0;1;0
9713692;17367569;0;1;0
9714893;11710408;0;1;1
9715350;5010011;0;1;0
9717755;20101497;0;1;1
9725470;15919412;0;1;0
9728659;22101636;0;1;1
9734158;26508834;0;1;1
9735974;25652125;0;1;1
9736342;6898478;0;1;0
9737956;663053;0;1;0
9738662;25992313;0;1;0
9741642;13315503;0;1;1
9745386;10517498;0;1;1
9749654;25955713;0;1;1
9753022;13705508;0;1;1
9754227;20912134;0;1;1
9754227;26065452;0;1;0
9755555;27629993;0;1;0
9756385;25877594;0;1;0
9757069;26426637;0;1;0
9759247;9702634;0;1;0
9760558;25240150;0;1;1
9761945;21771187;0;1;0
9765166;2817643;0;1;0
9766427;26611890;0;1;1
9768540;25689482;0;1;1
9775797;23262793;0;1;0
9776487;27170657;0;1;1
9778456;26702725;0;1;1
9786112;26771549;0;1;0
9788516;22327253;0;1;1
9796373;25174006;0;1;0
9796373;26734704;0;1;0
9800205;24016676;0;1;1
9810279;16904575;0;1;1
9815487;20597700;1;1;1
9818506;25985193;0;1;1
9820255;26354363;0;1;1
9822089;25229768;0;1;0
9827677;26785313;0;1;1
9827802;25774081;0;1;0
9829416;5410754;0;1;1
9831474;27641002;0;1;0
9833127;10285775;0;1;0
9833127;16049195;0;1;0
9833127;25654945;0;1;0
9841717;25211951;0;1;1
9854579;26577394;0;1;0
9858847;18067094;0;1;0
9861294;10609562;1;1;1
9872483;12080662;0;1;1
9873206;4532792;1;1;0
9873676;15577034;0;1;0
9877088;26878452;0;1;0
9877088;27113606;0;1;0
9878996;16268308;0;1;0
9880393;26089324;0;1;1
9880393;26094671;0;1;1
9880439;8610046;1;1;1
9882695;26881660;0;1;0
9883015;24937179;1;1;1
9885126;10801372;0;1;0
9890844;26298577;0;1;0
9891241;13269724;0;1;0
9893506;23857081;0;1;1
9897692;25249364;0;1;1
9901936;27204126;0;1;1
9903249;19330300;0;1;0
9905566;25304372;0;1;0
9907277;13674055;0;1;1
9907277;26341320;0;1;1
9910102;14105484;1;1;1
9911372;25566529;0;1;0
9913167;26150398;0;1;1
9915152;7704755;0;1;0
9924121;23658435;0;1;0
9925036;18668572;0;1;1
9925036;27638308;0;1;1
9925314;5932694;0;1;1
9925314;20262248;0;1;1
9930706;26579037;0;1;0
9932453;26585439;0;1;0
9932694;25570156;0;1;1
9933201;18477428;1;1;1
9936739;26002402;0;1;1
9936898;3662272;0;1;0
9943832;25683459;0;1;0
9946781;2707280;0;1;0
9948803;26583437;0;1;1
9953162;26190504;0;1;1
9961263;25233134;0;1;1
9961263;26832372;0;1;1
9965567;15441144;0;1;0
9968484;26166796;0;1;1
9977822;20163898;0;1;0
9977822;26045517;0;1;0
9986742;14473630;0;1;0
9987587;26181277;0;1;0
9990457;27641302;0;1;0
9992140;25394819;0;1;1
9993983;12341492;0;1;0
9993983;22694223;0;1;0
10000976;25696931;0;1;1
10002470;19083079;0;1;1
10004167;998885;0;1;1
10004571;13676901;0;1;0
10007045;25878098;0;1;1
10014927;25719937;0;1;1
10016343;25670474;0;1;0
10035513;25309921;0;1;1
10035869;4510827;0;1;1
10036513;26903004;0;1;1
10036632;24223402;0;1;1
10041609;10908191;0;1;0
10041609;25953317;0;1;0
10046315;25717700;0;1;0
10048535;26590029;0;1;0
10053618;1303392;0;1;1
10053618;25222102;0;1;1
10057426;23772490;0;1;1
10064848;13072890;0;1;1
10066144;25542729;0;1;1
10066144;26909344;0;1;0
10070852;25948850;0;1;0
10071612;13605454;0;1;1
10077280;19594692;0;1;0
10079157;26990322;0;1;1
10079575;20076158;0;1;1
10082223;2438865;1;1;1
10082223;13082398;0;1;0
10082223;14449659;0;1;1
10082623;25323941;0;1;1
10083494;13712072;0;1;1
10084641;2867409;0;1;0
10087157;7955070;0;1;1
10097308;25886038;0;1;1
10098857;26723210;0;1;1
10102348;26004028;0;1;1
10110164;25407343;0;1;1
10111778;21694978;0;1;1
10118419;21345811;0;1;0
10122088;25777257;0;1;0
10122088;26419332;0;1;0
10123921;27025913;0;1;0
10125836;21884741;0;1;1
10129413;6925287;1;1;1
10134700;4451136;0;1;1
10134700;26352401;0;1;1
10135898;21154302;0;1;1
10138259;10340441;0;1;0
10138259;21466886;0;1;0
10140986;26772136;0;1;1
10141310;2492043;0;1;1
10145180;16054942;0;1;0
10145180;25447641;0;1;0
10149932;21637420;0;1;0
10154523;26591794;0;1;0
10154971;23528350;0;1;0
10157856;25934045;0;1;1
10162286;25940114;0;1;0
10162654;12872104;0;1;0
10162654;16007247;0;1;0
10164826;25172400;0;1;1
10165292;26750586;0;1;0
10168631;26499854;0;1;0
10170579;18282698;1;1;1
10173677;26294862;0;1;1
10173677;26575405;0;1;1
10174620;26090448;0;1;1
10174668;25445659;0;1;1
10175326;20212327;0;1;1
10181693;25937915;0;1;0
10185025;16250703;0;1;0
10185025;25659188;0;1;0
10187938;26077311;0;1;0
10189501;22844892;0;1;1
10190870;25539009;0;1;1
10195489;8545168;0;1;0
10198832;27357923;0;1;0
10198970;25947273;0;1;1
10200163;25731074;0;1;1
10202951;26673680;0;1;0
10203408;26001260;0;1;0
10203408;26746134;0;1;0
10203770;22395723;0;1;0
10212899;20769493;0;1;0
10212899;26772724;0;1;0
10217888;26290683;0;1;1
10217896;2649661;0;1;1
10219613;15388287;0;1;1
10235180;27208763;0;1;0
10237372;25954886;0;1;0
10239564;9355608;0;1;0
10240483;3722028;0;1;1
10245343;26906704;0;1;0
10245736;25163779;0;1;1
10246488;26090335;0;1;0
10251771;25167948;0;1;1
10251771;26029804;0;1;1
10252613;26291850;0;1;1
10252632;25932503;0;1;0
10252632;25957496;0;1;0
10263162;26174749;0;1;1
10266938;26015328;0;1;1
10281833;25382330;0;1;1
10282465;25271725;0;1;0
10285775;25654945;0;1;0
10286782;10348944;0;1;1
10288332;25777719;0;1;1
10288915;4874233;1;1;0
10290068;22055533;0;1;1
10292110;18735102;1;1;1
10294054;22154667;0;1;1
10299852;25252654;0;1;0
10303382;26328755;0;1;0
10305739;25684759;0;1;1
10309895;16867652;0;1;0
10312291;4695920;0;1;1
10312691;25153894;0;1;0
10313498;26343167;0;1;1
10313675;25357355;0;1;0
10315296;9624226;0;1;1
10315510;17918929;0;1;1
10320134;25528475;0;1;1
10321019;22453351;0;1;0
10321019;26561260;0;1;1
10331043;6242801;0;1;1
10331755;19396568;0;1;1
10349176;25448551;0;1;1
10349828;8325523;0;1;1
10349828;26224274;0;1;1
10351361;25691297;0;1;1
10352292;25801447;0;1;0
10353020;26733664;0;1;0
10355280;5805710;0;1;0
10358932;26767263;0;1;0
10359740;25432108;0;1;0
10363068;10016029;0;1;1
10366967;20464448;0;1;0
10373345;13447812;0;1;0
10373582;26107273;0;1;0
10375917;18317007;0;1;0
10375917;26784284;0;1;0
10377455;22583777;0;1;1
10378545;16133621;0;1;0
10380214;25999064;0;1;1
10382665;4228271;1;1;1
10383317;860427;0;1;1
10383384;26580785;0;1;0
10392039;26703129;0;1;0
10402257;26002342;0;1;0
10411495;26007492;0;1;1
10411495;27348152;0;1;1
10435552;14137793;0;1;0
10438561;10349741;0;1;0
10441281;25653879;0;1;1
10445720;25841263;0;1;1
10446636;2121758;0;1;0
10446636;12131562;0;1;0
10447126;27098873;0;1;1
10447283;26326840;0;1;1
10447626;4513007;0;1;1
10451175;17596633;0;1;1
10451630;8866412;0;1;0
10456768;8015575;0;1;0
10456768;26373804;0;1;0
10460811;25770681;0;1;1
10460869;25959069;0;1;0
10462899;16569697;0;1;1
10465383;3698456;0;1;1
10468993;15909721;1;1;1
10470741;25888174;0;1;0
10472614;25169501;0;1;1
10472744;17695293;0;1;1
10477119;27025279;0;1;0
10477411;26110380;0;1;1
10480994;26569970;0;1;0
10480994;27633574;0;1;0
10481532;27371875;0;1;1
10490598;9910102;0;1;1
10490598;14105484;0;1;1
10495694;6151011;0;1;0
10499432;25260413;0;1;0
10503833;27640959;0;1;1
10506889;25933830;0;1;1
10508436;1829335;0;1;0
10509660;25772743;0;1;1
10510572;9775473;1;1;1
10510585;25186341;0;1;1
10514927;26786743;0;1;1
10528601;6313409;0;1;0
10528601;25428669;0;1;0
10531555;20669792;0;1;1
10535810;26214606;0;1;0
10537921;25268584;0;1;0
10546086;26867500;0;1;0
10550700;9855662;0;1;0
10560114;25885623;0;1;0
10581509;19962308;0;1;1
10581509;25271713;0;1;1
10583317;16990580;0;1;1
10583317;26619500;0;1;1
10585574;26815163;0;1;0
10590378;5912087;0;1;0
10590378;25533532;0;1;0
10590805;26018232;0;1;0
10591375;12371858;0;1;0
10593659;25925203;0;1;0
10594448;12412321;0;1;1
10596117;10700920;1;1;0
10597111;25442987;0;1;1
10597111;27117352;0;1;1
10597388;26191852;0;1;1
10600404;25910374;0;1;1
10603071;26355453;0;1;1
10605680;26884022;0;1;0
10615257;26719581;0;1;1
10618153;23201153;0;1;0
10618472;26176881;0;1;1
10620664;26516061;0;1;1
10620798;492169;0;1;1
10620798;12174081;0;1;1
10622045;25717327;0;1;0
10638219;25917832;0;1;0
10638646;12012845;0;1;0
10640265;16788781;0;1;1
10641328;13883190;0;1;1
10644685;26798562;0;1;1
10648482;8422585;0;1;1
10656536;8644158;1;1;1
10656639;25203261;0;1;0
10657522;18842167;0;1;1
10659096;23679044;0;1;0
10660554;366667;0;1;1
10663681;25536845;0;1;1
10663882;3551516;0;1;0
10664733;25307364;0;1;0
10673698;25329388;0;1;0
10681361;13020444;1;1;1
10683765;8690292;0;1;0
10688788;2840657;0;1;1
10690396;25674762;0;1;0
10695572;20941034;1;1;1
10698667;25583502;0;1;1
10704086;19057673;0;1;0
10708276;18341305;0;1;1
10721497;16387532;0;1;1
10722346;26378649;0;1;1
10723240;26229956;0;1;0
10724950;25532319;0;1;1
10726449;21297643;0;1;0
10726963;26917879;0;1;1
10727678;11203751;0;1;1
10731691;11993743;0;1;0
10731691;18021939;0;1;0
10731691;24255314;0;1;0
10732668;27487262;0;1;1
10734331;22369210;0;1;0
10734331;26119086;0;1;1
10737992;12885900;0;1;0
10740867;17915450;0;1;1
10744793;16488245;0;1;1
10746261;5956219;0;1;0
10746423;27118945;0;1;0
10752889;1033067;0;1;1
10757475;25986489;0;1;1
10762277;27018646;0;1;1
10769625;27199717;0;1;0
10770474;26636537;0;1;1
10771674;18113919;0;1;0
10773732;26675691;0;1;0
10783545;12614204;0;1;1
10783545;25729752;0;1;1
10783706;25363547;0;1;0
10785846;26048342;0;1;1
10786675;709526;0;1;0
10791433;26832957;0;1;1
10802019;598000;0;1;1
10809893;26030890;0;1;0
10810327;25242436;0;1;0
10811827;23263672;0;1;0
10814789;25651279;0;1;0
10815467;24041139;0;1;1
10815467;26149362;0;1;1
10815467;26668183;0;1;1
10816695;236260;1;1;1
10822223;26915908;0;1;1
10824748;26213134;0;1;1
10831751;26712660;0;1;1
10835375;26572379;0;1;1
10837020;7002060;0;1;0
10838636;26706646;0;1;0
10838729;12869835;0;1;1
10838729;26297070;0;1;1
10840664;528946;0;1;1
10840664;15722049;0;1;0
10846460;8039992;0;1;1
10849829;5610552;1;1;1
10852986;15773378;0;1;1
10853718;3617947;0;1;0
10856658;25572604;0;1;1
10857802;26650947;0;1;0
10859322;27204258;0;1;0
10864630;25670539;0;1;1
10872900;26666173;0;1;0
10874367;25172865;0;1;0
10874676;26383003;0;1;0
10884481;25362996;0;1;1
10893395;19029370;0;1;0
10893395;26563879;0;1;0
10899906;10454897;0;1;0
10899906;22462232;0;1;0
10903249;9139038;0;1;0
10903888;25540907;0;1;1
10908191;25953317;0;1;1
10918770;25849339;0;1;0
10923427;26720095;0;1;1
