mrun_1;mrun_2;mismo_nivel;es_hermano;postula_en_bloque
112748;25662156;0;1;1
112755;25663026;0;1;0
113873;5136942;0;1;1
113933;26354831;0;1;0
114204;24588329;0;1;0
114204;25359876;0;1;0
114687;25421470;0;1;1
115243;1826872;0;1;0
116314;9676580;0;1;1
116509;16143926;0;1;1
116691;26716815;0;1;0
116770;7341714;0;1;0
116770;24536147;0;1;0
116772;13170403;0;1;0
116820;26588422;0;1;1
116946;25721691;0;1;0
117286;8516100;0;1;0
117286;26001564;0;1;0
117286;26171410;0;1;0
117640;5924428;0;1;0
118062;26822565;0;1;1
118387;11019922;0;1;0
118387;12272682;0;1;0
118521;25542281;0;1;1
119221;14483871;0;1;0
119284;23400371;1;1;0
119648;25289464;0;1;1
119748;24349878;1;1;0
119748;26797073;0;1;1
119808;19621450;0;1;1
120004;18412031;0;1;0
120035;23741866;1;1;1
120782;8997687;1;1;1
120846;25689283;0;1;0
120846;26401846;0;1;0
121767;20427122;0;1;1
121786;26811954;0;1;1
122146;27193064;0;1;1
122530;11338351;0;1;0
122622;22395581;0;1;1
122622;26575953;0;1;1
122623;25166213;0;1;1
122623;26206296;0;1;1
122625;25939506;0;1;1
122779;6233426;0;1;0
123089;25942400;0;1;1
123194;992715;0;1;0
123194;23586183;0;1;0
123194;25912922;0;1;1
123521;16672945;0;1;1
123817;26320742;0;1;0
123910;26670459;0;1;0
124500;12963538;0;1;1
124500;25951618;0;1;1
124500;26900453;0;1;0
124833;26020311;0;1;1
124976;2839716;0;1;1
124990;26560499;0;1;0
125754;12536282;0;1;1
126310;26562912;0;1;0
126402;22281959;0;1;1
126695;26033290;0;1;0
126927;26385220;0;1;0
126973;15670638;0;1;0
127138;25948290;0;1;1
127306;9409212;0;1;0
127551;26566937;0;1;1
127551;27633816;0;1;1
127664;26180129;0;1;0
128511;27012445;0;1;0
128653;3376600;0;1;1
128869;10017611;0;1;0
129028;8669402;0;1;1
129386;16595384;0;1;1
129641;16428920;0;1;1
130461;24068584;0;1;0
130461;25682475;0;1;1
130616;7368194;0;1;1
131351;25914733;0;1;1
132804;26520383;0;1;0
133197;25692829;0;1;0
133402;26682224;0;1;0
133518;25886854;0;1;1
133599;20000141;0;1;0
133599;26144737;0;1;0
133846;18465163;0;1;1
133872;9213792;1;1;1
134205;8069199;0;1;0
134351;26793590;0;1;0
134351;27040063;0;1;0
134352;18588241;0;1;1
134699;26187875;0;1;1
135261;25725477;0;1;0
136098;8422637;0;1;0
136098;25367665;0;1;0
136322;26889004;0;1;0
136584;26789194;0;1;1
136788;26690250;0;1;0
136834;27631867;0;1;0
137348;25650582;0;1;1
137724;26448152;0;1;0
138040;22833889;0;1;1
138085;10914276;0;1;1
138097;5641213;0;1;1
138097;25541604;0;1;1
138130;26735621;0;1;0
138697;27637108;0;1;1
139275;26118560;0;1;1
139962;26207243;0;1;0
140792;26408551;0;1;0
140817;25917540;0;1;0
140878;26775591;0;1;0
141108;26089153;0;1;1
141501;5402764;0;1;0
142461;25648765;0;1;1
143002;26819991;0;1;1
143336;26382473;0;1;1
143383;26826475;0;1;1
143811;26823574;0;1;0
144344;26501797;0;1;0
144560;9161800;0;1;0
145159;25260166;0;1;0
145934;25424126;0;1;1
146372;15060293;0;1;0
146372;26346600;0;1;0
146468;25445037;0;1;0
147108;26499823;0;1;0
147695;24750257;0;1;1
148093;26171702;0;1;0
148141;16131501;0;1;1
148897;21180252;0;1;0
148897;25692677;0;1;0
149007;27011969;0;1;0
149865;26696367;0;1;1
150646;6347121;0;1;0
151387;25770150;0;1;1
151387;26028080;0;1;1
151651;26154054;0;1;0
152248;16271563;0;1;0
153001;26391169;0;1;0
153604;10665837;0;1;0
153604;12799563;0;1;1
153604;25904629;0;1;0
154764;26431857;0;1;0
155083;16109517;0;1;0
155083;25256656;0;1;1
155719;18240445;0;1;1
156035;27509202;0;1;0
156736;20017156;0;1;1
156755;24821365;0;1;1
157983;26766771;0;1;0
158414;19339423;0;1;1
158414;20689282;0;1;1
158414;27626244;0;1;1
158437;10897827;0;1;1
158777;25451686;0;1;0
158777;27185523;0;1;0
158874;25913301;0;1;1
158917;26716920;0;1;0
159342;25910376;0;1;1
160245;27359092;0;1;0
160287;26722840;0;1;0
160567;26726482;0;1;1
161144;25957426;0;1;0
161245;16974576;0;1;0
161271;25687166;0;1;0
161522;11113260;0;1;1
162019;5275919;0;1;0
162062;26139199;0;1;1
162182;26579257;0;1;1
162708;26892514;0;1;0
162714;27024958;0;1;0
162946;21307413;0;1;1
164025;13926337;0;1;1
164304;12570459;0;1;1
166109;4314202;0;1;1
166109;27001318;0;1;0
166189;25422051;0;1;0
166223;25720967;0;1;0
166375;26585052;0;1;1
166398;25270820;0;1;1
166534;25587070;0;1;1
167537;25677615;0;1;1
167786;3309795;0;1;0
168601;17977332;0;1;0
168601;26123909;0;1;0
168688;27183956;0;1;1
170190;25937513;0;1;0
170190;26321552;0;1;0
170477;20370529;0;1;1
171175;26508361;0;1;1
171453;26056007;0;1;0
171857;25427688;0;1;1
171857;25674728;0;1;0
172270;5325163;0;1;0
172270;26024478;0;1;0
172271;2750082;1;1;1
172362;2138098;0;1;1
172362;18678736;0;1;1
172681;9689448;0;1;1
173490;276309;0;1;1
173490;466148;0;1;1
173490;3641290;0;1;1
174586;27218298;0;1;0
174659;4634258;0;1;0
174659;27623874;0;1;0
174722;9585201;0;1;0
174968;25323439;0;1;0
175457;26438045;0;1;0
175774;26250774;0;1;0
175849;4842886;0;1;1
176060;25177107;0;1;1
176321;26153926;0;1;1
176400;25994779;0;1;1
176756;27635456;0;1;1
176981;4081505;0;1;1
176981;13652895;0;1;0
177509;14423995;0;1;0
177689;26666312;0;1;1
178024;26805045;0;1;1
178291;26833392;0;1;1
178315;4376049;0;1;1
178315;6909445;0;1;1
178392;25362516;0;1;1
178392;26558119;0;1;0
178392;26900074;0;1;1
178709;2135781;0;1;0
178791;18349510;0;1;1
179840;7122690;0;1;1
180103;26875090;0;1;0
180104;8883039;0;1;0
180266;26626484;0;1;0
180300;4036276;0;1;1
180733;27005595;0;1;1
181280;5623667;1;1;1
181829;20598657;0;1;0
181829;26615252;0;1;1
182033;26699205;0;1;1
182178;26385361;0;1;0
182607;26408394;0;1;0
182742;25443257;0;1;1
182794;20967091;0;1;1
183060;19717110;0;1;0
183184;6873920;0;1;1
183362;12508646;0;1;1
183399;16218422;0;1;1
184120;26664572;0;1;1
184402;25670100;0;1;0
185502;26407202;0;1;1
185582;4641270;0;1;1
185582;26545909;0;1;1
185916;2468353;0;1;1
186066;23048144;0;1;0
186246;26024397;0;1;0
186464;7663481;1;1;0
187650;22724424;0;1;0
187650;27013433;0;1;0
188079;26552710;0;1;1
188962;24800837;0;1;1
189211;26725686;0;1;0
189667;26558988;0;1;1
189758;26119720;0;1;1
190452;25880998;0;1;0
190452;26000334;0;1;1
191004;18225025;0;1;1
191004;25225647;0;1;1
191004;27631389;0;1;1
191444;25206363;0;1;0
191444;25429753;0;1;0
192798;21345012;0;1;1
193183;25690831;0;1;1
193345;27033497;0;1;0
193877;9972191;0;1;0
193878;25900908;0;1;0
193878;25953733;0;1;0
194580;26740553;0;1;1
194927;1721188;0;1;1
194927;25887375;0;1;0
195731;26390506;0;1;0
195826;25346476;0;1;0
195959;25679719;0;1;1
196429;25919932;0;1;0
196573;11399375;0;1;0
196573;26873081;0;1;0
197148;26229478;0;1;0
197233;26052734;0;1;1
197233;27224690;0;1;1
197357;7256852;0;1;1
197397;7849354;0;1;0
197569;26332124;0;1;1
198594;26859748;0;1;1
198691;27045576;0;1;0
198814;26204821;0;1;0
199326;12352943;0;1;1
201567;26093451;0;1;1
201568;15237807;0;1;1
201927;26351057;0;1;1
201974;26020585;0;1;0
202194;25613717;0;1;1
202739;25303875;0;1;1
202875;16159442;0;1;0
203076;25648872;0;1;0
203399;27623978;0;1;0
203949;26795616;0;1;0
204033;25884678;0;1;0
204794;27577227;0;1;0
204973;8575433;0;1;1
205065;26362640;0;1;1
205425;26313233;0;1;0
207172;11118855;1;1;1
207559;14474509;0;1;1
207825;19747780;1;1;0
208227;9391177;0;1;1
208227;19437363;0;1;1
208266;26623849;0;1;0
208314;2359977;0;1;0
209236;26697934;0;1;0
209734;26344410;0;1;1
210073;27403743;0;1;0
210487;26659210;0;1;0
210592;25887747;0;1;0
210592;25894354;0;1;0
210592;25945496;0;1;0
210722;27013834;0;1;0
210800;20798710;0;1;1
211174;27635863;0;1;1
211292;9004712;0;1;1
211487;13697787;0;1;1
211487;26290326;0;1;1
212063;25929995;0;1;1
212373;6406232;0;1;1
212373;26564253;0;1;1
212724;2130524;0;1;0
213183;26439368;0;1;0
213188;25243030;0;1;0
213256;27160708;0;1;1
213273;2640781;0;1;1
213672;25502010;0;1;1
213704;7100509;0;1;0
214408;22152346;0;1;1
214814;19370205;0;1;1
215180;8597014;0;1;1
215642;2180010;0;1;0
216421;26637868;0;1;1
217221;26385593;0;1;0
217544;16913963;0;1;1
217544;27622630;0;1;0
217559;26330542;0;1;0
217887;3193688;0;1;0
218933;27050887;0;1;0
219583;13159888;0;1;1
219663;27099748;0;1;1
219698;26589117;0;1;0
220182;25433676;0;1;1
220450;26187329;0;1;1
220711;25900442;0;1;1
220799;22742446;0;1;1
220868;26396559;0;1;0
221027;26842157;0;1;1
221316;26567089;0;1;1
221323;27044013;0;1;0
221365;2948085;0;1;1
221365;25233084;0;1;1
222092;16601238;0;1;1
222190;25662269;0;1;1
222865;25451615;0;1;1
223072;21561757;0;1;1
223312;13660112;0;1;1
223654;25690947;0;1;0
223884;26224440;0;1;0
223963;27011051;0;1;0
224622;25170902;0;1;0
224623;22426158;0;1;1
224882;26277949;0;1;1
225085;26193699;0;1;1
225840;26893592;0;1;1
226134;6132465;0;1;0
226134;13372748;0;1;0
226134;26690515;0;1;0
226429;9773742;0;1;1
226806;13767632;0;1;1
226881;17056665;0;1;0
227334;26131760;0;1;1
227546;26696957;0;1;1
227555;27106004;0;1;0
227621;26300521;0;1;1
228274;25199874;0;1;1
228616;2750163;0;1;1
228616;25288234;0;1;1
228653;26514052;0;1;0
229118;25268508;0;1;0
229455;8340722;0;1;0
229851;26206833;0;1;1
231141;16787019;1;1;1
231353;26340749;0;1;1
231659;26198896;0;1;1
231848;27227111;0;1;1
232394;9966779;0;1;1
232882;26404331;0;1;0
232900;27048787;0;1;0
232926;9828269;0;1;1
233070;5968912;0;1;0
233322;26132047;0;1;1
234061;26398405;0;1;1
234323;13174198;0;1;1
234817;26856354;0;1;0
235046;16452487;0;1;0
235374;7006933;0;1;0
235599;25942894;0;1;0
235853;15359339;0;1;0
236218;3202724;0;1;1
236218;26654556;0;1;0
236322;27359488;0;1;0
236343;3671110;0;1;1
236343;26174074;0;1;0
236674;26769652;0;1;0
236824;25155386;0;1;1
236824;25293116;0;1;1
237714;25696953;0;1;1
238246;24556877;0;1;1
238260;25545868;0;1;0
238554;27353058;0;1;1
238811;25269783;0;1;1
238811;26872179;0;1;1
239356;26434153;0;1;0
240141;4137533;0;1;0
240141;25650446;0;1;0
241178;26312894;0;1;0
241288;26206040;0;1;0
241365;26711338;0;1;1
241659;19837317;0;1;1
241659;25717355;0;1;1
242489;13543229;0;1;1
242489;26423286;0;1;1
242777;5232447;0;1;1
243251;9778686;0;1;0
245199;27383675;0;1;0
245241;26684393;0;1;0
245609;27016312;0;1;0
246674;17020780;0;1;1
247392;14474542;0;1;1
247392;25944885;0;1;1
247665;26436160;0;1;1
247666;27633302;0;1;0
248367;5152045;0;1;0
248533;25178072;0;1;0
248932;26300204;0;1;1
249288;27627234;0;1;1
250028;25300566;0;1;1
250506;25214179;0;1;0
252059;3142109;0;1;0
252652;2800622;0;1;0
252652;9345009;0;1;1
252652;14545925;0;1;1
252652;15520311;0;1;1
252652;25932510;0;1;0
252652;26293534;0;1;1
252910;27577019;0;1;0
254297;26134108;0;1;1
254322;20496368;0;1;0
255213;9527004;0;1;1
255293;5411681;0;1;1
255737;2374182;1;1;0
257762;6212855;0;1;0
257762;26689366;0;1;0
258106;18648255;0;1;1
258263;22604972;0;1;0
258263;26384058;0;1;0
258509;21865625;0;1;0
259038;4130570;0;1;0
259917;25445149;0;1;1
259920;26090249;0;1;0
260546;26779598;0;1;0
260764;12643866;0;1;1
261001;25543345;0;1;1
261078;26318322;0;1;1
261174;25162856;0;1;1
261458;22566545;0;1;1
261539;383733;0;1;0
262331;27348232;0;1;0
262672;8958;0;1;0
263426;26347232;0;1;1
263882;5685541;0;1;1
263882;6352040;0;1;1
264557;26777975;0;1;0
265055;26878538;0;1;0
265136;21378047;0;1;1
266329;3863640;0;1;1
267141;25950679;0;1;0
267428;2698349;0;1;1
267630;1869891;1;1;1
268360;12214650;0;1;1
268360;25437204;0;1;0
268597;5823873;0;1;1
268597;26792377;0;1;0
268597;27496258;0;1;0
268810;8813960;1;1;1
268852;8124355;0;1;1
268990;25942925;0;1;0
269963;26027782;0;1;1
270418;19630664;0;1;0
270718;25319535;0;1;1
270914;26767691;0;1;1
271273;27034256;0;1;1
271815;26662803;0;1;0
272395;25550006;0;1;1
272395;26759519;0;1;1
272402;25676482;0;1;1
273508;3866146;0;1;0
273597;26014443;0;1;0
273603;17063818;0;1;1
273603;26778072;0;1;0
275407;8416494;0;1;0
275558;26572971;0;1;1
275559;25563977;0;1;0
276309;466148;0;1;1
276309;3641290;0;1;1
276332;17265332;1;1;0
276666;26094024;0;1;1
277590;26011287;0;1;1
277708;18693801;0;1;1
277708;26509281;0;1;1
277913;12850950;0;1;1
278047;26800368;0;1;1
278352;26043671;0;1;0
278800;12159182;0;1;1
279164;25572844;0;1;1
279228;26358475;0;1;1
279828;26187444;0;1;1
280210;26419324;0;1;1
280452;26191524;0;1;1
280452;26521779;0;1;0
280840;27623672;0;1;0
281338;24339174;0;1;0
281338;27001260;0;1;0
282325;26910252;0;1;1
282428;25370705;0;1;1
282698;19408094;1;1;1
282698;25165834;0;1;1
283079;27032273;0;1;0
283145;10687082;0;1;1
283597;16026177;0;1;0
283905;27042046;0;1;0
284589;7928636;0;1;1
284589;25238012;0;1;1
284589;26665166;0;1;1
284617;6361698;1;1;0
285244;12665700;0;1;0
285244;26293587;0;1;0
285322;25539219;0;1;1
285454;26115484;0;1;0
285535;22437937;0;1;0
285535;26628015;0;1;0
286356;10170080;0;1;1
286609;16409452;0;1;0
286609;26399291;0;1;0
287271;25573794;0;1;1
287398;25675012;0;1;1
287848;17996956;0;1;0
287849;27623189;0;1;1
288871;27235630;0;1;0
289366;27019940;0;1;0
291968;26368677;0;1;1
292133;26017013;0;1;1
292184;11258740;0;1;0
292566;9549479;0;1;1
292605;25392489;0;1;0
293098;26674645;0;1;0
293250;25958285;0;1;0
293634;3284653;0;1;0
293634;26151835;0;1;0
293852;21499027;0;1;1
294089;7865333;0;1;0
294089;26724674;0;1;1
294446;26677261;0;1;0
294536;16919571;0;1;1
294581;25182178;0;1;0
294875;13429494;0;1;0
294904;24485375;0;1;1
294934;18032829;1;1;0
295479;25856841;0;1;0
295742;26385828;0;1;0
296602;11520870;0;1;1
296772;2562045;0;1;1
297251;11588768;0;1;0
297392;10939130;0;1;1
297826;26580999;0;1;1
297897;4747540;0;1;1
298174;26002678;0;1;1
298308;13295974;0;1;1
298438;882884;0;1;0
299349;26534183;0;1;0
299925;9457584;0;1;1
299925;15744358;0;1;1
300167;27212070;0;1;1
300954;25449701;0;1;1
301278;7844680;0;1;1
301465;26202256;0;1;0
301474;26446802;0;1;0
301776;25880035;0;1;1
302660;25728475;0;1;0
302878;11359606;0;1;1
302878;26857667;0;1;0
304278;26851879;0;1;0
304740;26033750;0;1;0
304945;11900849;0;1;1
304945;24975841;0;1;1
305058;23035938;0;1;1
305440;1304930;0;1;0
305538;27209484;0;1;0
305922;26088884;0;1;0
307417;26133208;0;1;1
307478;27625611;0;1;1
308212;22675088;0;1;1
308360;26808813;0;1;1
308471;25195493;0;1;0
308559;10676778;0;1;1
310356;25583056;0;1;0
310554;768426;0;1;1
310554;2450989;0;1;1
310785;27625520;0;1;1
311487;7942927;0;1;1
312296;19779395;0;1;0
312873;8186485;0;1;1
314409;26716462;0;1;0
314516;27108701;0;1;0
315983;26013778;0;1;1
316111;26867581;0;1;1
316372;15354161;0;1;1
316801;16487744;0;1;1
317234;25917986;0;1;0
317580;25916053;0;1;0
317819;25991223;0;1;1
318469;25249906;0;1;1
319084;15411879;0;1;0
319269;1842958;0;1;1
319561;26783561;0;1;0
319572;25571038;0;1;1
319684;27380002;0;1;0
320058;21802;0;1;0
320306;26178076;0;1;0
320349;5894428;0;1;1
320369;26204726;0;1;0
320859;6830728;1;1;1
320859;25893338;0;1;0
321105;26447576;0;1;0
321572;9160650;0;1;0
322040;24368743;0;1;0
322040;26732380;0;1;0
323762;10407086;0;1;1
323943;532243;0;1;0
324825;16052682;0;1;1
324825;17934388;0;1;1
325638;18916495;1;1;1
325789;2550442;0;1;1
326409;9471502;1;1;1
326443;25264896;0;1;1
326670;3629999;0;1;0
326670;5344205;0;1;0
326670;14933423;0;1;0
327598;17616753;1;1;0
327790;27113490;0;1;0
327993;14251428;0;1;1
328660;26995651;0;1;1
328660;27008427;0;1;1
329278;26433668;0;1;0
329866;26744392;0;1;0
331202;897008;0;1;0
331789;25895757;0;1;1
332097;26685130;0;1;0
332139;26639992;0;1;0
332222;5303444;0;1;1
332273;26428790;0;1;1
332577;25686104;0;1;1
332906;10068942;0;1;1
333431;14652363;1;1;1
333940;10755036;0;1;1
333940;26553144;0;1;1
334062;26044345;0;1;0
334100;25329359;0;1;1
334889;26819788;0;1;1
334907;26018987;0;1;0
335707;26229473;0;1;0
335707;26384781;0;1;0
335827;6812187;0;1;1
337210;22785627;0;1;0
337270;21594262;0;1;1
337270;25775423;0;1;1
337838;13753403;0;1;1
337963;27628817;0;1;0
338130;27014929;0;1;1
338621;26992539;0;1;0
338921;26396350;0;1;0
339971;25440418;0;1;1
340323;22125387;0;1;0
340842;23647236;0;1;1
342319;26144788;0;1;0
344403;5450148;0;1;1
344552;13761078;0;1;1
344622;22134377;0;1;1
344654;20582356;0;1;1
345077;25672790;0;1;0
345592;13501901;0;1;0
345623;26714304;0;1;1
345739;18038288;0;1;0
345831;26758814;0;1;0
346112;21472186;0;1;1
346149;25929707;0;1;0
346519;26209581;0;1;1
347299;19627174;0;1;1
348573;25452110;0;1;1
349178;15198418;0;1;1
349418;10152082;0;1;1
349557;17518787;0;1;0
349655;16360078;0;1;1
351361;26861079;0;1;0
351448;26653967;0;1;0
351664;25226997;0;1;0
351972;1602191;0;1;0
352286;26215365;0;1;0
352728;26274670;0;1;0
353494;25206012;0;1;1
353913;1533424;0;1;1
353913;26637098;0;1;1
354198;1648792;0;1;1
354443;27033712;0;1;1
354801;27007948;0;1;0
355533;16125601;1;1;0
356536;5122173;0;1;0
356536;26990769;0;1;0
356789;26513079;0;1;0
356924;5407354;0;1;0
357168;25887354;0;1;0
357962;26588952;0;1;1
358255;20085745;0;1;1
358297;25658160;0;1;0
358705;26886702;0;1;0
359322;25988091;0;1;1
360343;22944571;0;1;1
360706;25415197;0;1;0
360810;6496915;0;1;0
361174;26655215;0;1;0
361213;26277817;0;1;1
361508;15040600;1;1;1
361550;4331478;0;1;0
361550;27098935;0;1;0
361593;26517474;0;1;0
363095;24677023;0;1;1
363320;19860615;0;1;0
363690;25532807;0;1;0
363928;25694526;0;1;1
364181;25269601;0;1;1
364278;10496315;0;1;0
364278;21180091;0;1;0
365943;1296528;0;1;0
366418;23235067;0;1;0
366505;26565504;0;1;1
366542;26624178;0;1;1
367585;22262154;0;1;1
367737;26003399;0;1;1
368444;25654461;0;1;0
369256;25656757;0;1;1
369644;10372045;0;1;1
370447;27171862;0;1;0
370592;25181998;0;1;1
370805;7987201;0;1;1
