mrun;rbd_admitido_geo_con_error;cod_curso_admitido_geo_con_error
19596812;578;131000000133
19597953;16432;351052010133
19599590;24486;711000000123
19599674;25070;131000000133
19599764;3796;431000000133
19600299;1195;441041005131
19600687;1880;131000000133
19600862;2942;511000000131
19601064;10453;131000000133
19601208;12005;231000000133
19601609;5663;231000000133
19602173;26372;411000000133
19602232;12719;811000000133
19602608;24885;461061003133
19603270;6834;131000000133
19603695;10476;311000000133
19603973;1517;231000000133
19604008;294;611000000133
19604071;31090;511000000133
19604598;12217;231000000133
19605082;2943;131000000133
19606330;20230;131000000131
19606371;3479;131000000133
19607747;25481;711000000133
19608434;12027;131000000133
19609385;11812;431000000133
19610328;25770;711000000123
19610824;2411;131000000133
19611517;25071;331000000133
19612069;6500;131000000133
19612327;4166;131000000113
19612545;9945;711000000133
19612784;26037;811000000133
19613126;15781;131000000133
19613131;11199;711000000133
19613218; ; 
19613254;8631;311000000133
19613866;10729;711000000133
19613997; ; 
19614324;2518;131000000133
19614343;772;351053014133
19615076;9489;131000000133
19615663;18218;131000000133
19615710;25790;711000000131
19616053;4235;711000000133
19616113;12242;231000000133
19616593;14232;231000000133
19619007;10515;511000000131
19620186;18158;411000000131
19620198;5122;131000000133
19621146;6755;231000000133
19621812;9335;511000000131
19621918;7331;131000000133
19623348;4555;711000000121
19624812;5126;431000000133
19625905;22022;131000000133
19626164; ; 
19626768;15787;131000000133
19627068;22759;711000000133
19627984;25466;311000000131
19628857;4534;131000000131
19629849;10021;711000000133
19629892;2222;131000000133
19630209;8501;131000000133
19630994;10706;811000000133
19631126;2050;811000000131
19631165;8109;231000000133
19631235;9408;131000000133
19632196;9328;341041005131
19633164;25988;411000000133
19633831;24313;711000000133
19633908;284;231000000133
19634612;9897;231000000133
19635143;8442;131000000233
19635553;8598;131000000133
19636855;25738;511000000131
19637532;25766;411000000133
19637585;5666;131000000132
19637777;8506;131000000133
19637866;14626;811000000131
19638597;4165;131000000133
19639926;10541;131000000131
19640407;9860;231000000131
19640623;1260;231000000133
19640754;14452;811000000131
19640852;9074;331000000133
19640920;113;711000000133
19641478;14753;811000000133
19641909;106;131000000133
19642429;7331;131000000133
19642463;17915;411000000133
19642681;8174;131000000133
19642977;10565;311000000133
19643346;9900;811000000133
19643897;578;231000000133
19644313;2422;231000000133
19644522;15759;131000000133
19645213;6764;411000000133
19645486;25853;131000000133
19645534;13606;231000000133
19646040;4631;231000000133
19646156;2026;811000000133
19646948;1675;131000000133
19647405;25592;811000000133
19648026;14375;131000000133
19648632;13637;511000000133
19649015;9693;131000000133
19649162;2167;431000000133
19650060;1987;311000000131
19650526;280;131000000133
19650867;22428;711000000133
19651273;9867;231000000133
19651787;26274;131000000133
19652726;4262;511000000132
19652954;2412;711000000133
19653761;8617;131000000113
19654541;10076;231000000133
19654594; ; 
19654787;11217;131000000131
19655435;8927;711000000113
19655505;9891;111000000132
19655701;1759;711000000131
19656012;8930;231000000112
19656135;9472;131000000133
19656519;10542;231000000133
19657214;8492;131000000122
19658830;9177;231000000131
19659149;31116;131000000133
19660574;2105;131000000133
19661316;40230;351052010133
19661379;2635;131000000133
19663718;106;131000000133
19663851;5219;361064001133
19664195;6115;361063009133
19664635;4534;131000000131
19664861;6115;231000000133
19664940;10640;711000000133
19664941;8485;711000000132
19666211;535;411000000133
19666582;16583;371072007133
19666981;3248;361063009133
19667076;8569;411000000112
19668207;40176;411000000133
19668255;13220;131000000133
19668388;10963;611000000133
19669092;31253;511000000133
19669093;2134;131000000133
19669464;3305;131000000133
19670683;6766;131000000133
19671849;656;231000000133
19671971;4158;711000000133
19672343;8497;431000000133
19672852;10478;311000000133
19673119;4563;711000000131
19673683;4555;131000000121
19673885;2444;131000000133
19674335;24946;231000000133
19674556; ; 
19675113;31190;811000000133
19675378;10478;411000000133
19676835;10711;341041005133
19677631;3249;411000000133
19678350;24443;131000000133
19678796;9077;811000000133
19678896;10586;411000000133
19680139;2657;231000000133
19680171;10563;511000000123
19680392;10830;231000000113
19680725;10250;811000000133
19680843;4977;131000000133
19680891;10432;351051009133
19680919;26501;131000000133
19681085;25851;711000000133
19682155;10263;611000000133
19682871;10250;811000000133
19683223;4631;231000000133
19683393;15769;131000000133
19683642;25543;131000000131
19683829;1672;131000000133
19684639;25155;811000000131
19685007;25450;711000000133
19685049;4553;131000000111
19685116;17838;511000000133
19685819;14804;511000000131
19686046;1663;131000000131
19687338;10831;431000000133
19687503;26384;131000000133
19687866;1887;231000000133
19688009;452;611000000133
19688726;12590;411000000132
19688916;1216;411000000131
19689009;3638;131000000133
19690175;9474;131000000113
19690223;4553;131000000111
19690685;13463;811000000133
19691574;1543;411000000133
19691825;5614;511000000133
19691902;10845;131000000133
19692955;8225;611000000133
19693039;1414;231000000133
19693482;6089;611000000133
19693517;20424;131000000133
19693631;2040;711000000133
19695607;26303;131000000133
19696274;3126;131000000133
19696722;24638;131000000132
19697566;24864;431000000133
19698223;8310;511000000133
19699315;4988;411000000132
19699920;7772;131000000133
19700919; ; 
19701519;6039;711000000133
19701874;8617;231000000113
19702447;9073;331000000113
19702804;2836;131000000133
19702846;9288;711000000133
19703107;24652;231000000133
19703365;40025;131000000133
19703607;1213;131000000133
19703941;9484;231000000113
19704121;14865;441041005133
19704546;7434;611000000133
19705658;8812;131000000131
19705659;9164;231000000133
19705957;10911;131000000133
19707052;6708;131000000133
19707977;9897;131000000133
19708053;12716;231000000133
19708214;129;511000000132
19708613;10496;231000000123
19709352;22554;611000000133
19710124;211;131000000133
19711182;22255;611000000131
19711768;14602;711000000133
19712014;448;331000000133
19712209;4992;711000000133
19712972;12115;131000000133
19713311;9060;451058034133
19713801;10228;611000000113
19714323;7959;511000000133
19715903;10507;361061003113
19715996;107;231000000133
19716250;10109;611000000133
19716508;16807;331000000133
19717100;22086;131000000133
19717199;1280;611000000133
19717491; ; 
19717527;2444;131000000133
19718264;9213;131000000133
19719209;9959;231000000133
19719369;2258;811000000133
19719453;2938;131000000133
19719835;1517;611000000133
19720747;9075;361064001133
19720757;12255;511000000131
19721206;3305;131000000133
19721618;1930;811000000133
19721940;12747;131000000133
19722269; ; 
19722389;9896;811000000133
19722403;1504;361064001132
19723494;4483;361064008233
19723842;8930;131000000112
19724135;22458;411000000133
19724546;13445;331000000131
19726193;25032;611000000133
19726993;22664;131000000133
19727474;8514;231000000111
19728826;9897;131000000133
19728831;3264;811000000133
19729166;8503;711000000131
19729290;2134;231000000133
19729954;12115;131000000133
19730424;9292;341041005133
19730846; ; 
19731086;12076;411000000133
19731265;9422;611000000131
19731325;4984;511000000133
19731924;22626;131000000133
19732000;10492;231000000133
19732091;6649;711000000133
19734229;710;811000000133
19734676;25853;131000000133
19734838;31278;131000000133
19734885;4535;131000000131
19734964;15759;231000000133
19735744;9208;131000000133
19735745;7626;131000000133
19737529;4727;611000000131
19738150;9612;711000000133
19738447;2105;131000000133
19738697;24878;231000000133
19739740;11405;811000000133
19739793;4806;611000000133
19740118;7;131000000133
19741194;10408;231000000133
19741738;9909;231000000133
19742265;1249;611000000133
19742302;10640;131000000133
19742754;11818;131000000133
19743002;5264;231000000133
19743519;11831;131000000133
19743656;9206;711000000133
19744414;9194;511000000131
19744655;11498;361064008133
19744858;25032;711000000133
19745312;11818;711000000133
19745548;9058;231000000132
19745794;14206;231000000133
19746314;25895;431000000133
19746387;15767;231000000133
19747989;25395;331000000133
19748916;10845;131000000133
19749271;24685;131000000133
19750407;9058;231000000132
19750903;24885;131000000133
19750919;7626;341041002133
19751404;6251;811000000133
19751786;14720;511000000133
19751898;8617;231000000113
19752885;9582;131000000133
19753298;9500;431000000133
19753300;2444;341041002133
19754330;9507;511000000113
19754753;430;711000000113
19755118; ; 
19755763;40403;711000000133
19756786;9074;431000000133
19757860;30002;611000000131
19758920;31074;711000000113
19759615;22436;811000000133
19759728; ; 
19759963;22140;151051005133
19760813;3395;411000000133
19760858;2018;231000000133
19761569;26037;811000000133
19761676;6113;131000000133
19762238;8398;711000000133
19762787;9758;511000000133
19762914;7331;131000000133
19762936;9897;131000000133
19762945;10576;511000000131
19763542;431;711000000113
19763565;5578;511000000131
19763910;25933;711000000133
19764587;25865;811000000133
19765415;12610;131000000133
19765416;4700;131000000133
19766551;16843;231000000133
19766938;14868;811000000133
19767840;10496;131000000123
19767841; ; 
19768577;22553;231000000133
19769322;9877;411000000133
19769452;4571;131000000133
19769482;280;341041002133
19769557;6379;711000000133
19769838;16729;131000000133
19769847; ; 
19769937;25091;711000000133
19770668;8425;131000000133
19771144;14375;711000000131
19771315;1350;611000000133
19771690;125;811000000133
19772413;11467;511000000133
19772768;1697;711000000131
19772947;14856;431000000133
19773406;3739;271072007113
19773712;3910;511000000133
19774315;4983;131000000133
19775150;14387;231000000233
19775301;31278;131000000133
19775640;9828;611000000133
19775879;10364;811000000133
19775946;2938;341041005133
19775975;1515;131000000133
19776395;5992;131000000133
19777977;6785;511000000133
19777978;9341;511000000131
19778075;12836;131000000133
19778735;3539;131000000133
19778891;24638;331000000131
19779757;5613;131000000133
19782116;1676;131000000133
19782180;20324;331000000133
19782208;8739;711000000131
19782563;10851;711000000133
19782879;310;711000000133
19782972;2105;131000000133
19783280;10751;231000000133
19783357;967;131000000133
19784163; ; 
19784350;17818;131000000133
19784947;4588;711000000131
19785395;5666;231000000132
19785754;10750;811000000133
19786040;8592;411000000111
19786207;9065;131000000131
19786822;1961;311000000133
19787342;10781;131000000131
19787376;13333;131000000133
19788235;8598;131000000133
19788376;25853;611000000133
19790062;40155;611000000133
19790702;4754;811000000133
19790788;10845;131000000133
19790791;10607;811000000231
19791392;1503;131000000133
19791811;431;711000000113
19792835;2020;511000000133
19793205;26403;411000000133
19793451;1300;171072007133
19793547;13632;711000000133
19793916;4574;711000000113
19794434;5652;231000000113
19794522;1860;711000000231
19794814; ; 
19795140;24652;131000000133
19795177;1685;131000000133
19795616;13590;131000000133
19796885;7628;711000000113
19797242;9828;611000000133
19797831;12741;711000000133
19798092;2105;131000000133
19798261;10711;231000000133
19798611;31253;611000000133
19799222;18080;131000000133
19799807;16846;711000000131
19800327;1422;131000000133
19800965;7941;131000000133
19801167;10193;231000000133
19801526;31253;331000000133
19801797;8552;411000000122
19802095;97;131000000133
19802427; ; 
19802556;8616;231000000133
19802799;10541;131000000131
19803769;40080;231000000133
19804209;5957;711000000133
19804418;9194;431000000133
19804490;9784;131000000131
19806926;18080;131000000133
19809030;10626;711000000133
19809031;8927;711000000113
19809407;4709;231000000133
19809717;12591;511000000133
19810003;14879;411000000133
19810177;97;131000000133
19810178;26274;131000000133
19810276;24231;711000000133
19810767;17689;711000000131
19811469;12242;231000000133
19812885;8485;431000000121
19814148;16844;371072007133
19814727;9298;331000000133
19815415;519;511000000133
19815515;2041;131000000113
19815557;20139;131000000133
19815857;25061;131000000133
19815858;13586;811000000133
19815991;10200;511000000113
19817148;13168;331000000133
19817465;1198;131000000133
19818487;10773;711000000233
19819055;7961;711000000133
19819384;8674;711000000123
19820040;4702;131000000133
19820161;516;131000000133
19820191;8933;411000000133
19820446;9200;131000000131
19820536;2530;131000000133
19822012;8506;131000000133
19822470; ; 
19822567;10671;711000000133
19823208;10686;511000000133
19823333;22462;231000000133
19824059;6766;431000000133
19824131;4983;131000000133
19824214;9909;131000000133
19824239;10715;331000000133
19824636; ; 
19824722;8498;411000000133
19825259;40208;611000000133
19825273;25550;231000000133
19826180;13486;231000000133
19827342;2470;711000000133
19827761;9406;711000000123
19828210;2939;131000000133
19828472;6303;711000000131
19828995; ; 
19829106;614;611000000133
19829264;26083;711000000133
19829661;26543;311000000133
19830100;2292;611000000133
19830818;15502;611000000131
19831201;10638;411000000233
19831680; ; 
19831708;26403;511000000133
19832240;5568;231000000131
19832258;8454;351053014123
19832324;614;711000000133
19833445;2835;131000000133
19833529;40025;131000000133
19833898;9909;811000000133
19833940;8514;131000000111
19835018;2047;131000000113
19836017;10711;131000000133
19836066;8411;131000000133
19836356;25182;131000000133
19837117;9930;611000000133
19837243;1685;811000000133
19838412;4534;131000000131
19838530;9759;511000000111
19839242;5569;131000000133
19839517;8654;131000000133
19839546;9686;231000000133
19840789;20139;131000000133
19840915; ; 
19841170;11344;811000000233
19841699;4555;711000000121
19841830;10076;231000000133
19842059;7956;131000000133
19842866;10250;131000000133
19842980;7102;131000000133
19843602;13220;331000000133
19843963;1975;411000000133
19844579;305;611000000133
19844707;10159;711000000131
19845392;2105;131000000133
19846231;970;811000000133
19846322;12037;611000000133
19847293;8457;231000000113
19847838; ; 
19847988; ; 
19848384;10200;611000000113
19848582;2486;131000000133
19848995;110;131000000133
19849115;12716;311000000133
19849174;8510;131000000113
19850889;22050;131000000133
19851387;31278;231000000133
19851893;4951;131000000133
19853479;8044;231000000133
19854122;1923;411000000132
19854355;22374;331000000133
19854828;8369;151053014133
19855793;20121;711000000133
19856616;25737;411000000133
19856854;3248;441041005133
19856985;2997;511000000132
19857044;8485;331000000121
19857568;3478;231000000133
19857738;1870;411000000133
19857985;24201;711000000133
19858023;1194;231000000133
19858349;9008;811000000133
19858423;2387;511000000133
19858529;20376;131000000133
19858946;10832;611000000233
19859283;9111;431000000133
19859350;324;411000000133
19859735;15682;611000000132
19860402;2411;131000000133
19861327;2938;131000000133
19861396; ; 
19862583;24686;131000000133
19863123;9937;511000000113
19864883;24626;341041005133
19864995;4982;131000000132
19864999;10355;711000000133
19865842;9608;131000000133
19866742;25523;511000000133
19868286;5654;611000000133
19868945;31288;131000000133
19868976;25766;411000000133
19869032;16732;811000000133
19869131;5569;331000000133
19870710;9510;711000000133
19871423;9006;351052010133
19871427;1674;231000000133
19872609;22086;131000000133
19872816;399;231000000133
19873179;557;611000000133
19874367;10652;411000000133
19875101;4611;811000000131
19875271;1123;411000000133
19875288;4164;711000000133
19875393;10831;411000000131
19876390;16749;711000000133
19876797;26135;811000000133
19876960;2120;411000000133
19877795;11818;411000000133
19877973;1851;711000000133
19878013;25047;711000000131
19878906;9072;131000000133
19879959;24405;431000000133
19880455;399;131000000133
19881642;2486;131000000133
19882756;2938;131000000133
19883635;40155;611000000133
19883821;11;511000000133
19884128;714;411000000133
19884838;2753;811000000133
19886171;20324;231000000133
19886998;11977;811000000131
19887049;13185;341041002133
19887401;10080;411000000133
19887998;20095;811000000133
19888172;10421;611000000133
19888406;449;131000000133
19888499;7015;131000000133
19888777;11139;131000000133
19888851;10491;231000000113
19888863;24685;711000000133
19889191;14706;811000000133
19889280;10711;131000000133
19890056;2485;471072007133
19890487;16843;361061003133
19890916;7006;231000000133
19891772;24686;131000000133
19892213;287;331000000133
19893463;9302;411000000133
19893847;8592;711000000111
19894184;9784;131000000131
19894433;1443;131000000133
19895449;6273;711000000133
19895704;25304;231000000133
19895972;5566;451053014133
19897428;3258;711000000133
19897854;31379;511000000133
19898087;12655;711000000133
19898948;9581;361061003113
19899017;10640;131000000133
19899098;9085;411000000133
19899479;534;511000000133
19899775; ; 
19900007;10456;231000000133
19900083;10735;461064008133
19900445;9581;131000000113
19900907;12518;511000000133
19901495;25026;611000000133
19901575;24473;131000000133
19902650;1676;431000000133
19902817;3313;341041005133
19904454;1503;131000000133
19905211;3479;131000000133
19905656;2136;711000000133
19905970;7044;811000000133
19905997;6846;131000000133
19906344;10412;511000000133
19906955;2486;131000000133
19907652;411;511000000133
19907693;25371;231000000133
19907831;5597;331000000133
19907872;10430;611000000133
19908157;131;611000000131
19908352;11144;331000000133
19909286;25853;131000000133
19909629;2938;131000000133
19910596;9375;411000000131
19910958;10711;341041005133
19911868;25681;331000000133
19913072;25095;131000000131
19914318;24496;231000000133
19914388;8012;611000000133
19914520;2530;131000000133
19915035;1347;131000000133
19915819;10408;351052013133
19916346;26465;231000000133
19916531;10270;311000000133
19917157;60;231000000133
19917295;2123;231000000133
19918486;5280;711000000133
19918812;8506;131000000133
19918898;3016;131000000133
19919020;9106;131000000133
19920631;18028;611000000133
19921503;26168;331000000133
19922163;7685;611000000133
19922195;3481;711000000133
19922225;15720;131000000133
19922322;20478;231000000133
19922573;12192;131000000133
19923298;9127;611000000133
19923353;12217;341041005133
19924169;8706;611000000133
19924961;399;131000000133
19925680; ; 
19925854;6116;511000000133
19927006;294;411000000133
19927624;9075;231000000133
19927691;4309;131000000133
19928106;2319;131000000133
19928599;22434;431000000133
19929049;5608;611000000133
19930220;24438;231000000133
19930221;5666;231000000132
19930307;10412;511000000133
19930521;3638;331000000133
19930802;24685;131000000133
19931189;22504;131000000133
19931355;611;131000000133
19931440;7;131000000133
19932528;14922;431000000133
19933014;4165;131000000133
19933103;9656;131000000133
19933185;9312;131000000133
19933409;7542;131000000133
19933410; ; 
19934163;9182;231000000133
19934612;1542;131000000133
19934913;3739;371072007123
19935090;3910;511000000133
19935440;9778;711000000133
19935895;8366;511000000133
19935958;14697;611000000133
19936556;24946;711000000133
19937275;9368;511000000133
19937417;22655;231000000133
19937758;8507;131000000131
19938673;25853;131000000133
19938690;9111;131000000133
19939300;5282;131000000133
19939723;5662;331000000131
19940475;1517;341041005133
19940622;2974;131000000133
19940698;9676;511000000133
19941014;9687;131000000133
19941578;15646;711000000133
19941725;10157;411000000133
19942292;11906;811000000131
19942333;1672;131000000133
19942994;9164;711000000133
19943383;9659;131000000233
19943623;1998;411000000133
19943759;12095;711000000133
19944099;1887;811000000133
19944350;9701;231000000133
19944929;5106;311000000133
19945598;12591;611000000133
19946394;26372;131000000133
19946440;10507;131000000113
19946685;9903;811000000132
19946887;9939;611000000132
19947088;20095;511000000133
19948105;8454;411000000123
19948442;10656;611000000133
19948838;6252;131000000133
19949082;4166;131000000113
19949791;437;451054019133
19950042;8353;711000000133
19950523;9982;131000000131
19950622;22634;331000000133
19950686;318;811000000133
19950819;9987;611000000133
19950854;17693;811000000131
19951309;11394;511000000133
19951538;14565;331000000133
19951888;612;411000000133
19952780;26501;131000000133
19953330;14539;611000000133
19953516;26045;431000000133
19953677;1437;131000000113
19954417;6753;131000000133
19956804;26075;231000000133
19957657;9834;811000000133
19957846;4052;411000000133
19958134;420;411000000133
19958531;1366;131000000133
19959127;12716;461064008133
19959172;6497;361064001133
19960506;1473;411000000133
19960959;14659;511000000133
19961277;11994;131000000133
19961500;1489;361061003133
19962203;6762;711000000113
19962308;10350;411000000113
19962604;2412;711000000133
19962725;24885;131000000133
19963651;9666;711000000133
19964060;1489;131000000133
19964754;10832;511000000133
19964846;6139;811000000133
19966233;17750;711000000123
19966259;25725;411000000133
19967447;10544;131000000133
19967565;449;131000000133
19968174;10557;711000000133
19969214;30002;611000000131
19969798;8499;131000000123
19971019;220;351056027133
19971529;8657;511000000133
19971636;8813;231000000131
19971675;17885;341041002133
19972036;8495;131000000133
19972186;7772;131000000133
19972764;25220;231000000133
19973888;318;511000000133
19974912;4165;451052013133
19977080;2650;711000000133
19977386;8424;341041005133
19977786;10396;131000000133
19978039;1268;411000000133
19978194;8;231000000133
19978831;9730;411000000133
19979534;31221;511000000133
19980487;25960;231000000133
19980890;9873;511000000131
19981472;16642;131000000133
19981577;6381;511000000133
19981893;7651;131000000133
19982306;5703;711000000133
19982616;1465;311000000133
19984575;8255;131000000133
19986304;25542;231000000133
19986454;8475;711000000133
19986725;11715;511000000131
19986857;10862;411000000133
19987366;1307;311000000133
19987542;5666;231000000132
19987585;20376;131000000133
19987827;31116;131000000133
19989526;2938;131000000133
19989555;6766;131000000133
19990371;4166;131000000113
19992025;12077;231000000133
19992875;9897;231000000133
19993575;8500;131000000131
19994517;24864;231000000133
19996625;25599;231000000133
19996868;2105;131000000133
19998323;3248;361063009133
19998347;10155;811000000133
19998350;4164;711000000133
19998900;7625;351053014133
19999099;22140;351052010133
19999356;13156;341041005133
19999625;4977;131000000133
19999692;12118;411000000133
20000105;8;511000000133
20000621;6253;231000000133
20001597;25700;431000000131
20001673;8659;611000000133
20002054;9122;611000000133
20002064;9634;231000000133
20002100;12504;811000000131
20002948;25215;611000000132
20003224;1385;511000000133
20004055;22527;811000000133
20004107;125;611000000133
20004462;10663;131000000133
20005182;22758;371072007133
20005388;3290;351056027133
20005832;2134;231000000133
20007144;13491;511000000133
20007183;1674;131000000133
20008365;8001;451052010133
20008368;41899;331000000133
20008809;4049;131000000133
20009827;14608;411000000133
20010529;9955;611000000131
20012289;1366;341041002133
20012509;4700;131000000133
20012911;2084;131000000133
20013403;9013;711000000133
20013980;5218;331000000133
20014439;1663;131000000131
20015192;22752;711000000133
20016045;10704;711000000133
20016503;108;231000000133
20017597;6588;811000000133
20018120;40288;711000000133
20018490;10265;711000000133
20018526;8506;131000000133
20018750;12217;461064001133
20019002;1397;611000000123
20019132;9006;811000000133
20019145;9985;461061003133
20019228;2583;371072007133
20019585;9060;131000000133
20020048;16644;431000000233
20020192;6007;131000000133
20020434;9008;131000000133
20020647;15812;711000000133
20020972; ; 
20021305;2123;131000000133
20022002;26538;431000000133
20022577;6929;131000000133
20023303;9298;131000000133
20024720;9197;611000000133
20025004;16461;611000000233
20025040;9551;711000000131
20025419;5085;811000000131
20026044;10075;231000000133
20026506;2160;811000000133
20026791;31388;341041002133
20027013;310;711000000133
20027835;1819;411000000132
20028271;7237;511000000133
20028609;12961;131000000133
20028744;12062;451053014133
20028971; ; 
20029631;24766;231000000131
20029632;8496;231000000133
20030250;1147;711000000133
20030685;9125;511000000133
20031470;16434;231000000133
20031723;3248;231000000133
20031839;10026;411000000132
20032091;25114;511000000133
20032987;25853;131000000133
20033078;7102;131000000133
20033740;6757;131000000133
20033819; ; 
20033985;6497;131000000133
20034271;8506;131000000133
20034352;5656;131000000133
20034674;6053;411000000133
20034782;5869;411000000133
20035752;9208;431000000133
20035852;10225;311000000133
20036365;22459;431000000133
20037063;25448;131000000233
20037090;3478;231000000133
20038844;10963;611000000133
20040233;24685;131000000133
20040424;9754;131000000133
20040813;1886;231000000133
20041658;15781;131000000133
20041869;8699;511000000131
20042186;40298;331000000133
20043057;7505;131000000133
20043160;12691;211000000132
20043285;31462;611000000133
20044025;12716;811000000133
20044076;32;231000000133
20044621;9634;711000000133
20045585;24229;311000000133
20045884;714;711000000133
20045902;9283;411000000133
20046830;25853;361064001133
20047492;13637;711000000133
20047659;10725;231000000133
20048350;12171;511000000133
20048682;9801;811000000133
20048892;3163;131000000133
20049894;1958;131000000133
20050138;1663;231000000131
20050604;10697;131000000133
20051174;24226;511000000133
20051437;25824;231000000133
20051458;15571;811000000133
20051711;5658;331000000131
20052384;417;711000000133
20053155;26381;511000000133
20053614;5678;811000000133
20054012;31288;131000000133
20054668;2050;811000000131
20055930;7956;231000000133
20056799;10735;131000000133
20056991;6918;711000000133
20057131;5678;511000000133
20057253;14922;131000000133
20057558;25458;231000000132
20057679;31221;511000000133
20058361;9373;711000000133
20059902;1908;511000000133
20059919;20158;131000000132
20059969;25215;711000000132
20060395;5395;811000000133
20061125; ; 
20061629;24652;131000000133
20061795;15614;811000000133
20063162;25954;131000000133
20064097; ; 
20064761;1445;431000000133
20064886;10970;131000000133
20065144;9863;131000000133
20065246;1757;311000000133
20065438;2486;331000000133
20065738;2024;611000000133
20066073;310;411000000133
20066702;24878;341041005133
20066988;26411;131000000133
20067296; ; 
20067422;9122;611000000133
20068943;1263;511000000113
20070578;12767;811000000131
20070825;8255;131000000133
20070826;31219;711000000233
20070879;2043;331000000131
20071194;1537;711000000113
20072050;7720;131000000133
20072376;12547;431000000133
20073584;5127;611000000121
20073954;8506;131000000133
20074457;10338;311000000133
20074625;10450;131000000133
20074998;4589;131000000133
20075050;20158;131000000132
20075465;3478;131000000133
20075588;4553;131000000111
20076158;5580;311000000133
20076502;3138;411000000133
20076850;10240;811000000133
20076889;1895;131000000133
20077191;25182;131000000133
20078118;2943;131000000133
20078341;7102;341041005133
20078954;8417;511000000133
20079877;9673;131000000233
20080713;9164;231000000133
20080735;10725;131000000133
20081280;6135;131000000233
20081345;22519;511000000133
20082289;9959;131000000233
20083031;5613;311000000133
20083244; ; 
20083245;1664;131000000133
20083339;3010;611000000131
20083448;31219;611000000233
20083572;15732;811000000133
20084031;25543;131000000131
20084275;17885;131000000133
20084739;9328;231000000131
20085040;10781;131000000131
20088123;1121;131000000133
20088851;14790;331000000333
20089627;12587;431000000133
20091239;12761;811000000133
20092850;8500;131000000131
20092982;9213;131000000133
20093345;10563;811000000123
20093385;10245;711000000131
20094504;1672;131000000133
20096178;8690;311000000133
20096588;9864;511000000133
20096708;10816;311000000133
20097269;4709;131000000133
20097288;10721;131000000133
20097373;4977;131000000133
20097750;13216;811000000133
20098120;10397;131000000133
20098407;131;231000000131
20098548;12151;711000000133
20098754;1756;331000000131
20099181; ; 
20099222;25899;131000000133
20099774;5680;611000000133
20100557; ; 
20100986;9012;511000000133
20101497;7202;511000000133
20102112;11812;331000000133
20102541; ; 
20103325;10546;811000000111
20103642;9982;131000000131
20103772;4179;611000000133
20103851;7630;311000000113
20104558;1327;231000000133
20105695;7331;131000000133
20108012;2938;131000000133
20108513;4533;361064001111
20108985;10269;811000000133
20109014;7638;411000000133
20109309;8349;611000000133
20110221;8504;361064001111
20110675;12192;811000000133
20110976;10783;231000000133
20111932;8194;711000000133
20112747;9283;411000000133
20113334;9298;131000000133
20113662;7685;811000000133
20113876;8485;711000000132
20114097;642;511000000133
20115163;431;311000000113
20115799;4982;131000000132
20115932;25639;811000000131
20116559;405;511000000133
20116696;10336;411000000131
20116697;969;411000000133
20116722;9490;511000000111
20116941; ; 
20117063;1743;411000000131
20117073;25450;131000000133
20117397;16432;131000000133
20117438;4534;131000000131
20117547;1757;511000000133
20117920;1722;411000000133
20117971;9676;411000000233
20118306;1675;131000000133
20118934;1604;431000000133
20119007;12111;131000000133
20119349;12217;131000000133
20120118;8044;131000000133
20120397;11501;311000000133
20120582;10544;331000000133
20121451;5347;611000000133
20123563;22086;131000000133
20124107;3909;131000000133
20124373;3003;131000000131
20124804;219;131000000133
20125400; ; 
20125568;11936;131000000133
20125708;9074;331000000133
20125922;9356;811000000133
20126218;10321;411000000132
20126551;20139;711000000133
20127197;1515;131000000133
20127370;6223;431000000133
20127938;2940;611000000133
20128261; ; 
20130024;8506;131000000133
20130103;3976;131000000133
20131127;1515;231000000133
20131131;9472;131000000133
20131304;11265;611000000133
20131599;12860;811000000131
20131931;546;611000000133
20132694;25568;811000000133
20132818;9781;231000000133
20133925;227;811000000133
20134592;1996;131000000133
20134646;1444;331000000133
20136097;420;611000000133
20136820;10345;411000000233
20137043; ; 
20137708;26391;711000000131
20138717;399;131000000133
20138751;1676;231000000133
20139029;10405;231000000133
20139224;3977;411000000133
20139438;22397;131000000131
20139512;2732;131000000133
20139556;2939;131000000133
20139952;5613;131000000133
20140186;2530;131000000133
20140383;280;131000000133
20140784;24638;131000000131
20141117;9897;231000000133
20141903; ; 
20142249;4562;131000000133
20142422;2530;131000000133
20142807;6762;811000000113
20143271;9539;411000000132
20143725;12130;411000000131
20144729;24685;131000000133
20144730;2612;711000000133
20145182;2102;131000000113
20145783;10550;411000000133
20146023;10405;511000000133
20146725;22191;131000000133
20146781;9897;231000000133
20147064;8930;131000000112
20147637;8841;811000000133
20147702;1454;511000000133
20147898;12713;131000000133
20148453;2486;131000000133
20149241;4564;811000000131
20149481;10432;131000000131
20149696;10677;611000000133
20151304;107;131000000133
20151305;20475;231000000133
20151534;6223;431000000133
20151895;6253;131000000133
20152461;1421;411000000132
20152797;25386;131000000133
20153443;16844;371072007133
20153654;9606;611000000133
20154434;20376;131000000133
20154561;10519;711000000133
20154612;8507;131000000131
20155401;24714;311000000133
20155656;9065;231000000131
20155757;4164;711000000133
20156588;8483;131000000133
20157170;2041;231000000113
20157256;7628;711000000113
20157349;1318;611000000133
20157628;16582;461063009133
20158679;1917;411000000132
20159035;3387;341041005133
20160320;3475;811000000133
20160364;12591;431000000133
20160562;10723;131000000133
