mrun;rbd_admitido_geo_con_error;cod_curso_admitido_geo_con_error
1896806;12591;331000000133
1897209;20158;431000000132
1897994;2657;811000000133
1898621;9074;711000000133
1898768;4616;711000000133
1899597;17875;711000000133
1901213;519;811000000133
1901625;14675;711000000133
1901990;2102;131000000113
1902015;10464;711000000133
1902467;4977;131000000133
1902487;9087;231000000133
1904032;4575;131000000133
1904564;15809;331000000133
1904969;9781;131000000133
1905268;24856;131000000133
1905972;2166;131000000132
1906052;5662;131000000132
1907354;6337;811000000133
1907787;9668;331000000133
1908224; ; 
1908311;6929;131000000133
1908483;5656;451052010133
1908516;25550;511000000133
1909011;10140;431000000133
1909444;5729;131000000113
1909535;706;711000000133
1909833;10052;131000000131
1909870;2378;131000000133
1911453;3662;131000000233
1912443;25899;711000000133
1913921;11936;411000000133
1914095;280;441041005133
1914289;25;231000000133
1914527;31302;611000000133
1915051;25386;131000000133
1915092;9512;411000000131
1916488; ; 
1916656;8206;511000000133
1917054;4482;611000000133
1917206;9937;711000000113
1917790;8506;131000000133
1917872;10640;131000000133
1919008;1881;511000000133
1919067;10832;231000000333
1919676;2943;231000000133
1920407;4534;231000000131
1920629;396;341041005133
1921507;8424;711000000133
1921841;1595;711000000133
1922537;8105;131000000133
1924118;1123;131000000133
1924273;9065;131000000131
1924439;10450;131000000133
1924815;1503;131000000133
1925230;7299;611000000133
1926497;40064;331000000133
1926988;10715;131000000133
1927380;10350;431000000113
1927461;10399;351053014133
1927538;12715;811000000133
1927953;2997;811000000131
1928080;25711;711000000133
1928582;8485;331000000121
1928698;4702;131000000133
1929268;25571;411000000132
1929638;10240;611000000133
1929977;10058;441041005133
1931933;4562;131000000133
1931980;1590;331000000123
1932297;4987;711000000133
1932679;9556;811000000132
1932728;9834;131000000133
1932814;6830;811000000111
1932894;6112;511000000233
1933205;410;411000000133
1933459;6752;131000000133
1933808;31302;411000000133
1933863;4825;231000000133
1934368;3359;131000000133
1934797;12720;331000000133
1935147;9281;231000000133
1935217;10541;131000000131
1935257;40155;611000000133
1935931;10789;711000000133
1936591;5614;611000000133
1937422;10255;131000000133
1937610;4553;131000000111
1938432;1194;711000000133
1938500;22554;511000000133
1938753;5393;131000000133
1938754;4982;711000000131
1938843;1197;711000000133
1939263;6922;131000000133
1939577;10171;411000000131
1939987;11994;361064001133
1940018;2307;811000000131
1941178;8812;131000000131
1941936;9339;131000000133
1942786;9834;131000000133
1942841;8424;231000000133
1943287;5034;711000000133
1943612;12005;441041005133
1944194;1312;511000000133
1944599;13557;611000000133
1944663;449;131000000133
1945398;256;511000000133
1945580;4533;131000000111
1946182;10551;331000000133
1946249;7626;131000000133
1947888;12117;131000000133
1948348;9897;131000000133
1948482;22516;611000000133
1948930;10790;311000000133
1949173;9122;411000000133
1949442;8706;811000000133
1949700;655;711000000133
1949940;9293;231000000133
1950392;14877;131000000133
1950445;12020;611000000133
1950845;9722;131000000133
1951294;280;131000000133
1952046;20230;131000000131
1952458;2938;131000000133
1952550;6895;131000000133
1952929;9668;131000000133
1953803;25032;511000000133
1954830;516;231000000133
1954918;9283;811000000133
1954963;14720;711000000133
1955752;9406;811000000123
1955935;10551;441041002133
1956797;17885;331000000133
1957665;25733;711000000133
1957683;7626;341041005133
1957706;20376;711000000133
1958457; ; 
1959783;1893;311000000133
1959913;6165;611000000133
1960677;14490;711000000133
1960998;9668;231000000133
1961045;14877;131000000133
1961860;11831;231000000133
1962690;26168;131000000133
1963003;16608;711000000133
1963041;218;131000000133
1963359;2205;131000000133
1963814;9810;131000000133
1963815;9754;131000000133
1964309;618;611000000133
1964344;399;131000000133
1964783;10537;411000000133
1965395;3478;231000000133
1966083;9686;361061003133
1966337;1347;231000000133
1966468;16642;131000000133
1967313;20037;131000000133
1967552;25206;811000000131
1967568;2938;131000000133
1967761;10844;411000000133
1967797;9110;511000000133
1968194; ; 
1968282;40155;131000000133
1968434;2283;131000000133
1968563;9757;331000000113
1968597;10173;511000000131
1968617;612;411000000133
1968632; ; 
1968633;19974;131000000133
1970495;24207;431000000133
1970683;2339;711000000133
1971015;7;131000000133
1971701;7015;131000000133
1971917;24213;431000000133
1972746;2151;411000000132
1972968;9074;331000000133
1973890;9582;131000000133
1974185;14870;131000000133
1974717;3709;711000000133
1974720;5656;711000000133
1974983;31219;711000000133
1975014;8718;511000000131
1975231;2942;411000000132
1975285;10716;611000000131
1975761;25592;711000000133
1976240;17782;131000000133
1976828;3387;131000000133
1977069;9896;131000000133
1978392;2835;131000000133
1978566;7704;811000000133
1978788;10747;411000000133
1979005;24978;231000000133
1979472;9896;131000000133
1979713;612;811000000133
1980002;9375;711000000233
1980115;31068;511000000133
1981082;343;811000000131
1981228;519;511000000133
1981564;10105;711000000133
1982107;3249;711000000133
1982440;12716;131000000133
1983367;19925;131000000133
1983440;26324;131000000133
1983441;16564;131000000133
1983528;4702;131000000133
1983711;22494;471072007133
1983762;8643;711000000133
1983906;4166;131000000113
1985246;8661;811000000133
1985591;9647;431000000133
1986193;5344;131000000133
1986332;1148;231000000133
1986649;7331;231000000133
1987024;313;711000000133
1987967;8105;131000000133
1987974;566;611000000133
1988162;1279;811000000133
1989004;7;131000000133
1989573;2835;231000000133
1989946;9804;411000000131
1990663;1748;511000000133
1991283;13396;511000000131
1991344;31065;711000000133
1991382;12027;131000000133
1992032;522;411000000113
1992382;2461;711000000133
1992741;9866;131000000133
1993888;14608;131000000133
1994646;24766;811000000131
1995517;25082;411000000133
1995525;25448;131000000233
1996674;1422;231000000133
1996942;22686;511000000133
1997773; ; 
1997908; ; 
1999199;22458;511000000133
1999394;280;341041005133
2000356;18080;131000000133
2000607;12151;711000000133
2000660;3393;411000000133
2001132;26362;431000000233
2001149;10263;311000000133
2001456;2793;131000000131
2002392;7651;611000000133
2003250; ; 
2003728;24885;711000000133
2003767;1336;611000000133
2004018;40042;331000000133
2004043;3163;131000000133
2004087; ; 
2004214;1123;411000000133
2004418;8714;611000000131
2005010;25439;511000000233
2005706;97;231000000133
2006217;25129;511000000131
2006460;9862;131000000133
2007465;9945;611000000133
2008234;8556;511000000133
2008409;9065;131000000131
2008498;2456;511000000133
2008951;40025;131000000133
2009153;9754;131000000133
2010017;25523;231000000133
2010436;14375;611000000131
2010448;1354;451053014133
2010592;8135;411000000133
2011322;25770;711000000123
2011458;3888;361061003133
2012426;16583;131000000133
2012445;10506;331000000133
2012559;24203;711000000133
2012968;3552;711000000133
2013334;15775;131000000113
2013458;26372;231000000133
2014264;14687;311000000133
2014828;22306;131000000133
2016010;2078;341041005133
2016559;9629;511000000133
2016923;5216;131000000133
2016969;1168;811000000133
2017167;10350;231000000113
2017586;10199;231000000133
2018055;7685;811000000133
2019245;9472;461064008233
2019646;10250;711000000133
2019765;16434;131000000133
2020740;8505;231000000112
2021342;10484;811000000133
2021363;9582;361061003133
2021474;3642;131000000111
2021749;9293;131000000133
2023307;24329;131000000123
2023533;9085;611000000133
2024409;31278;131000000133
2026682;106;231000000133
2026757;3435;411000000133
2027724; ; 
2028153;24685;131000000133
2029606;10405;131000000133
2029793;3305;131000000133
2029914;3976;131000000133
2029916;10507;131000000113
2030238;11265;231000000133
2031009;8366;711000000133
2032068;24406;311000000132
2032640;1484;131000000133
2033360;25084;131000000133
2033712;14659;411000000133
2034251;2732;131000000133
2034284;2066;511000000133
2035120;25;131000000133
2035396;18218;611000000133
2035673;10377;711000000133
2036672;2395;711000000133
2037035;11977;511000000132
2037200;3111;511000000133
2037740;1502;131000000133
2038204;8835;131000000113
2038305;25899;131000000133
2038604;419;611000000133
2038946;8945;131000000113
2039106;1199;131000000133
2040980;5001;411000000133
2041117;5613;131000000133
2041648;2793;131000000131
2042980;8255;131000000133
2043057;1268;711000000133
2043094;14490;811000000133
2043436;26324;231000000133
2043463;16443;131000000131
2044138;8643;341041005133
2044578;5666;131000000132
2045571;530;231000000133
2045751;1464;231000000133
2046787;16518;411000000133
2046985;10077;131000000133
2047512;2937;131000000133
2048294;10595;811000000131
2048456; ; 
2049285;10253;341041005133
2049887;10622;811000000131
2050938;9906;231000000133
2050949;10420;611000000133
2051414;6224;511000000133
2051656;12655;711000000133
2052451;25824;131000000133
2052923;1923;131000000131
2053828;9206;411000000133
2054122;8487;131000000112
2054251;24686;131000000133
2055550;448;131000000133
2055736;7631;411000000133
2056819;9759;431000000111
2057698;8644;131000000131
2057814;9799;441041005133
2058164;25808;511000000131
2058430;8430;131000000133
2058565;1595;711000000133
2058595;13412;511000000133
2059216;10830;131000000113
2059267;31343;711000000133
2059355;14870;611000000133
2059762;16461;131000000233
2059763;1672;131000000133
2059768;9072;711000000133
2059942;1880;231000000133
2060308;2167;411000000132
2060416;2454;331000000233
2061458;450;811000000133
2061782;25194;411000000132
2062054;10337;131000000133
2062322;22083;811000000131
2062997;10143;611000000133
2064846;2444;131000000133
2065114;25171;131000000131
2065158;9182;131000000133
2065429;8490;131000000133
2067484;3910;411000000133
2068012;1198;131000000133
2068281;4535;131000000131
2068461;24626;331000000133
2069497;2134;131000000133
2069584;437;451053014133
2069732;9853;131000000133
2069781;10541;231000000131
2070274;26037;231000000133
2070561;1595;811000000133
2070926;25215;341041005133
2071193;20329;411000000131
2071423;7613;611000000133
2072253;7331;131000000133
2072254; ; 
2072374;40099;131000000133
2072627;22462;431000000133
2074314; ; 
2074836;9090;411000000133
2074997;10399;231000000133
2075122;5784;511000000131
2075790;10551;331000000133
2076319;20085;411000000133
2076785;14790;611000000133
2077092;1748;411000000133
2077886;5085;811000000131
2078552;8485;431000000121
2079164;10696;711000000133
2079660;1123;231000000133
2079692;7745;611000000133
2079847;10671;711000000133
2079898;24207;431000000133
2079959;5729;231000000113
2081999;5832;611000000133
2082218;10430;511000000133
2083001;9646;131000000131
2083138;25352;451058035133
2083722;5344;131000000133
2084674;2733;431000000133
2084846;9201;611000000133
2085266;17765;411000000133
2085436; ; 
2085532;14870;231000000133
2085730;11928;311000000133
2086311;9686;361061003133
2086499;5009;711000000131
2086799;3638;131000000133
2086805;9778;711000000133
2087551;8353;711000000133
2088444;9547;711000000131
2088730;2938;441041005133
2088942;7651;131000000133
2089612;26168;231000000133
2089818;4631;131000000133
2090265;4555;131000000121
2090674;3348;131000000133
2091693;15753;711000000133
2092118;20019;711000000133
2092836;3305;131000000133
2093179;11851;131000000133
2093735;10621;411000000133
2093917;4561;131000000131
2094085;1663;131000000131
2094872;3389;811000000133
2095367;25766;231000000133
2095374;25218;611000000133
2095618;9867;131000000133
2095692;8930;231000000112
2096334;8429;131000000133
2096408;20139;231000000133
2097069;9896;131000000133
2097724;10251;131000000133
2098094;2013;131000000133
2098489;9106;131000000133
2098525;9385;411000000132
2099726;25738;511000000131
2099842;3006;351052013123
2100545;1414;611000000133
2103254;2105;131000000133
2103898;1610;331000000131
2103919;3110;511000000133
2104764;521;431000000133
2106258;1482;811000000131
2106491;4897;131000000133
2107020;220;231000000133
2107790;16652;131000000133
2108159;9945;611000000133
2109772;4483;231000000133
2109900;1853;611000000133
2110009;4762;411000000133
2110080;12823;231000000133
2110096;10641;231000000133
2110427;16843;351053014133
2110558;9781;131000000133
2110893;16583;131000000133
2111708;14879;131000000133
2113172;4560;511000000133
2113503;9634;511000000133
2114246;11248;131000000133
2114713;1523;811000000131
2115356;5048;331000000133
2115470;11997;811000000131
2115748;7331;131000000133
2115860;10496;131000000123
2116090;5566;131000000133
2116192;10785;811000000133
2116193;5566;131000000133
2116356;9948;411000000131
2116929;12305;331000000131
2117167;1739;231000000123
2117733;10830;131000000113
2118279;6116;711000000133
2119099;1367;331000000113
2119525;3387;131000000133
2119555;9006;411000000133
2120375;5921;131000000133
2120409;2566;811000000133
2120680;5228;411000000133
2121758;31343;131000000133
2123083; ; 
2123125;26365;131000000133
2123152;24946;131000000133
2123206;2283;131000000133
2123253;280;441041005133
2124326;12237;511000000131
2126043;1676;231000000133
2126374;4897;131000000133
2127059;9474;231000000113
2127373;9409;341041002112
2127399;9194;231000000132
2128416;6070;341041005133
2128442;9105;231000000133
2128536;9634;231000000133
2129616;8756;611000000133
2130469;9070;811000000133
2130524;4708;131000000133
2130857;9008;131000000133
2131094;10064;611000000131
2131182;219;231000000133
2131232;12602;611000000133
2132044;24689;131000000123
2132114;40295;511000000133
2132209;25865;611000000133
2133104;8930;231000000112
2133366;5126;431000000133
2133515;10210;131000000133
2134208;668;231000000133
2135124;26416;131000000133
2135145;6896;231000000133
2135218;905;711000000133
2136795;528;811000000133
2138394;9175;711000000133
2138473;11139;131000000133
2139660;1880;131000000133
2140678;11;711000000133
2141149;10405;131000000133
2141665;6584;131000000133
2141704;2862;811000000131
2142587;8945;711000000113
2143328;2057;131000000133
2143329;3305;131000000133
2143444;9955;511000000131
2143965;8620;131000000131
2145903;11977;611000000132
2146358;9105;361063011133
2146874; ; 
2147016;7102;341041005133
2147292;1362;231000000133
2147317;30006;611000000133
2147686;25523;411000000133
2148086;20376;131000000133
2148455;17915;131000000133
2149107;25386;231000000133
2149869;26209;231000000133
2150094;2124;811000000133
2151105;4572;431000000131
2151669;9484;331000000113
2152064;3305;131000000133
2152085;6085;231000000133
2154343;2944;611000000111
2157090;22743;131000000233
2157098;25700;811000000131
2157523;1520;811000000133
2157528;11591;711000000133
2157869;4611;511000000131
2159015;22527;511000000133
2159947;6116;711000000133
2160217;1996;231000000133
2160491;25737;231000000133
2160782;5654;811000000133
2161339;4631;411000000133
2161930;22012;131000000133
2162148;10781;351052013131
2162790;9007;511000000133
2163279;9164;711000000133
2163617;12117;131000000133
2163664;10420;411000000133
2163767;4169;711000000131
2164458;1971;131000000133
2164845;22499;361063009133
2164871;25542;131000000133
2165728;17895;811000000133
2165961;574;131000000123
2166000;8004;811000000133
2166743;2123;131000000133
2167639;14720;131000000133
2168092;14373;231000000133
2168774;701;131000000133
2168834;12062;351052013133
2169098; ; 
2169182;2012;231000000133
2169354;10579;611000000133
2170447;2057;131000000133
2170604;123;711000000131
2170931;25215;311000000132
2171138;25542;411000000133
2171167;3609;231000000133
2172636;22322;811000000133
2172918;7102;131000000133
2173382;26392;811000000113
2173489;390;411000000133
2174089;22494;341041005133
2174959;517;711000000133
2175450;9992;611000000133
2175857;3551;411000000133
2176889;4977;131000000133
2177253;14616;431000000333
2178144;4535;131000000131
2178950; ; 
2179220;6085;231000000133
2179237;10544;361061003133
2179714;7651;231000000133
2180017;9906;231000000133
2180383;1963;611000000133
2180647;8505;231000000112
2181458;25395;611000000133
2182312;2733;711000000133
2182683;24420;411000000131
2182975; ; 
2183627;25542;231000000133
2183705;3163;231000000133
2183819;26403;411000000133
2183872;8756;611000000133
2184020;5921;231000000133
2184359;2155;711000000133
2184783;9534;411000000133
2185496;10455;611000000133
2188010;26384;131000000133
2188173;4612;711000000131
2188215;25447;131000000133
2188216;2283;131000000133
2188418;17885;231000000133
2188751;10427;711000000133
2189155;8487;811000000112
2189227;10970;231000000133
2189964;15755;711000000133
2190746;2938;131000000133
2191139;8439;611000000133
2191607;5568;131000000131
2191653;25556;611000000133
2191719;17736;511000000132
2193229;9298;811000000133
2194066; ; 
2194370;10456;131000000133
2194613;1515;131000000133
2194917;9293;131000000133
2195188;3387;711000000133
2195189;574;711000000123
2195680;2105;131000000133
2195730;1414;711000000133
2195758;9150;231000000133
2197417;2339;511000000133
2198806;5596;711000000133
2200286;2938;131000000133
2200617;2012;131000000133
2201275;14720;131000000133
2201323;10789;711000000133
2201364;26083;511000000133
2201887;2411;331000000133
2204115;8756;131000000233
2204327;8425;231000000133
2204615;1392;711000000133
2205793;7772;131000000133
2206299;25571;311000000132
2206833;2236;611000000133
2207445;13474;611000000133
2207651;8514;231000000111
2208076;220;231000000133
2209486;8105;131000000133
2209943;106;811000000133
2210150;9810;131000000133
2210318;10399;131000000133
2211388;10640;131000000133
2211495;20103;331000000133
2211514;4553;131000000111
2211919;12242;131000000133
2212328;17818;341041005133
2213281;2026;411000000133
2213679; ; 
2213751;4958;511000000131
2214288;10478;611000000133
2214768;1739;381081005123
2215468;13185;231000000133
2215854;9867;231000000133
2216043;25709;511000000132
2216360;3248;131000000133
2216428;12534;351052010133
2216442;52;511000000133
2216544;9500;711000000133
2217168;1663;131000000131
2217238;31116;131000000133
2217543;10742;711000000133
2217667;31388;131000000133
2217934;16587;131000000133
2218223;13427;231000000133
2218701;9824;331000000133
2219843;2136;711000000133
2220064;13167;711000000133
2220469;9639;511000000131
2220798;24426;231000000133
2221224;4616;711000000133
2221424;25042;511000000131
2222250; ; 
2222618; ; 
2222656;8498;611000000133
2222873;14237;231000000133
2222900;2329;131000000133
2223718;26411;411000000133
2224557;9008;131000000133
2224660;4324;611000000133
2224997;10160;611000000133
2225874; ; 
2226272;26303;131000000133
2227904;2329;131000000133
2229925;9504;331000000433
2230187;5566;231000000133
2230329;17908;461061003133
2230661;25853;811000000133
2230747;1300;171072007133
2230754;1966;811000000133
2230821;11323;511000000131
2230846;657;711000000133
2231502;4574;231000000113
2231889; ; 
2233053;2162;411000000132
2233275;2964;611000000133
2235231;24878;131000000133
2236019;289;711000000133
2236183;530;711000000133
2236843;9715;811000000133
2237665;2625;131000000233
2238105;16652;311000000133
2238193;7541;711000000133
2238839;1598;811000000131
2239576;10501;231000000133
2239971;13586;131000000133
2240911;11979;711000000133
2240951;7956;131000000133
2242501;1675;131000000133
2243613;12591;811000000133
2243704;8430;131000000133
2244195;26137;511000000133
2244423;9065;131000000131
2245591;9891;511000000131
2246140;2021;811000000133
2246715;25458;131000000132
2247437;11498;131000000133
2248659;365;331000000133
2249547;14608;511000000133
2250227;14616;231000000333
2250468;25032;411000000133
2251011;4536;131000000111
2251339;12658;131000000133
2251425;9659;131000000233
2251433;10273;711000000133
2251902;9534;511000000133
2252120;3328;131000000133
2253166;706;411000000133
2253610;25091;511000000133
2253964;1720;611000000133
2255696;129;231000000131
2256268;10892;431000000133
2256559;11906;711000000131
2256873;2966;411000000133
2257443;22024;371072007133
2259134;1549;131000000133
2259214;10541;131000000131
2259471;25766;711000000133
2259701;9892;711000000133
2260461;4290;711000000133
2260925;4160;131000000133
2261200;10496;131000000123
2261823;9281;131000000133
2262237;10345;411000000233
2262571;4667;411000000133
2262587;9060;711000000133
2262909;9064;131000000133
2263265;11201;511000000133
2264100;9077;231000000133
2265336;25458;131000000132
2265744;191;231000000133
2266395;12328;611000000131
2266443;10773;451052010133
2266673;25767;511000000133
2267039;10541;131000000131
2267235;516;131000000133
2267849;7627;131000000123
2268039;22050;131000000133
2268165;16583;231000000133
2268482;10832;341041002333
2269137;4576;611000000133
2269374;10893;611000000131
2269853;6649;811000000133
2270621;229;711000000133
2271315;9341;711000000131
2271849;9778;411000000133
2272430;10450;411000000133
2272667; ; 
2273657;211;331000000133
2273658;1443;231000000133
2274082;11608;361064001133
2274250;25032;361064001133
2275058;8487;231000000112
2275311;191;431000000133
2275422;2938;131000000133
2275887;1397;231000000123
2276539;9896;231000000133
2276750;11906;711000000131
2277072;2283;131000000133
2277121;2283;131000000133
2277153;610;131000000131
2278121;4825;131000000133
2278341;1663;131000000131
2278572;1292;431000000233
2279061; ; 
2279295;16461;131000000233
2279516;10411;811000000133
2281044;31294;711000000133
2281061;9006;341041002133
2281419;12551;431000000133
2281648;1515;811000000133
2282360;26168;131000000133
2282566;16582;231000000133
2283067;982;131000000133
2283458;24311;711000000133
2283881;14706;511000000133
2283896;12594;711000000133
2284705;10641;411000000133
2284715;8505;131000000111
2287124;8487;331000000111
2288067;12111;131000000133
2288068;2052;131000000131
2288881;9674;811000000131
2289047;9283;511000000133
2289514;1123;811000000133
2290543;16729;811000000133
2290840;25899;131000000133
2290935;6113;231000000133
2291176;10751;131000000133
2291691;25182;131000000133
2292236;1378;311000000133
2293584;9889;611000000133
2293621;24638;131000000131
2293842;4805;331000000133
2294703;10592;131000000133
2294710;10621;611000000133
2295721;6223;711000000133
2296021;26172;711000000133
2296519;13220;131000000133
2296571;10667;331000000133
2297236;9892;411000000133
2297402;8506;131000000133
2297445;7331;131000000133
2297730;5879;131000000133
2297992;25166;611000000133
2298079;4948;361061003133
2298418;2231;611000000133
2298603;10832;231000000233
2299078;10320;231000000133
2299140;5315;331000000133
2300817;7331;131000000133
2302402;4717;131000000133
2303460;20567;811000000133
2303866;10783;331000000133
2304700;11906;711000000131
2305156;9177;131000000131
2305582;2250;711000000133
2306003;2041;131000000113
2306533;4958;511000000131
2307208;10832;131000000333
2307213;31343;711000000133
2307347;10420;611000000133
2308441;3478;131000000133
2308489;3998;131000000133
2310062;231;311000000133
2310431;6227;511000000133
2310486;4557;231000000133
2310907;3492;811000000133
2311029;12878;411000000131
2311671;40298;231000000133
2311970;17818;131000000133
2313058;11977;511000000132
2313172;9860;451058035131
2313752;25395;811000000133
2314679;10760;611000000133
2316442;4533;361064008111
2317691;9863;131000000133
2317954;25766;231000000133
2318269;9647;711000000133
2318599;24946;131000000133
2318912;10396;131000000133
2318961;7505;131000000133
2319395;14453;331000000233
2319497;4172;411000000113
2319508;10350;811000000113
2320581;14626;131000000131
2320628;1466;711000000133
2321068;10149;211000000132
2321204;5010;311000000132
2322344;2938;131000000133
2322433;5827;611000000133
2322604;6122;431000000133
2322730;3304;331000000133
2323038;125;131000000133
2323397;9288;361064008133
2324701;20139;231000000133
2324827;3359;331000000133
2324967;25550;231000000133
2325255;1515;131000000133
2325333;7050;711000000133
2326322;9673;511000000133
2326890;10455;231000000133
2327367;6751;341041002133
2327564;10262;711000000133
2327616;14616;711000000133
2328165;10320;231000000133
2328583;3538;231000000133
2329206;1425;131000000133
2330296;7236;331000000133
2330318;1363;811000000133
2330360; ; 
2330632;9089;711000000133
2331594;8657;711000000133
2331863;25171;331000000131
2332151;9422;131000000131
2332696;9409;231000000112
2333494;9184;331000000113
2333646;2103;351054018133
2333756;10783;511000000133
2334010;10640;131000000133
2334137;11906;711000000131
2334797; ; 
2335292;25418;131000000133
2335768;52;311000000133
2336236;24995;611000000133
2336687;9959;411000000133
2337232;5666;131000000132
2337794;1461;411000000133
2338313;13518;811000000133
2338781;516;331000000133
2338845;280;131000000133
2338935;7044;131000000133
2340264;2292;811000000133
2341493;2411;131000000133
2342154;16541;131000000133
2342404;9897;341041002133
2342480;2171;511000000133
2342556;16443;131000000131
2344067;4534;341041005131
2345341;12823;131000000133
2345464;10746;131000000133
2346123;2129;811000000131
2346158;25458;131000000132
2346531;24686;341041002133
2346595;2934;131000000133
2346841;10001;811000000133
2346972;11831;131000000133
2347012;14202;811000000133
2347376;9164;131000000133
2347448;5611;811000000133
2347601;10721;441041005133
2348842;4533;361064001111
2349103;11977;611000000132
2349373;9599;131000000133
2350162;5713;231000000131
2351810;15535;511000000133
2351861;5570;711000000133
2352226;7637;311000000133
2352760;9897;131000000133
2352987;9982;341041005133
2353082;6135;361064001233
2353468;9917;231000000133
2353470;26384;131000000133
2354536;3006;451052013123
2355727;10638;411000000233
2356575;530;511000000133
2357209;8507;131000000131
2357663;10547;711000000121
2358306;536;411000000133
2358909;967;711000000133
2359063;11906;711000000131
2359993;1967;431000000233
2360541; ; 
2361103;11155;131000000133
2361811;2145;511000000133
2362177;2615;711000000133
2362908;10080;711000000133
2363490; ; 
2363504;10250;351058033133
2363527;9900;131000000133
2364218;11155;131000000133
2364291;25766;131000000133
2365260;2882;231000000133
2365357;8930;231000000112
2365572;22415;361063009133
2365896; ; 
2366109;40155;131000000133
2366330;1663;131000000131
2366471;26436;431000000133
2367853;107;131000000133
2367860;12328;611000000131
2369008;1167;131000000133
2369500;6038;511000000133
2369840;406;411000000133
2370276;8;711000000133
2370952;4575;131000000133
2371254;16583;131000000133
2372031;9982;131000000131
2372170;11339;711000000133
2372411;9375;231000000233
2372412;2448;131000000133
2372650;11851;511000000133
2372843;1720;611000000133
2373857;17818;131000000133
2374285;5566;231000000133
2374696;11394;711000000133
2374880;8500;131000000131
2374913;4709;231000000133
2374934;31295;711000000133
2375378;2050;231000000131
2376068;9082;231000000133
2376101;12312;131000000133
2376264;1675;131000000133
2376588;31021;611000000133
2376596;10452;231000000133
2377351;45;131000000113
2377449;2104;341041005133
2377859;11139;131000000133
2378424;10830;361064001113
2379128;18065;711000000133
2379464;5713;131000000131
2380435;10832;611000000233
2381631;25853;411000000133
2381810;9900;131000000133
2381981;8108;131000000133
2381982;3742;131000000133
2382692;516;131000000133
2382926;12741;811000000133
2382937;25895;431000000133
2383029;15840;341041005133
2383850;1587;611000000111
2384663; ; 
2385455;1119;131000000113
2385853;12117;131000000133
2386408;10781;131000000131
2386488;10269;411000000133
2387053;1264;131000000133
2387176;18028;131000000133
2387386;25300;411000000131
2387440;11831;231000000133
2389984;191;131000000133
2390326;26037;231000000133
2390716;25995;361064001133
2390918;1971;611000000133
2391574;10543;131000000133
2392006;26274;131000000133
2392193;26292;361061003133
2392345;24446;131000000133
2392424;9283;131000000233
2392426;10541;131000000131
2392862;8513;611000000133
2392926;1555;511000000133
2394326;9299;811000000133
2395546;4737;511000000133
2396207;20016;411000000133
2396590;10541;231000000131
2397078;24685;131000000133
2397237;15720;131000000133
2397534;3461;131000000133
2398843;11851;331000000133
2398968;9206;511000000133
2399165; ; 
2399210; ; 
2400814;14922;131000000133
2400911;9998;611000000133
2401333;10397;231000000133
2402227;1466;511000000133
2402657;1515;131000000133
2403310;22447;411000000133
2403354;11851;131000000133
2403860; ; 
2403949;40208;231000000133
2404902;2013;131000000133
2405425;25043;611000000133
2405805;2219;471072007133
2406112;7625;351052013133
2406273;2105;131000000133
2406365;5656;811000000133
2406592;8424;131000000133
2407135;25082;511000000133
2408782; ; 
2408956;31153;331000000133
2409525;2090;231000000133
2409622;8503;231000000132
2409756;8930;431000000111
2411587;1261;131000000133
2412123;14375;711000000131
2412537;14720;231000000133
2412621;9583;131000000133
2413814;9655;331000000133
2414241;31278;231000000133
2414531;2339;411000000133
2414938;31110;431000000133
2415520;9778;811000000133
2415643;284;411000000133
2416102;9867;131000000133
2416435;13177;511000000133
2416568;10542;131000000133
2416741;10970;131000000133
2417044;26084;231000000133
2417105;9065;131000000131
2417969;11830;411000000131
2418347;10207;511000000133
2419644;10580;411000000133
2420021;18014;511000000133
2420840;1996;131000000133
2420841; ; 
2421476;25562;431000000133
2421590;6830;131000000111
2421808;25855;431000000133
2422199;24769;411000000132
2423326;16448;131000000113
2424334;24878;231000000133
2425088;31288;131000000133
2425175;16886;131000000133
2426050;10640;131000000133
2426292;7331;341041002133
2426642;2802;711000000133
2427283;1194;131000000133
2427908;9659;131000000233
2428123;3435;511000000133
2428386;375;811000000133
2428423;26411;131000000133
2429284;7956;131000000133
2429945;8485;711000000132
2430052;14778;131000000133
2430184;1923;131000000131
2430188;2508;511000000133
2430589;5570;131000000133
2430828;13590;131000000133
2431180;5713;131000000131
2431309;25853;231000000133
2431614;2454;331000000233
2432090;24878;131000000133
2432215;12323;411000000133
2432432;3976;131000000133
2432845;25589;811000000133
2433316;10433;811000000133
2433883;2741;411000000123
2434956;10187;611000000113
2435087;3163;131000000133
2435678;26152;711000000133
2436125;8049;811000000133
2436170; ; 
2437430;9121;411000000133
2438078;4262;231000000131
2438598;3976;131000000133
2438602;14213;811000000131
2438640;4270;131000000133
2438865;1757;331000000133
2439149;1347;811000000133
2439502;1529;511000000133
2439901;399;131000000133
2439948;11405;811000000133
2440243;20324;811000000133
2440385;255;431000000133
2440987;24473;361063011133
2441276;4564;431000000131
2442655;14671;431000000133
2442686;16443;131000000131
2442728;9172;611000000133
2442886;97;131000000133
2443830;1875;811000000133
2444655;1887;231000000133
2444970;10711;231000000133
2445102;1425;351053015133
2445912;2134;131000000133
2446332;7125;611000000133
2446576;10404;711000000133
2447337;9942;131000000133
2447943;8552;411000000122
2448090;24473;461061003133
2448409;18147;611000000233
2448763;5680;711000000133
2449101;9375;341041002233
2449194;9939;411000000131
