mrun;cod_nivel;es_mujer;prioritario;alto_rendimiento;lat_con_error;lon_con_error
360;3;1;1;1;-33,5707536;-70,6729634
538;11;1;0;1;-33,5498016;-70,7689974
1013;11;0;1;0;-39,6401225;-72,3332512
1508;9;1;1;1;-33,4826295;-70,5699938
1558;7;0;1;0;-33,474392;-70,7211721
1595;8;0;0;0;-36,6271236;-72,1354687
1756;9;0;1;0;-33,61094;-71,4560491
3197;6;0;1;0;-33,025685;-71,5165872
3316;9;0;1;0;-27,4087516;-70,2812152
3956;8;1;0;0;-30,0273271;-70,7145913
4231;8;1;0;0;-29,8709428;-71,2711155
4694;10;1;0;1;-33,5092386;-70,7906075
5039;9;1;1;1;-33,4540336;-70,6331674
5123;9;1;0;1;-33,4002037;-70,665131
5396;9;0;1;0;-41,3928719;-72,9105193
5535;9;0;1;0;-33,5598858;-70,6099697
5806;12;0;0;0;-33,47314;-70,558561
6338;11;1;1;0;-32,8777528;-71,2549923
6364;9;1;0;1;-43,1176689;-73,6291648
7820;9;1;0;1;-33,4763126;-70,5402651
8053;7;0;0;1;-33,5393139;-70,5825569
9984;8;0;0;0;-35,1259182;-71,2882971
10040;12;1;1;0;-33,6462192;-70,3553677
10120;6;1;1;0;-33,6753951;-71,1839751
10647;9;1;1;1;-29,8944484;-71,2553014
10895;9;0;1;0;-41,9559249;-72,4618051
11952;9;0;0;0;-33,6164799;-70,5400048
12563;4;0;1;0;-33,6304022;-70,5986558
12714;11;0;1;0;-40,1299603;-72,3874062
12909;6;0;1;0;-34,0729915;-70,7297757
12936;9;1;0;0;-33,5739842;-70,6007775
13446;5;0;0;0;-33,419444;-70,7238781
14372;8;0;1;0;-33,1054664;-71,6680263
14717;4;0;0;0;-36,6023719;-72,9687353
14967;11;0;1;0;-26,3429152;-70,6190529
15272;10;1;1;1;-38,7460621;-72,5787928
15628;9;1;1;0;-33,6543154;-71,150553
15703;7;1;1;0;-33,4382165;-70,7185206
15940;11;1;1;0;-33,5623898;-70,6506792
16113;7;1;1;0;-29,9559932;-71,2620604
16481;9;1;1;1;-38,2404785;-72,3190039
17186;9;0;1;1;-41,3221532;-72,977042
17818;4;1;1;0;-20,2141698;-70,1546203
18256;6;0;1;0;-20,2465958;-70,1271615
18634;8;1;1;0;-34,1382965;-70,7403914
18849;5;1;0;0;-35,5768176;-71,6516517
19174;4;1;1;1;-33,5335779;-70,7848044
20383;6;0;0;0;-33,5282353;-70,6536218
20468;9;0;1;0;-34,249954;-70,924977
20732;9;1;1;0;-33,5537834;-70,6258125
20817;9;1;1;0;-33,5305056;-70,7816603
21412;9;0;0;1;-38,7617835;-72,5988606
22177;5;0;0;0;-33,5295497;-70,6659128
22776;12;1;1;0;-41,2559353;-73,0113793
24561;9;1;0;0;-33,4509936;-70,6335448
24689;7;1;1;0;-38,7187007;-73,1836064
24989;9;0;0;0;-23,1067684;-70,4436802
25475;9;1;0;0;-33,4420301;-70,7551044
26095;11;1;1;1;-33,4975458;-70,7228902
26593;9;0;1;1;-33,6752556;-70,9453537
26985;11;0;0;0;-33,3599129;-70,7341413
27869;12;1;1;0;-32,8845236;-71,2614427
28569;5;1;0;0;-33,336958;-70,46897
28675;12;1;0;0;-33,4931807;-70,6110697
28928;2;0;1;0;-33,6771652;-71,2346977
29099;9;0;0;1;-36,7217215;-73,110784
29232;12;0;0;0;-33,4505681;-70,5484435
29709;10;0;1;0;-33,458323;-70,7606613
30159;4;1;1;0;-33,3971293;-70,7021143
30833;7;1;0;0;-45,5746171;-72,0418439
31433;9;1;1;1;-22,4623039;-68,9393035
32446;9;1;1;0;-33,4319545;-70,6759407
33012;9;1;1;1;-32,802392;-71,5321104
34277;6;1;1;0;-33,4338485;-70,6565701
34400;5;1;0;0;-23,7174049;-70,4339537
34507;5;1;1;0;-38,7678126;-72,765917
35489;12;1;0;0;-36,8828314;-73,1464138
36207;10;1;1;1;-33,4049058;-70,7118175
36208;9;1;1;0;-28,5742981;-70,7474908
36679;10;0;1;0;-40,304189;-73,0559825
38294;5;0;1;0;-33,2827758;-70,8723593
38745;9;0;0;0;-27,3865495;-70,3186454
38773;3;0;1;0;-37,4674308;-72,3599347
41195;9;0;1;0;-35,5957302;-71,7327386
41267;10;1;0;0;-33,4447996;-70,6591978
41683;5;0;1;0;-34,0644873;-70,724918
42098;7;0;1;0;-33,5318533;-70,7944594
42467;8;1;1;0;-33,5140873;-70,7975672
43163;12;1;1;0;-33,5443801;-70,630331
43190;9;0;1;0;-39,8308651;-73,2141678
43467;9;1;0;0;-33,047263;-71,6222528
43559;10;1;0;0;-33,407395;-70,7507984
43900;11;1;1;0;-33,6025409;-71,6122681
44579;5;0;1;0;-34,4857207;-70,9692583
44831;10;1;1;0;-28,589106;-70,7592983
44943;5;0;1;0;-32,8475642;-70,6885934
45640;10;0;1;0;-18,4744787;-70,303861
45930;11;1;1;1;-39,2819996;-72,225243
47398;3;1;1;0;-35,5257001;-71,6925293
47991;9;1;0;1;-34,4370401;-71,0760112
48916;7;0;1;0;-20,2540398;-70,1080429
49077;7;0;1;0;-35,8502314;-71,5825788
49666;9;0;1;1;-38,7205824;-72,7521757
50039;3;0;0;0;-33,044343;-71,5726975
50190;7;1;1;0;-33,0493276;-71,3987964
50242;6;1;1;0;-41,4782982;-72,9613756
51503;5;1;0;0;-33,4673442;-70,5943111
52064;9;0;1;0;-33,1885323;-70,6835597
52688;6;0;0;0;-32,8139558;-70,5812509
54126;9;0;1;0;-35,4514799;-71,6847064
54185;10;1;1;0;-40,5827247;-73,1050461
54458;10;0;1;0;-34,0266872;-71,1015061
55724;9;1;1;1;-37,0000834;-73,1668052
55770;6;0;0;0;-40,5729343;-73,1756571
56088;4;0;0;0;-33,5603461;-70,6321363
56964;5;1;0;0;-33,5898165;-70,5090116
57030;7;1;1;0;-32,4503869;-71,23063
57384;9;1;1;1;-27,3609194;-70,3302785
58313;6;1;1;0;-34,1809121;-70,7494904
58372;4;1;1;0;-32,8194493;-70,6125417
58662;9;0;1;0;-40,9065075;-73,1669192
59068;7;0;1;0;-33,5036928;-70,7762399
59118;8;0;1;0;-33,4681034;-70,5607678
59371;12;1;1;0;-37,4625605;-72,3782978
59609;9;0;0;0;-23,6185522;-70,3898326
60493;9;0;0;0;-34,438719;-71,0893552
60568;10;0;1;0;-34,9968111;-71,2558571
62008;10;0;1;0;-27,0843128;-70,8435638
62271;6;0;0;0;-36,6220772;-72,0741772
63208;7;0;0;1;-18,478261;-70,3181351
63944;7;0;0;1;-27,3741098;-70,3406752
65106;9;0;0;0;-27,374326;-70,3098002
66152;9;0;0;0;-32,7297394;-71,4902496
67182;10;1;1;0;-33,467314;-70,7315745
67939;10;0;1;0;-34,4166847;-70,8568873
68222;9;1;1;0;-33,0400198;-71,3550936
69196;4;0;0;1;-29,9309243;-71,2619311
69552;7;1;0;0;-38,7418288;-72,9543675
69628;9;0;1;0;-22,4689355;-68,9362168
70514;9;1;1;0;-39,3765721;-72,3180428
70668;4;1;1;0;-34,0771647;-70,7260126
71112;10;0;1;0;-36,2889838;-71,6503142
72247;9;0;0;0;-33,3053645;-70,86214
72432;9;0;1;0;-33,6126221;-70,5910358
72603;11;0;1;0;-33,5952071;-70,624527
72707;9;0;0;0;-41,3242935;-72,9819229
73211;7;1;1;0;-20,2580134;-70,0955884
73561;11;1;0;0;-33,4823052;-70,6628936
73874;9;0;1;0;-34,3555805;-71,28724
74102;7;1;1;0;-38,7299308;-72,624067
75030;9;1;1;0;-33,0410698;-71,3997215
75166;11;1;1;1;-31,7785426;-70,9699564
75754;9;1;1;0;-33,5375382;-70,6050038
76370;9;0;0;0;-33,470097;-70,5839116
77649;8;1;0;0;-20,2445298;-70,1428431
77899;6;0;1;0;-33,6122996;-70,5635523
78105;10;1;1;0;-32,448106;-71,2308071
78426;11;1;1;0;-33,6210413;-71,6052687
79295;9;1;1;0;-33,6207735;-70,6165855
79741;5;1;1;0;-41,4580735;-72,9490241
79861;3;0;1;0;-34,2259066;-70,9648832
80174;9;0;1;0;-33,3845124;-70,6727711
80282;9;1;1;0;-33,6687115;-71,1477591
80582;9;0;1;0;-18,4872819;-70,2772268
81454;11;1;0;0;-33,4511941;-70,6278852
82102;9;0;1;0;-34,0302766;-70,6678613
83006;9;0;1;0;-36,7923728;-73,0239543
83248;9;0;0;0;-33,4465775;-70,5978858
84376;4;1;1;0;-34,2693005;-70,9499726
84387;11;1;1;0;-33,3683672;-70,4337698
84510;12;1;1;0;-33,4491335;-70,6358663
84848;6;1;0;0;-33,0302006;-71,3998545
85424;9;0;1;0;-41,4882427;-73,0037249
86314;4;0;0;0;-33,0426296;-71,350432
87126;8;0;1;0;-33,6054128;-70,8632046
87332;6;0;1;0;-33,5641423;-70,6197603
87465;9;0;1;0;-33,5620652;-70,7077154
88065;9;1;1;0;-38,7399613;-72,6146037
88111;6;1;1;0;-33,3176343;-71,413373
88820;9;0;0;0;-29,8692473;-71,2374715
89560;8;1;0;0;-34,4019952;-70,8414898
89712;9;0;1;0;-35,9630162;-71,6884284
90117;6;1;1;0;-29,9530823;-71,33783
90624;12;0;0;1;-33,0583604;-71,3361592
90775;9;1;0;1;-33,4612226;-70,5416723
90806;9;1;1;0;-40,2999681;-73,0864873
91240;9;1;0;0;-35,1063969;-71,3018077
91254;11;1;1;0;-33,5615463;-70,6181723
91266;5;1;1;0;-33,5444472;-70,7618983
91318;5;0;1;1;-32,7221173;-71,413577
91618;8;0;1;0;-53,1584679;-70,9391332
92898;9;1;1;0;-20,2722338;-70,1237338
92908;7;1;1;0;-38,6900469;-72,6567626
93509;9;0;1;0;-33,5873971;-70,6269212
93944;11;1;1;1;-33,4077728;-70,7186946
94391;10;0;0;0;-27,407401;-70,2971629
95306;3;1;1;1;-38,5012337;-72,885596
95348;4;0;1;0;-33,4773209;-70,5319402
95399;8;0;1;0;-33,5210031;-70,6097147
96094;6;0;1;0;-29,8941043;-71,2598911
96511;9;0;1;0;-28,574652;-70,7633706
96633;9;0;1;1;-36,9917221;-73,1509469
96718;6;0;1;0;-34,2002931;-70,7638912
97171;12;1;1;0;-33,5925554;-70,7031948
98908;9;1;1;1;-32,7818548;-71,1996926
99419;6;0;1;0;-33,6130586;-70,5531606
99770;9;1;1;0;-35,8445582;-71,4915304
99802;4;1;1;0;-23,6270898;-70,3792324
100598;8;1;1;0;-35,6066476;-71,7002443
100710;5;0;1;0;-33,4096706;-70,7339122
101261;10;1;1;1;-33,5735377;-70,6074208
101841;9;1;1;1;-35,8503256;-71,5878644
102199;9;0;1;0;-36,9480828;-73,0212049
102205;7;1;1;0;-40,2768995;-73,0761969
102744;9;1;1;1;-33,5776798;-70,6990149
102853;9;1;1;0;-40,0404597;-72,8483342
103245;9;1;0;1;-33,6811319;-70,9166065
103335;9;0;1;0;-32,8524802;-70,5972153
103501;3;1;0;0;-34,5311482;-70,9648723
103692;6;1;1;0;-36,7121553;-73,1375524
103772;7;1;0;1;-34,4356754;-71,0878427
104047;12;1;1;0;-33,6187462;-70,6188777
104073;6;0;1;0;-36,8281451;-73,0492038
104566;9;1;1;0;-37,4889834;-72,3312123
105913;9;0;1;0;-33,1954201;-70,6654145
106127;11;1;1;1;-38,7452418;-72,5899268
106709;10;1;1;1;-33,5257273;-70,6995421
106935;9;1;1;0;-33,4650987;-70,5580844
107334;9;0;1;0;-36,7946546;-73,0428806
108174;11;1;1;0;-33,4993413;-70,7773296
108764;7;0;0;0;-33,5390072;-70,7808156
108871;9;1;1;0;-38,6325903;-72,4447289
108909;7;0;1;0;-18,4450371;-70,2867272
109116;9;0;1;0;-33,4286437;-70,6830576
111330;5;0;1;0;-33,46216;-70,6720376
111427;11;0;0;0;-34,167197;-70,6988192
111553;8;1;1;0;-33,0518136;-71,2366628
111588;9;1;1;0;-29,9929966;-71,3262354
112629;10;0;0;1;-33,5944825;-70,572057
113209;8;0;0;0;-33,7266811;-70,7190595
113443;4;0;1;0;-33,5255285;-70,5889236
113878;7;0;0;0;-34,9615022;-71,2190011
113969;7;0;1;1;-36,9881398;-73,1532836
114374;11;1;1;0;-33,5647293;-70,6441187
115557;11;1;1;0;-40,3018999;-73,0518997
115561;9;0;1;0;-39,3070013;-72,2099653
115885;11;1;0;0;-33,4875711;-70,6787287
116814;9;0;1;0;-18,4296751;-70,2848042
117516;11;0;1;0;-33,5281972;-71,602097
117541;10;1;0;0;-32,9717465;-71,536543
118670;6;0;0;0;-23,5592745;-70,3880156
120119;9;0;1;0;-29,9797363;-71,2410079
120395;5;1;0;0;-33,037125;-71,4485355
120406;9;1;0;0;-34,7180283;-71,0501895
120894;11;0;1;0;-33,4960012;-70,7081169
121115;7;1;1;0;-33,0270324;-71,5440062
121273;10;1;1;0;-38,7160661;-72,6512125
121382;8;0;1;0;-27,0743915;-70,8162286
121545;9;0;0;0;-33,3807368;-71,1751996
121767;5;1;0;0;-33,4109973;-70,6598861
122403;7;1;1;0;-22,4531991;-68,9454179
122980;9;1;1;0;-33,3929964;-70,8629929
124615;7;0;0;0;-33,4340377;-70,580894
125049;4;0;1;0;-33,4711013;-70,7353204
125364;7;0;0;0;-29,9153755;-71,2727983
125502;11;1;0;0;-33,0445904;-71,6160582
126492;6;1;1;0;-33,4447577;-70,7349488
126547;11;0;1;0;-33,5653614;-70,6405331
126641;3;1;1;0;-33,373682;-70,6356615
126686;9;1;1;0;-38,1647502;-72,908228
127010;9;0;1;1;-33,0339567;-71,4055074
127485;6;1;1;0;-36,7146529;-73,1228086
128092;9;1;1;1;-29,921708;-71,2458973
128217;9;0;1;0;-33,4792194;-70,6750188
129028;9;1;1;0;-33,3271415;-70,7659653
129533;5;0;1;0;-36,6306487;-72,070679
129988;4;1;1;0;-33,0473857;-71,4622706
130161;5;0;1;0;-40,3026702;-73,0580969
130224;11;1;1;0;-36,6090489;-72,0669318
131464;9;1;0;0;-40,5092675;-73,4121802
131605;11;0;1;0;-33,4212101;-70,726254
131896;9;0;0;1;-37,4776554;-72,3761907
132227;8;0;0;0;-33,3630849;-70,7328424
132432;7;0;0;0;-33,5280272;-70,5739217
132632;9;1;1;0;-33,0461045;-71,5358755
133605;10;1;1;0;-33,3758779;-70,6837623
133872;5;0;1;0;-29,9921551;-71,3315156
133889;11;0;1;0;-33,5790428;-71,6199397
134057;7;0;0;0;-33,420592;-70,6739436
134658;9;1;1;0;-33,5195803;-70,6235003
135582;9;1;0;0;-33,5391373;-70,5960331
136025;9;0;0;1;-33,4605553;-70,5578495
136098;9;0;1;0;-33,4038604;-70,730758
136471;5;0;1;0;-33,4062897;-70,7364229
136584;7;0;1;0;-33,521757;-70,6573172
136742;11;0;1;0;-27,3854296;-70,3353619
136816;3;0;1;0;-38,2568854;-72,6712262
136994;5;1;1;0;-40,5877117;-73,180503
137165;8;0;1;0;-33,6695666;-70,9358622
137260;9;0;0;0;-33,784952;-70,2339713
138365;9;0;1;0;-29,8800586;-71,2365862
139301;5;1;1;0;-33,5151637;-70,6620097
139807;9;1;1;0;-33,3501447;-70,7470981
140651;9;0;1;0;-33,5116369;-70,7527295
140997;9;1;1;0;-34,9709748;-71,2418791
141501;10;0;1;0;-33,5407753;-70,6065436
141703;9;0;1;0;-38,7413641;-72,593296
141743;10;1;1;1;-33,5990981;-71,5993335
142551;6;0;1;0;-33,5312141;-70,7903629
142661;9;1;1;0;-33,4444741;-70,7410479
142852;11;0;1;0;-36,8241954;-73,0471974
143336;9;1;1;1;-36,8268516;-73,0474907
144994;9;1;0;0;-33,4761364;-70,7391702
145065;4;1;1;0;-33,5363691;-70,7814093
145103;4;0;0;0;-33,4347655;-70,7614919
145159;7;0;0;1;-36,5904685;-72,0772973
145775;7;1;1;0;-33,4772044;-70,5431815
147020;4;1;1;0;-34,2741191;-71,0683661
147078;9;0;1;0;-33,518833;-70,6971501
147284;9;0;0;0;-34,6515893;-71,2058906
149807;9;1;1;1;-30,5783639;-71,4087952
150021;9;1;1;1;-37,2825139;-72,7128883
150404;4;0;1;0;-33,4104085;-70,6912095
150547;12;0;0;0;-33,5220721;-70,7613866
150581;9;1;1;0;-23,5895676;-70,3774774
151046;9;1;1;0;-32,795261;-71,2231397
151047;7;0;0;0;-33,5450692;-70,6075944
151431;8;1;1;0;-29,9787586;-71,3418714
151475;9;0;1;0;-34,0968927;-70,6765271
152170;11;1;1;0;-33,5257879;-70,665002
152462;4;0;1;0;-27,0702675;-70,8194239
152948;10;1;1;1;-35,4453139;-71,6236543
153197;4;0;1;0;-33,6901534;-71,2261838
154013;7;0;1;0;-33,5286947;-70,6396349
154640;10;1;0;0;-36,9631164;-72,931308
155001;6;0;0;0;-34,16989;-70,6855172
155929;4;1;1;1;-32,5070874;-71,4430755
155984;9;1;0;1;-39,2817501;-71,9662265
156613;11;0;0;0;-33,4329056;-70,773293
156755;9;1;0;1;-37,4652538;-72,3799763
158428;11;0;1;0;-33,2918281;-70,867108
158451;9;1;1;0;-33,6298301;-70,6185487
158917;7;1;1;0;-40,3019514;-73,0908273
160246;9;0;0;0;-33,1131218;-71,5569472
160568;9;1;1;0;-29,875144;-71,2330609
160806;8;0;1;0;-38,7065499;-72,5385564
161144;4;1;1;1;-33,3561815;-70,4995355
161245;9;1;1;0;-33,7350519;-70,7563638
161270;9;1;1;0;-33,3986205;-70,6326213
161308;10;0;1;0;-38,7297877;-72,5860415
161432;4;0;0;0;-33,5593578;-70,7876639
161537;9;0;1;0;-33,4095025;-70,7323835
162182;3;0;1;0;-45,394454;-72,6754957
162546;9;1;1;0;-38,730043;-72,5821171
162837;10;1;1;0;-22,4590294;-68,9433573
163252;11;1;0;0;-20,2662124;-70,0950237
163511;9;1;0;1;-33,4298116;-70,7681556
163672;9;0;1;0;-34,8684393;-71,1731249
163758;9;0;0;0;-33,3728327;-70,6884261
164268;5;0;0;0;-34,1562984;-70,7043169
165064;7;1;0;0;-33,5126624;-70,6033213
165778;10;1;1;0;-37,474728;-72,3566029
166189;6;1;1;0;-38,7256635;-72,5685714
166345;6;0;1;0;-18,4932482;-70,2550045
166534;9;0;0;0;-35,0547794;-71,2780369
167899;11;1;1;0;-33,5959873;-70,57653
168057;10;1;1;0;-36,7972088;-72,029973
168850;9;0;1;0;-38,7620907;-72,7562747
170306;10;0;1;0;-37,0947901;-73,153323
170477;6;0;0;0;-23,5775047;-70,3935993
171060;9;1;0;0;-33,4209647;-70,6640447
171318;7;1;1;0;-34,1819192;-70,6915257
171857;9;1;1;0;-37,4488127;-72,3437348
172607;11;0;1;1;-41,460232;-73,0118575
172681;11;1;1;0;-34,062788;-70,7229361
173629;5;1;0;0;-33,3590682;-70,7171046
173862;5;1;1;0;-33,5755002;-70,603673
173944;8;0;1;0;-36,9856339;-73,1485613
174064;9;0;1;0;-40,2770398;-73,0771352
174119;9;1;1;0;-20,2796384;-70,0842009
174347;4;1;0;0;-38,9544758;-72,6311184
174903;4;1;0;0;-39,3071301;-72,2180174
175013;12;1;0;1;-33,4573209;-70,7381863
175849;11;1;0;0;-33,3610125;-70,7555825
175929;9;0;1;0;-34,868003;-71,1643509
176167;10;1;1;0;-36,8108607;-73,0526098
176248;12;1;0;0;-33,4312211;-70,6223565
176400;9;0;1;0;-33,1901512;-70,681574
176685;10;0;0;0;-34,1828832;-70,7658095
176745;10;0;1;0;-33,4978538;-70,7653701
177513;7;1;1;0;-36,4161059;-71,949478
177813;8;1;1;0;-33,5918025;-70,6143348
178048;5;0;1;1;-33,0491907;-71,404736
178250;6;1;0;0;-34,9754526;-71,2596984
178987;9;0;1;0;-33,6239872;-70,6861328
179841;9;0;0;1;-28,573879;-70,7609046
180401;8;1;1;0;-34,5705519;-70,9992255
180439;9;1;0;0;-33,6015343;-70,5643841
180657;11;1;1;0;-36,8588401;-72,8784748
180815;8;1;1;1;-32,7375328;-70,7229364
181212;11;1;1;0;-33,4689915;-70,6917439
181280;9;1;1;0;-33,6778982;-70,9816157
181662;11;0;0;0;-20,2168819;-70,153823
182178;12;1;1;0;-36,7153823;-73,125901
182435;10;0;1;0;-33,4684727;-70,7030489
182786;9;0;1;0;-33,5231394;-70,6333173
182791;7;1;1;0;-23,5660631;-70,376657
183184;7;0;1;0;-45,575967;-72,0331919
184403;9;0;1;0;-33,5653672;-70,5765653
184444;8;1;1;0;-33,5387507;-70,6389197
185280;5;0;0;0;-35,8419733;-71,6339466
185774;4;1;1;0;-34,9780555;-71,2652585
187020;8;1;0;0;-38,6678117;-72,2171719
187132;3;1;1;0;-33,4094212;-70,6281048
187389;7;0;0;0;-33,2928402;-70,8821383
187650;9;1;1;0;-33,3706754;-70,7349009
188079;10;0;0;0;-38,7486334;-72,635495
188756;9;1;0;0;-33,4773613;-70,5969862
189088;9;1;0;0;-34,9708621;-71,2637313
189831;6;0;0;0;-39,2998059;-72,2265566
190201;9;1;1;0;-33,4358231;-70,7483213
190237;5;0;1;0;-33,369703;-70,7172348
190493;10;1;0;0;-33,4368433;-70,7012755
190536;9;1;1;0;-34,4072043;-70,8436209
190611;4;1;1;0;-37,8029349;-73,3998372
191004;8;1;1;0;-33,4905187;-70,7355198
191593;12;1;0;0;-29,886818;-71,2507893
192204;11;1;1;1;-34,0668513;-70,727342
192649;11;1;0;0;-25,4086599;-70,4878731
192848;12;1;1;0;-33,5866827;-70,6293247
193524;7;0;1;0;-36,8306494;-73,1190568
193725;12;1;0;0;-30,0334603;-70,7116099
193878;9;1;0;1;-40,3067767;-73,0869925
194630;8;0;0;0;-33,2766689;-70,8770361
194732;9;1;0;0;-33,4171747;-70,6053925
195239;11;0;1;0;-41,7899146;-73,1743565
196167;10;1;1;0;-33,4577418;-70,5351279
196300;5;1;0;0;-33,7143448;-70,7463301
196573;11;1;1;0;-33,4797289;-70,7192732
196816;8;0;1;0;-34,0673221;-70,7245496
196914;11;1;0;0;-33,5168679;-70,6253576
197099;5;1;0;0;-33,6924055;-71,2231818
197691;8;0;1;0;-33,511193;-70,5822985
198436;9;1;1;0;-35,4142058;-71,614718
198691;6;0;1;1;-20,2720559;-70,1042186
200223;6;1;1;0;-33,3704041;-70,5167674
200294;9;0;1;0;-33,4849524;-70,729101
200854;7;0;1;0;-39,8315596;-73,2178687
201159;7;0;1;0;-37,9534078;-72,4284265
201531;8;1;1;0;-33,5393684;-70,5709579
202243;8;1;1;0;-33,4990018;-70,7401074
202321;9;0;0;1;-33,4744812;-70,5962395
202659;9;0;0;0;-33,4075268;-70,7220002
203555;9;0;1;0;-33,6524495;-71,3096014
203962;9;1;1;1;-33,4221935;-70,6672455
204600;10;0;1;0;-37,0153448;-73,1589436
205103;8;0;1;0;-45,5781296;-72,0615196
205254;12;0;1;0;-36,7842257;-73,1024531
205539;9;1;1;1;-32,997026;-71,1844758
206208;10;1;1;0;-53,1577553;-70,9147996
206596;8;1;0;0;-36,9625122;-73,1526717
207485;11;0;1;0;-22,4640509;-68,9462246
207901;10;0;1;0;-32,8475049;-70,6895976
209912;4;1;1;0;-18,4490111;-70,2915148
210452;6;0;1;0;-37,4863766;-72,334389
212661;10;0;1;0;-33,3773703;-70,6585823
213273;9;1;1;1;-35,8450738;-71,5881755
213506;9;1;1;0;-33,5575802;-70,6513179
214683;10;1;1;0;-34,1813546;-70,7406249
215567;11;0;0;0;-33,9543104;-71,8311026
216091;9;0;1;0;-40,3067808;-73,0695202
216915;10;1;0;0;-45,5778039;-72,0322554
217190;12;1;0;1;-33,4395344;-70,6671949
217409;5;1;1;0;-32,8453607;-70,9415035
218453;4;0;1;0;-33,6157334;-70,6256585
219321;9;0;0;0;-33,4063572;-70,6565514
219532;10;0;1;0;-38,7198559;-72,6141323
219698;10;1;0;0;-33,4298167;-70,7136424
220111;9;0;1;0;-36,8221958;-72,9901144
220116;6;0;0;0;-33,5490467;-70,7596753
220442;7;0;0;0;-33,573768;-70,8015704
220696;5;1;1;0;-33,4544555;-70,6330136
220868;8;0;0;1;-37,458062;-72,3340787
221323;6;1;0;0;-33,1198202;-71,5739034
222030;10;0;0;0;-33,5650607;-70,7794537
222231;7;1;0;0;-23,6615789;-70,3871472
223312;9;1;1;1;-33,5543337;-70,6320207
223381;5;1;0;0;-33,3717611;-70,6820711
223885;9;0;1;0;-18,4741564;-70,308064
224070;11;1;1;0;-33,0558021;-71,5320516
224384;8;1;0;0;-33,5096098;-70,7883479
224512;10;1;0;1;-33,429476;-70,6215451
224622;10;1;1;0;-33,5447242;-70,678643
224855;12;0;0;0;-33,4809559;-70,5984896
225292;5;0;1;0;-33,4730693;-70,7169282
225409;9;1;1;0;-33,5949022;-70,5804911
225840;5;1;0;0;-29,94064;-71,2569349
226134;11;0;1;1;-33,5683302;-70,5771644
226283;10;0;1;0;-32,8499196;-70,6001902
226428;10;1;1;0;-33,2353905;-70,8086771
226842;9;1;0;0;-20,2718827;-70,0935712
226881;9;0;0;1;-34,4006459;-70,8490013
227077;3;0;0;0;-20,2736184;-70,0821927
227096;9;1;1;0;-33,5907637;-70,6645768
227555;9;1;0;0;-41,47298;-72,9729291
228217;9;1;1;0;-33,4282527;-70,7683893
228329;8;1;1;0;-36,8100315;-73,0413891
228616;9;1;1;0;-39,8193874;-73,2383423
229851;7;1;0;1;-35,110474;-71,2918333
230597;7;0;1;0;-38,2401194;-72,6834457
230617;11;0;0;0;-33,6163872;-70,8864349
231267;3;1;1;0;-33,4454974;-70,739129
231353;9;1;0;0;-23,5784266;-70,3896524
231354;9;1;1;0;-34,9978216;-71,3789203
232587;9;1;1;0;-33,4342883;-70,6581259
232687;8;1;1;0;-22,4792083;-68,9346859
233327;6;1;1;0;-40,9124896;-73,1553103
233885;10;1;1;0;-33,0451764;-71,6293732
234152;10;1;0;1;-33,5180096;-70,5803464
234323;9;1;0;1;-33,3920706;-70,5386655
234410;9;1;0;1;-32,8506059;-70,6008935
235183;7;0;0;0;-33,5436331;-70,5522659
235374;9;0;0;1;-36,923231;-73,03341
235630;4;1;1;0;-39,1485378;-72,5332185
236260;9;0;1;0;-40,5748723;-73,1260674
236810;4;1;1;0;-38,7374966;-72,5911249
237001;7;1;0;0;-33,6661061;-70,9329718
237639;9;1;1;1;-34,1832841;-70,7247379
237715;5;1;1;0;-33,57354;-71,6087128
238246;11;1;1;1;-22,4450831;-68,946007
238343;10;1;1;0;-35,9837495;-72,3111296
238674;9;0;0;0;-18,441245;-70,2882083
238857;9;0;0;0;-34,1367669;-70,7444079
239238;9;0;0;1;-33,3744082;-70,7259708
239519;9;1;0;0;-37,0865293;-73,1532106
239958;7;1;0;0;-33,1831422;-70,6709532
239998;8;0;1;0;-41,4672805;-72,9183405
240041;9;0;1;0;-26,3358258;-70,6089709
240245;8;1;1;0;-41,3861206;-72,9023674
241069;9;1;1;0;-33,5594602;-70,6340488
241238;9;1;0;1;-53,0591041;-70,8600699
241485;11;0;1;0;-33,5505354;-70,6449461
242997;9;1;1;0;-38,7325319;-72,5658835
243201;9;0;1;0;-33,5119875;-70,7735924
243751;9;0;1;0;-33,5944259;-70,5617067
244028;9;0;1;0;-33,5863279;-70,6818193
244036;7;1;0;1;-32,7795853;-70,9634397
244446;5;1;0;0;-37,2838999;-72,7079769
245328;8;1;1;0;-29,93869;-71,3364065
246313;9;1;1;0;-23,5994825;-70,3745663
246402;7;1;0;0;-23,5245553;-70,4052793
246520;7;0;1;0;-39,1571335;-72,6598266
246647;12;0;0;0;-34,1653471;-70,7423879
247139;9;1;0;1;-33,7303899;-70,7787262
247145;4;0;1;0;-20,2924278;-70,1010622
247665;9;1;0;1;-34,9685594;-71,2295807
248367;9;1;1;0;-36,8131494;-73,0701849
248813;9;1;1;0;-38,7416904;-72,5926646
250252;11;0;1;0;-33,0494137;-71,5973601
250536;9;0;0;1;-27,411181;-70,2806563
250591;7;1;1;1;-29,9467463;-71,3389978
250804;9;1;1;1;-33,6120817;-70,7863495
