mrun;cod_nivel;es_mujer;prioritario;alto_rendimiento;lat_con_error;lon_con_error
23654591;9;0;1;0;-33,4184634;-70,7379809
23655812;10;1;0;0;-33,3807529;-70,6582383
23656046;4;1;1;0;-41,3180209;-72,9850942
23656233;12;1;0;0;-29,9756099;-71,2985343
23656683;8;0;0;0;-33,0484066;-71,652648
23657776;4;1;1;0;-33,5933766;-70,6785981
23658111;5;1;1;1;-40,6864411;-72,5995944
23658435;4;0;0;0;-33,0642283;-71,3807802
23658708;11;1;1;0;-33,6074507;-70,9022356
23658742;7;0;1;0;-33,5051903;-70,6669048
23659149;9;0;0;0;-33,3976895;-70,6503393
23660317;9;1;0;0;-38,7475593;-72,6331989
23660772;12;1;0;0;-33,5358389;-70,6337687
23660844;9;0;1;1;-36,5034298;-72,2118361
23662333;9;1;1;1;-40,5723455;-73,1704192
23662413;5;1;0;0;-27,1417361;-109,4205111
23662762;9;1;0;0;-40,6437692;-72,6598814
23662964;5;0;1;0;-29,9380387;-71,2507857
23663259;9;0;1;0;-40,5497456;-73,163348
23664151;8;1;1;0;-33,3935518;-70,6578029
23664185;4;0;1;0;-33,0502495;-71,4659544
23665534;11;0;1;1;-38,7324359;-72,6107079
23666007;7;1;1;0;-33,583355;-70,6010698
23666623;6;1;1;1;-33,0200031;-71,5235454
23667294;9;1;1;1;-38,7936995;-73,3964206
23668114;9;1;1;0;-27,3729855;-70,3134063
23668248;6;0;1;0;-34,408736;-70,8729622
23668632;6;1;1;0;-33,0450315;-71,6214716
23668723;11;0;1;0;-32,7718969;-70,8367895
23668875;7;0;1;0;-33,3832652;-70,7245301
23669298;5;0;0;0;-33,4869018;-70,7422547
23669355;5;0;0;0;-33,5202577;-70,6114402
23669790;9;1;1;1;-33,5555902;-70,60894
23670025;9;1;1;0;-23,6384087;-70,3959046
23670062;9;0;1;0;-33,5197874;-70,5988077
23670422;11;1;0;1;-33,5798115;-70,7100468
23671605;9;1;1;0;-33,5911581;-70,6753291
23672424;9;1;0;1;-33,5560223;-70,6106687
23673063;11;1;1;0;-38,7208538;-72,5564603
23674068;9;1;1;1;-33,0435552;-71,6270807
23674155;9;1;1;1;-38,3408369;-73,4911387
23674187;10;0;1;0;-53,1802564;-70,9519956
23675365;10;0;1;0;-33,4717179;-70,5722889
23675445;4;0;1;0;-33,6514556;-71,1487915
23675585;11;0;1;0;-33,9090608;-71,7169375
23676690;8;0;1;0;-33,0006973;-71,4887323
23676789;9;1;1;0;-33,6169821;-71,6108877
23677282;12;1;1;0;-33,5656862;-70,6796734
23677533;12;0;1;0;-33,4616218;-70,699324
23678087;10;1;1;1;-33,4381258;-70,6560674
23678456;9;1;0;1;-32,7450621;-70,7293208
23678508;8;0;1;0;-33,0466918;-71,6114643
23678664;4;0;0;0;-33,4212544;-70,738695
23679044;9;1;1;0;-33,6325442;-70,6229738
23680057;8;1;0;0;-33,4887735;-70,6308522
23680139;7;0;1;0;-23,590469;-70,3860229
23681332;6;1;1;0;-27,4112486;-70,2727235
23682070;9;1;1;0;-33,6433044;-70,689549
23682274;4;1;1;1;-33,3813725;-70,667696
23682359;5;0;1;0;-33,4763993;-70,7104569
23682538;10;0;1;1;-42,6215976;-73,7822763
23684206;12;0;1;0;-33,5244855;-70,6345167
23685325;8;1;1;0;-33,0393494;-71,5409817
23685504;6;1;1;0;-32,7579905;-70,7244
23685879;9;1;1;0;-34,3877653;-71,1794508
23686665;6;0;0;0;-37,0033034;-73,1490026
23687383;11;1;0;0;-29,9782335;-71,3263029
23687450;8;1;1;0;-29,8758822;-71,2495436
23687776;7;0;1;0;-45,5847893;-72,057383
23688157;9;1;1;1;-20,2925879;-70,1004415
23690704;9;0;1;0;-33,4859534;-70,623388
23691361;9;1;1;1;-34,3964426;-71,6212984
23691399;4;0;1;0;-33,4259021;-70,7200458
23691777;8;1;0;0;-36,7726716;-73,0833352
23692275;9;1;1;0;-38,7102937;-72,6640776
23692321;6;0;0;0;-39,2373453;-72,6745778
23692720;9;0;0;0;-35,4362035;-71,6845679
23693270;9;0;0;0;-41,5269205;-73,0642542
23693766;8;1;1;0;-33,1192019;-70,7954289
23694014;9;0;1;0;-32,9935403;-71,1838101
23694554;9;1;1;1;-29,6226716;-71,2844669
23694635;9;1;1;0;-36,7873678;-73,0899803
23694653;9;0;0;0;-33,4209788;-70,7477654
23695161;9;0;1;0;-37,2290138;-73,4459891
23695957;11;1;0;0;-33,5727112;-70,5478973
23697468;10;0;1;1;-35,4427127;-71,6896478
23697629;9;1;1;0;-33,5024331;-70,6912467
23698828;9;1;1;0;-37,6641875;-72,0194628
23698873;9;1;0;0;-29,9223689;-71,2737524
23699385;4;0;0;0;-33,0589215;-71,4403348
23699521;9;1;1;0;-32,749721;-70,7247109
23699613;9;1;1;0;-36,589758;-72,0620151
23700461;6;1;1;0;-32,7662027;-70,8355506
23700928;8;0;1;0;-33,0156203;-71,5177948
23701269;9;1;0;0;-33,5503132;-70,7692895
23701635;9;0;1;0;-18,4810021;-70,3193427
23701697;4;1;1;0;-33,628513;-70,5392534
23702551;7;0;1;0;-27,3600443;-70,3162084
23704291;11;1;1;1;-30,8268522;-71,2504472
23705949;10;1;1;0;-33,593106;-70,6195184
23706367;9;0;0;0;-38,742498;-72,6360355
23706680;8;1;0;1;-53,1230477;-70,9133221
23706774;9;0;1;0;-23,6614593;-70,4021346
23706918;8;0;1;0;-33,4925268;-70,6128857
23708464;10;0;0;0;-34,1535625;-70,7092719
23709789;9;0;1;0;-35,602469;-71,7101527
23710238;6;0;1;0;-36,7377513;-72,9936589
23710444;9;0;1;0;-38,239893;-72,3177766
23712318;10;1;1;1;-36,82388;-73,02012
23712623;7;0;1;0;-41,3459118;-72,9415197
23713284;9;0;1;0;-27,390271;-70,329478
23713349;3;1;0;0;-33,0428526;-71,6300083
23713402;9;1;1;1;-38,7718399;-72,7579536
23714280;6;1;1;0;-33,8062517;-70,7346701
23714913;11;0;1;1;-38,9933356;-72,4982847
23715062;7;0;1;0;-33,8562149;-70,7519599
23715677;10;1;1;0;-33,3520423;-71,3304385
23715904;6;1;1;0;-33,2055504;-70,6872773
23716244;9;0;1;0;-34,2316688;-70,8999141
23716405;6;1;1;0;-33,5824985;-70,6809304
23720627;9;0;0;0;-34,3875248;-71,9941092
23721024;6;1;0;0;-35,8352973;-71,578344
23721185;5;0;1;0;-36,5624269;-71,7595478
23721479;5;1;0;0;-33,4226052;-70,6726659
23721689;9;1;0;0;-34,1353669;-70,7422865
23721765;8;1;0;0;-18,457276;-70,3006932
23723002;6;1;1;0;-33,3990828;-70,6794485
23723707;11;0;1;0;-33,4013034;-70,7080375
23723831;9;1;1;1;-34,358078;-71,2806378
23724616;7;1;1;0;-33,4887631;-70,6294501
23725398;9;0;1;0;-34,9982866;-71,2456618
23727016;11;0;1;0;-29,9012178;-71,2491365
23727082;9;0;1;0;-32,937215;-71,2760786
23727335;9;1;1;1;-33,4303168;-70,6588204
23728800;4;1;1;0;-32,8757907;-70,6004967
23729792;9;0;1;0;-36,502765;-72,2132852
23730944;11;0;0;1;-33,3700878;-70,7239382
23731525;11;1;0;1;-40,5913732;-73,149485
23731788;9;0;1;1;-35,9627429;-71,6816995
23732071;9;0;0;0;-33,4287356;-70,7109838
23732079;6;0;0;0;-34,7306364;-71,6497609
23732465;12;1;1;0;-45,5685131;-72,0695061
23734120;9;0;0;0;-35,4270489;-71,6682977
23734121;9;1;1;0;-33,4175807;-70,7579532
23734527;9;0;1;0;-33,4992804;-70,6817179
23734685;9;1;0;0;-33,5890373;-70,5710277
23734733;8;0;1;0;-34,4418697;-71,0878687
23735017;9;1;1;0;-40,5877803;-73,1841906
23735785;12;0;1;0;-38,7471827;-72,5850803
23735943;9;1;0;0;-36,0582774;-71,7666138
23736104;7;0;0;0;-20,2694936;-70,1008376
23736384;9;1;1;1;-33,6121859;-70,5801099
23736845;7;0;1;0;-33,0660076;-71,5716226
23737270;10;1;0;1;-34,174833;-70,7362648
23737916;9;1;0;0;-36,9931632;-73,1574862
23738012;8;0;1;0;-37,2599291;-72,7039706
23738618;10;0;0;0;-33,0597457;-71,395899
23740255;8;1;1;0;-37,4685522;-72,3850679
23741194;5;1;1;0;-33,5713398;-70,5599491
23741285;5;0;1;0;-39,8230771;-73,2431367
23741544;9;1;1;0;-34,9836253;-71,2369422
23741986;10;0;0;1;-38,7413218;-72,9500095
23742325;9;0;1;0;-30,8304328;-71,2557626
23743012;8;0;1;0;-35,4262321;-71,6649633
23743068;11;0;0;0;-18,485593;-70,3099917
23743121;9;0;1;0;-40,4074056;-73,0086681
23743210;6;1;1;0;-36,6355067;-72,0594478
23743535;7;1;0;0;-29,9627617;-71,305038
23743661;7;0;1;0;-33,0445015;-71,6231908
23744004;9;0;1;0;-39,8614527;-72,8114524
23744242;11;0;1;0;-33,5933036;-70,6211012
23744398;9;0;0;0;-33,7457947;-70,9229568
23745408;8;0;1;0;-33,4054789;-70,7371491
23745818;4;1;0;0;-33,4579438;-70,6085832
23745828;9;1;1;0;-38,3409215;-73,4911651
23746758;5;1;1;0;-35,8527962;-71,5948474
23746913;9;0;1;1;-33,5721681;-70,6112244
23748287;8;0;0;0;-38,7414143;-72,649008
23748722;7;1;0;0;-33,804359;-70,734404
23748896;8;0;1;0;-33,6050405;-71,6072665
23749011;7;1;1;0;-33,46738;-70,5565035
23749555;7;0;0;0;-33,5928034;-70,6126956
23749766;7;0;0;1;-33,4592725;-70,5345846
23749853;12;1;1;0;-33,3933433;-70,7009731
23750037;10;0;1;0;-34,5742229;-70,9836427
23750715;9;0;1;1;-41,4527219;-72,9368372
23751102;10;1;1;0;-35,3344049;-72,4119375
23751566;9;0;1;0;-18,5726494;-70,0530695
23751606;9;1;0;0;-33,3972166;-70,6518022
23751974;9;0;0;0;-27,3696913;-70,3136479
23752855;11;1;1;1;-33,4055305;-70,7427406
23753133;10;0;1;0;-38,2449833;-72,6852468
23753907;8;1;1;0;-33,54434;-70,5831954
23754688;11;1;0;0;-23,6457062;-70,3840798
23755229;11;0;1;0;-32,9973544;-71,5145848
23755929;9;1;1;0;-36,8277076;-73,1278096
23756018;9;0;1;1;-33,7316348;-70,7422684
23756513;5;0;1;1;-33,4250223;-70,7647263
23756706;9;1;1;0;-33,5940872;-70,6265599
23756876;6;1;0;0;-29,9993072;-71,3270601
23757295;9;1;1;0;-53,1828405;-70,9463492
23757585;9;0;1;0;-38,5980942;-72,85333
23757972;11;0;0;0;-33,4102998;-70,5463588
23758054;11;1;0;0;-23,6799154;-70,4080575
23758710;4;1;0;1;-33,4675743;-70,7204318
23758925;5;0;1;0;-36,7392106;-72,9893883
23758937;9;0;1;0;-33,582588;-70,5570771
23759327;5;1;1;1;-33,5326342;-70,6399686
23760450;7;1;0;0;-33,4912512;-70,6171486
23760577;9;0;1;0;-31,3992081;-71,4545798
23760788;9;1;0;0;-29,9821252;-71,332036
23760893;10;1;1;0;-33,3696729;-70,7122858
23761055;8;0;0;0;-33,461122;-70,7472882
23761509;9;1;1;1;-33,6140843;-70,9055608
23761738;5;1;1;1;-33,5173541;-70,7903622
23762805;9;1;0;0;-39,8395217;-73,2337672
23762897;7;1;1;0;-33,9101547;-70,732455
23762898;6;1;1;0;-33,5027726;-70,6897729
23762906;11;1;0;0;-33,1211319;-71,5797162
23762964;6;0;1;0;-39,4527333;-72,7645943
23763586;9;1;1;0;-36,6148222;-72,0745941
23764334;9;1;1;0;-40,3065706;-73,0760987
23764854;7;0;0;0;-32,8342741;-70,5982554
23766317;11;0;1;0;-35,4000664;-71,6539329
23766526;4;1;0;0;-32,8813167;-71,2490446
23766756;12;1;1;0;-32,7417825;-70,7142761
23767834;8;0;1;0;-37,4599095;-73,3647734
23767862;4;0;1;0;-18,4799162;-70,3179557
23768180;8;1;1;0;-33,5620046;-70,5726107
23769906;4;0;1;0;-35,4495769;-71,6727268
23770400;9;0;0;0;-33,5619244;-70,5623748
23770515;8;1;1;0;-36,609122;-72,1468177
23770930;6;1;1;0;-27,4060697;-70,2821195
23771765;9;1;1;0;-36,985456;-73,1555104
23771961;9;0;1;0;-33,3717873;-70,6861489
23772174;8;0;1;0;-33,3975412;-70,5990496
23772314;5;0;1;0;-33,4715495;-70,6108387
23772410;8;1;1;0;-33,538021;-70,6688231
23772457;9;1;0;0;-33,978531;-70,7120062
23772490;5;1;1;0;-43,1151581;-73,6033773
23772750;9;1;1;0;-33,6778861;-71,1872109
23773322;9;0;1;0;-34,1614048;-70,7104488
23773413;7;0;0;1;-33,0618128;-71,3957367
23773535;8;0;1;0;-33,1868972;-70,6626984
23773593;12;1;1;0;-36,8186664;-73,0592554
23773748;7;0;1;0;-34,97918;-71,265972
23774404;9;0;1;0;-36,9869944;-73,1543308
23774493;7;1;1;0;-33,5518183;-70,6444184
23774660;8;0;1;0;-36,8455602;-73,1395225
23775028;10;1;1;0;-33,4394609;-70,7705817
23776116;9;1;1;0;-33,2863105;-70,8790493
23776163;10;0;1;0;-35,3974118;-71,6418899
23776432;11;1;1;0;-29,8803403;-71,2351192
23776433;10;1;1;0;-34,1130803;-70,7206224
23776691;9;1;1;1;-33,684715;-71,2036578
23776932;8;0;1;0;-39,2833248;-72,2255571
23776966;9;1;0;0;-33,4640805;-70,5854541
23777002;5;0;0;0;-33,5259975;-70,7037246
23777043;4;1;1;0;-41,4766184;-72,9676546
23777052;8;1;1;0;-36,6300773;-72,0986028
23777663;9;1;1;1;-37,4535588;-72,3452894
23777664;9;0;1;0;-33,5439092;-70,6457897
23777798;7;1;0;0;-33,0277694;-71,4959164
23777989;9;0;0;0;-33,661204;-70,920915
23778714;10;1;0;0;-33,5679551;-70,7803215
23778954;9;1;0;0;-33,3944782;-70,6985486
23779079;10;1;0;0;-33,3870422;-70,672704
23779235;9;0;0;1;-30,7122947;-71,2369127
23779483;9;0;1;0;-33,0169593;-71,2687956
23779619;11;0;1;0;-27,0753502;-70,8115714
23779746;9;0;1;0;-37,0003617;-73,1482339
23779854;5;0;1;0;-33,4888987;-70,6422791
23780169;5;1;0;0;-33,3606617;-70,7515667
23780924;9;0;1;0;-33,5693315;-70,6125328
23781231;9;1;0;1;-27,3880796;-70,2884599
23781398;5;0;0;1;-34,3997862;-70,8605951
23781741;9;1;0;1;-33,5777043;-71,6086936
23784007;12;0;1;0;-32,9940112;-71,4948286
23784384;9;0;1;0;-39,6395088;-72,3336566
23784431;9;0;0;1;-33,4424807;-70,7167581
23785200;10;1;1;0;-33,5619218;-70,6650832
23785239;10;1;1;0;-27,3894855;-70,3259636
23785618;12;1;1;0;-33,4689446;-70,6608524
23785800;7;1;1;0;-32,7489617;-70,7240074
23785962;12;1;1;0;-33,3605405;-70,5003117
23786034;9;0;0;0;-33,0501202;-71,6518208
23786087;10;0;1;0;-33,5936809;-70,5662586
23786757;7;0;0;1;-33,4686537;-70,6164085
23787003;11;1;0;0;-36,6027661;-72,1039803
23788586;9;0;1;0;-42,1492188;-73,4884862
23789456;3;1;1;0;-39,3040204;-72,222026
23789832;9;0;0;0;-29,940981;-71,2534042
23790486;9;0;1;0;-33,5214712;-70,6002468
23791601;5;0;0;0;-41,4872753;-72,9975262
23791772;11;1;1;0;-20,2590902;-70,0979161
23792288;9;1;0;1;-33,5862832;-70,6427274
23792597;9;1;1;0;-33,4865814;-70,731008
23793654;10;1;1;0;-23,6515262;-70,3822578
23794513;7;0;1;0;-34,26508;-71,0738492
23795259;12;1;1;0;-33,0590859;-71,4300219
23795618;7;1;0;0;-33,056113;-71,6261408
23796266;11;0;0;0;-36,8370037;-73,1195791
23796508;7;0;0;0;-33,5593143;-70,6481593
23796636;9;1;1;1;-34,3400433;-71,4015411
23796723;6;1;0;0;-38,7433023;-72,6113261
23796912;11;1;1;0;-33,4792125;-70,7208393
23796944;9;1;0;0;-33,0699868;-71,4349239
23797755;9;0;0;0;-18,4835436;-70,3199117
23799265;10;1;1;0;-33,511496;-70,7586259
23799363;8;0;1;0;-35,4453659;-71,624986
23799437;9;1;1;0;-30,6049035;-71,2150905
23800189;9;1;1;1;-28,6387649;-70,6923293
23800595;9;0;1;0;-33,5166994;-70,6959099
23800801;4;0;1;0;-33,4913009;-70,621664
23800996;12;1;1;0;-33,3627953;-70,7552106
23801857;9;0;1;0;-34,6403043;-71,3666098
23802667;9;0;1;0;-28,5690312;-70,7588408
23802918;9;1;1;0;-33,5577575;-70,6089116
23803053;7;1;0;0;-33,4815954;-70,574453
23803589;7;1;0;0;-33,4809726;-70,598646
23804037;9;0;1;0;-34,9917872;-71,2598185
23804481;9;1;1;0;-37,0328451;-73,139166
23804756;4;1;1;0;-36,834944;-73,0396732
23805043;7;1;0;0;-33,4895118;-71,620102
23805088;9;0;0;0;-32,85972;-71,2646691
23805487;10;1;1;0;-37,4631105;-72,3589293
23806602;12;0;0;0;-36,9277245;-73,0283105
23807399;9;1;1;0;-30,0036695;-71,3250234
23807492;9;0;0;1;-35,7416149;-71,5853659
23808700;10;0;1;1;-39,3860705;-72,2721218
23809573;10;1;0;1;-27,403567;-70,2666376
23811454;9;1;0;0;-36,1398867;-71,8151117
23813042;9;0;1;0;-36,7125626;-73,1139957
23813291;9;0;0;0;-23,1022789;-70,4456303
23813305;12;1;0;0;-32,6344135;-70,7169608
23813456;9;1;0;1;-33,4290114;-70,6921601
23814015;10;1;1;0;-36,6231852;-72,1102701
23814459;10;1;1;0;-39,8171463;-73,2399077
23814955;8;1;0;0;-34,409751;-70,8576675
23815345;4;0;1;1;-33,584934;-70,6323429
23815373;10;1;1;0;-33,444287;-70,7627801
23815702;6;1;1;0;-34,9767006;-71,2084743
23816232;7;0;1;0;-33,6671668;-70,9282214
23817070;8;1;1;0;-33,7241251;-70,5518902
23819429;11;0;1;0;-29,877443;-71,2515263
23819461;6;1;0;0;-33,508644;-70,6703395
23820153;9;0;0;0;-37,7305449;-72,2403852
23820476;9;0;1;0;-36,9851302;-73,1715304
23820816;4;0;1;0;-36,8625692;-73,1369833
23821430;9;1;1;0;-31,9092181;-71,4956118
23821760;9;0;0;1;-32,7939029;-71,2068585
23822216;10;0;0;0;-53,0104959;-70,8255506
23822727;9;1;1;0;-39,3212498;-72,1075248
23823030;10;0;0;0;-32,7536393;-70,7101225
23823191;9;1;1;0;-34,1633703;-70,7170498
23824283;9;1;1;0;-35,388422;-71,6469488
23825562;10;1;1;0;-33,5122657;-70,8297551
23826163;9;0;1;0;-33,6231518;-70,5944941
23826263;11;1;1;0;-33,0628228;-71,5646753
23826529;10;1;0;0;-33,4346012;-70,6229968
23827551;10;1;1;0;-38,7581767;-72,6399102
23827777;11;0;0;0;-29,9624647;-71,245677
23827983;7;0;1;0;-33,6296992;-70,9007465
23828123;8;1;1;0;-32,7399902;-70,7233864
23829163;7;0;1;0;-39,2797763;-72,3106808
23829373;11;0;0;0;-33,5090919;-70,6087798
23829398;8;1;1;1;-30,5181342;-71,4866381
23829494;10;0;1;0;-33,7286316;-70,7407519
23829522;8;1;1;0;-34,2020704;-70,5291146
23829745;4;1;1;0;-27,3931175;-70,3047
23830042;5;1;1;0;-33,3960639;-70,6984525
23830539;9;0;0;0;-33,3542931;-70,5077571
23831541;10;1;1;0;-33,6149133;-70,8611419
23831745;10;1;1;0;-33,505978;-70,6462411
23831817;9;1;1;0;-36,9992854;-73,1419588
23831941;7;0;0;0;-36,6161688;-72,1340767
23833040;10;1;1;0;-33,5574436;-70,64132
23833082;10;1;1;1;-33,4950625;-70,6854802
23833441;8;0;0;0;-33,4540701;-70,5927672
23834488;6;0;1;0;-35,839221;-71,5769577
23834562;6;0;1;0;-33,4619739;-71,0777376
23834733;9;0;1;0;-33,5481082;-70,7707972
23834743;6;0;1;1;-34,9822821;-71,2499723
23834899;7;1;1;0;-33,6712596;-70,7521424
23835009;7;0;1;0;-33,5318892;-71,5897633
23835207;9;0;1;1;-36,8819806;-73,1489743
23836039;6;1;0;0;-36,6118653;-72,1107475
23836419;6;0;0;0;-33,4996176;-70,6585952
23837929;9;1;1;0;-33,2891529;-70,8680124
23838650;9;0;1;0;-33,524214;-70,6012601
23838702;9;0;1;0;-33,6288243;-70,6056337
23838758;10;0;1;0;-33,0531753;-71,3921496
23839024;11;0;1;0;-33,4662975;-70,5319691
23839196;11;0;0;1;-36,8271043;-73,1129188
23839819;10;0;1;0;-33,4989325;-70,6928772
23842113;7;1;1;0;-39,7978187;-73,2178351
23842444;6;1;0;0;-33,2973578;-70,8842621
23843557;9;1;1;0;-22,4400578;-68,9324677
23843795;10;1;1;0;-33,4327774;-70,7634386
23844735;9;1;1;0;-38,6865968;-72,0076453
23845255;8;1;0;0;-33,5828686;-70,3945459
23845815;11;1;1;1;-36,9802188;-73,1588078
23845906;10;1;1;0;-33,0481864;-71,6260804
23845930;7;0;0;0;-33,5637723;-70,5472864
23846547;8;1;1;0;-37,4806484;-72,3516024
23846594;6;1;1;0;-29,9236167;-71,2560093
23847158;10;0;1;0;-33,5902915;-70,6236255
23848005;10;1;0;0;-20,2677188;-70,1075912
23848130;7;0;0;0;-32,7300224;-71,4188302
23848541;9;1;1;0;-35,6967576;-71,3977246
23848923;9;1;1;1;-33,4474761;-70,7510093
23850545;5;0;1;0;-32,9954704;-71,4968156
23850785;9;1;1;0;-32,4298308;-71,0685857
23851067;9;1;1;0;-33,1192721;-71,5565276
23851554;9;1;1;0;-33,5936018;-70,6227551
23852620;8;1;1;0;-29,8811054;-71,2351385
23852824;7;1;0;0;-34,9788861;-71,2639195
23852863;8;1;1;0;-36,8565228;-73,1424404
23853679;12;1;0;0;-33,5956444;-70,5508113
23854188;4;1;0;0;-36,8473216;-73,1407771
23854528;8;1;0;1;-33,0554191;-71,436273
23856031;10;1;1;0;-36,6269399;-72,0930427
23857062;7;0;1;0;-20,2190729;-70,142736
23857081;5;1;0;0;-33,4547879;-70,6308396
23858181;9;1;0;1;-33,4076653;-70,9967229
23858408;10;1;0;0;-33,5101199;-70,6192559
23858988;10;1;0;0;-36,7944844;-73,0322902
23859443;9;1;1;0;-27,3635614;-70,3148415
23859698;9;0;1;0;-27,3596699;-70,3274831
23859817;9;0;0;0;-38,7238865;-72,6191007
23860140;9;1;1;0;-23,567862;-70,3826959
23860260;9;0;1;0;-35,8281038;-71,5943335
23861149;4;1;1;0;-36,7338124;-72,3061834
23862342;9;0;1;1;-35,445294;-71,6911738
23862414;6;0;1;0;-33,2236209;-70,6770691
23863210;9;1;1;0;-33,5373868;-70,582538
23863789;7;1;1;0;-33,4963798;-70,732464
23865128;9;0;1;1;-35,4417361;-71,676835
23865557;9;0;1;0;-33,4318268;-70,7657942
23865558;10;1;1;0;-18,4766504;-70,2827776
23866411;7;0;1;0;-33,3660694;-70,4971936
23866576;7;0;0;0;-33,4017945;-70,9968842
23866847;10;1;1;0;-36,6248263;-72,0864352
23867936;9;0;0;0;-34,1890894;-70,7507874
23868525;11;1;1;0;-34,9578261;-71,124643
23868756;9;0;1;0;-41,4558319;-72,9512629
23868797;9;0;1;1;-33,001419;-71,2584472
23869101;9;1;1;0;-38,9605781;-72,6257961
23869606;7;0;0;0;-37,81735;-72,7031787
23871152;9;1;1;0;-32,7426469;-70,7295394
23871276;5;1;1;0;-33,5301973;-70,6670018
23871394;9;0;0;0;-32,9874476;-71,5262749
23871505;5;1;1;0;-33,4342049;-70,6429049
23872184;10;1;0;0;-39,8283649;-73,2132076
23872646;9;1;1;0;-34,4033201;-70,8616486
23873078;7;0;0;0;-33,326046;-71,4071989
23873758;11;0;0;0;-33,5842953;-70,6047268
23874168;10;1;1;0;-33,3918768;-70,6377027
23874335;7;0;1;1;-30,7486228;-71,1587493
23874859;3;1;1;0;-33,5021328;-70,5670664
23875543;11;1;1;0;-33,0180961;-71,26665
23876964;9;1;1;0;-34,984615;-71,2356107
23878023;12;1;0;1;-33,5076815;-70,7973752
23878613;7;1;1;1;-27,4057895;-70,2830392
23878622;12;1;1;0;-33,6340868;-70,6287825
23881003;9;0;0;0;-36,7327226;-73,1102284
23881018;11;0;1;0;-35,1141789;-71,2874567
23881191;11;1;0;0;-33,1415618;-70,7995595
23881568;7;0;1;0;-33,5029415;-70,6726795
23882980;11;0;1;0;-33,5232277;-70,6519956
23883282;5;0;1;0;-29,9393078;-71,3414635
23883919;4;0;0;0;-45,5862333;-72,0677017
23884335;8;1;0;0;-33,3025212;-70,8763375
23884400;4;0;1;0;-32,8404787;-70,9566849
23884541;5;0;1;0;-33,47257;-70,525745
23884831;6;1;1;0;-33,5892952;-70,6917932
23884843;12;0;1;0;-33,5801768;-70,6549907
23885446;9;1;1;0;-33,595568;-70,6756091
23885599;10;0;1;0;-33,512668;-70,6467762
23885902;7;1;0;0;-33,5908961;-70,688616
23887454;9;0;0;0;-33,0900078;-70,9255917
23887498;5;1;0;0;-42,6462903;-73,9571797
23887960;4;0;0;0;-39,3625233;-71,5896585
23887990;9;1;0;0;-33,6772527;-71,1761746
23888445;11;0;1;1;-33,4575851;-70,5343787
23888475;9;1;1;0;-33,7404749;-70,745737
23888483;6;0;1;0;-27,3525891;-70,309093
23888627;9;0;1;0;-33,4177003;-70,730419
23888750;4;0;1;0;-33,4618706;-70,7578753
23888804;9;1;0;0;-33,3651828;-71,6716248
23888862;8;1;1;0;-33,563479;-70,5464227
23888902;6;0;0;0;-33,5033364;-70,7915192
23889089;9;0;1;1;-33,6653862;-70,9199251
23889595;9;0;0;1;-41,4687015;-72,9403808
23890850;7;1;0;0;-33,3819544;-70,6743178
23890975;9;0;0;1;-33,3715239;-70,6735938
23891698;6;1;1;0;-39,8266542;-73,2022362
23893208;7;0;1;0;-41,2549139;-73,0075396
23893209;9;1;1;0;-39,6420828;-72,3331361
23893571;7;1;1;0;-33,0547288;-71,5323663
23895417;7;0;0;0;-29,9515951;-71,3394066
23895649;10;1;1;1;-45,5863872;-72,0712895
23895652;9;1;0;0;-29,9590802;-71,2978574
23896028;7;1;0;0;-33,4092106;-70,5721297
23896154;8;1;1;0;-33,5611205;-70,5852623
23896804;9;0;1;1;-38,2421605;-72,3255279
23897127;5;0;1;0;-33,488807;-70,6749216
23897734;11;0;0;0;-53,152489;-70,917024
23898583;7;0;1;0;-33,4079113;-70,635608
23900227;5;1;1;0;-33,3615004;-70,7356997
23900596;9;0;1;1;-33,7117519;-70,742011
23900985;5;0;1;0;-30,0223531;-70,6954676
23901128;9;0;1;1;-33,6863391;-71,2327525
23901328;9;0;0;0;-33,6427257;-70,7075112
23901431;6;0;0;1;-33,5796002;-70,567649
23901592;12;0;1;0;-33,5491553;-71,6034797
23901735;10;0;1;0;-33,4800815;-70,6854213
23901748;6;0;0;0;-33,6041348;-70,5412813
23902138;9;1;1;0;-40,5534135;-73,1679329
23902943;6;0;1;1;-27,3845251;-70,3307809
23903291;9;1;1;0;-33,5195588;-70,7947477
23903333;7;1;1;0;-37,4709109;-72,3759539
23903364;5;1;0;0;-33,5473696;-70,5785133
23903635;4;1;0;0;-33,5005528;-70,6136141
23903853;8;1;0;0;-33,2981397;-70,8687005
23904592;7;0;1;0;-20,2531003;-70,1079193
23904920;9;1;1;1;-38,7451712;-72,5738167
23905015;9;0;0;0;-29,9030088;-71,2535571
23905716;9;0;1;1;-18,4444678;-70,2838648
23906646;10;0;1;0;-37,8145823;-72,6834589
23907406;9;0;1;0;-32,8403271;-70,953039
23908055;10;1;1;0;-36,6061724;-72,1051307
23908102;7;1;0;0;-41,3818841;-72,916247
23908141;9;0;1;0;-33,4504102;-70,7266239
23908482;9;1;0;1;-34,5842304;-70,9902955
23910385;9;1;1;0;-36,0903118;-71,8019225
23910955;8;0;1;0;-33,5952234;-70,6690783
23911103;4;1;1;0;-35,4268987;-71,6643093
23911920;4;1;0;0;-36,804568;-73,0525979
23912127;9;0;1;0;-33,7689576;-70,8791441
23912169;8;1;0;0;-45,5745704;-72,0579505
