mrun;cod_nivel;rbd_admitido;cod_curso_admitido
26633775;1;350;111000000132
26633785;-1;10142;401000000132
26633826;1;22535;111000000133
26633873;0;8004;501000000131
26633937;1;25593;111000000131
26633954;-1;10338;401000000132
26633955;-1;8714;401000000131
26634015;0;24733;501000000131
26634074;0;40295;501000000131
26634148;0;25804;501000000132
26634154;-1;31036;401000000131
26634189;0;26260;501000000131
26634254;0;25223;501000000132
26634280;0;9544;501000000132
26634395;-1;9891;401000000131
26634435;1;10767;111000000133
26634447;1;7009;111000000133
26634473;-1;7412;401000000133
26634564;0;1749;501000000131
26634657;0;20095;501000000131
26634674;0;2941;501000000131
26634719;0;25790;501000000132
26634723;0;10251;501000000133
26634733;0;2041;501000000111
26634736;0;2218;501000000132
26634788;0;10652;501000000131
26634835;1;8555;111000000133
26634916;-1;10426;401000000133
26634955;-1;5290;401000000131
26635064;-1; ; 
26635088;1;11114;111000000133
26635122;1;10638;111000000233
26635126;0;7334;501000000132
26635131;0;5827;501000000131
26635155;1;10321;111000000132
26635165;0;20046;501000000131
26635185;1;25160;111000000132
26635368;0;25395;501000000233
26635380;0;12715;501000000133
26635447;1;11977;111000000132
26635481;-1;40403;401000000133
26635494;0;24989;501000000131
26635524;-1;9437;401000000133
26635570;0;255;501000000132
26635625;0;7639;501000000131
26635649;0;10916;501000000133
26635696;1;1450;111000000131
26635818;0;25027;501000000131
26635827;-1;41124;401000000132
26635867;-1;3800;401000000133
26635973;-1;2457;401000000131
26635987;0;9033;501000000131
26636045;-1;10345;401000000232
26636094;-1;14626;401000000132
26636147;0;25215;501000000131
26636184;-1;4199;401000000133
26636200;0;1934;501000000131
26636276;-1;5026;401000000132
26636324;1;3111;111000000133
26636336;0;6764;501000000133
26636338;-1;5770;401000000131
26636389;1;8217;111000000133
26636422;0;16444;501000000131
26636449;0;24431;501000000131
26636492;0;24972;501000000132
26636537;0;25447;501000000133
26636552;1;13491;111000000133
26636560;-1;2997;401000000131
26636674;0;25091;501000000132
26636688;0;15676;501000000133
26636857;-1;10207;401000000132
26636866;-1;6119;401000000131
26636906;1;8632;111000000133
26636943;-1;112;401000000132
26637014;-1;1395;401000000133
26637134;0;7656;501000000131
26637162;1;1119;111000000113
26637213;0;10500;501000000132
26637221;1;25526;111000000131
26637238;-1;2453;401000000232
26637266;0;10638;501000000131
26637348;-1;9036;401000000232
26637370;0;530;501000000133
26637408;0;16448;501000000111
26637434;1;40459;111000000133
26637470;-1;20019;401000000132
26637499;0;25215;501000000131
26637510;-1;9284;401000000131
26637622;0;14856;501000000131
26637650;1;9205;111000000131
26637746;0;9125;501000000133
26637755;1;8483;111000000133
26637762;-1;10212;401000000132
26637765;1;10336;111000000132
26637784;1;18012;111000000133
26637928;0;10716;501000000132
26637983;0;24800;501000000131
26638004;0;8620;501000000132
26638052;-1;9656;401000000131
26638068;0;10262;501000000133
26638166;1;10001;111000000133
26638207;0;12255;501000000132
26638247;1;7930;111000000133
26638323;0;25901;501000000133
26638426;1;9700;111000000131
26638523;-1;4578;401000000133
26638588;-1;8942;401000000131
26638756;0;4454;501000000133
26638796;-1;15817;401000000131
26638862;0;2182;501000000131
26638926;1;25393;111000000131
26638973;1;2231;111000000133
26638987;1;24685;111000000133
26638989;1;25129;111000000131
26639009;-1;5226;401000000133
26639100;0;10773;501000000131
26639116;-1;326;401000000132
26639118;0;10035;501000000133
26639200;1;9907;111000000132
26639225;0;9953;501000000131
26639316;0;10589;501000000131
26639449;0;25481;501000000132
26639548;-1;12244;401000000431
26639671;-1;26293;401000000132
26639729;-1;9960;401000000131
26639730;0;17915;501000000133
26639732;0;8818;501000000132
26639752;-1;25922;401000000132
26639793;1;24622;111000000131
26639969;0;10798;501000000131
26640025;0;40310;501000000132
26640079;-1;2151;401000000131
26640106;1;20392;111000000132
26640125;0;25561;501000000131
26640138;10;219;231000000133
26640183;2;10205;211000000133
26640258;-1;4160;401000000131
26640284;0;15732;501000000131
26640303;0;10716;501000000132
26640442;-1;13559;401000000133
26640450;1;10529;111000000132
26640465;1;7448;111000000133
26640472;-1;22758;401000000133
26640539;0;10705;501000000131
26640587;0;5782;501000000132
26640702;1;25385;111000000132
26640830;0; ; 
26640898;1;25061;111000000131
26640952;0;41978;501000000131
26640979;-1;26053;401000000131
26641049;0;4726;501000000131
26641079;0;25711;501000000133
26641081;-1;9853;401000000133
26641141;1;24626;111000000131
26641273;0;11548;501000000133
26641322;0;9032;501000000132
26641387;1;5020;111000000132
26641400;0;10085;501000000132
26641518;0;2288;501000000131
26641589;-1;25047;401000000132
26641670;0;5722;501000000132
26641697;0;10329;501000000131
26641771;0;14299;501000000231
26641800;-1;8627;401000000232
26641807;0;10172;501000000133
26641827;0;25462;501000000131
26641839;0;8652;501000000132
26641861;1;25041;111000000133
26641864;0;11677;501000000131
26641922;0;11405;501000000133
26641953;1;8027;111000000133
26642058;1;7418;111000000133
26642147;1;5639;111000000133
26642233;1;10326;111000000131
26642251;0;9558;501000000132
26642280;0;1749;501000000131
26642339;1;3010;111000000131
26642357;0;8944;501000000132
26642363;0;1331;501000000133
26642459;-1;9158;401000000131
26642533;0;3398;501000000133
26642581;-1;1899;401000000133
26642615;1;227;111000000133
26642658;0;13514;501000000131
26642680;0;26017;501000000131
26642686;-1;25542;401000000132
26642692;-1; ; 
26642729;0;111;501000000133
26642763;1;4984;111000000133
26642820;0;9883;501000000131
26642983;0;9208;501000000132
26643134;0;4988;501000000131
26643152;0;2065;501000000133
26643195;0;1128;501000000133
26643298;0;2820;501000000131
26643384;1;240;111000000133
26643395;0;8690;501000000133
26643665;1;2250;111000000133
26643689;0;25526;501000000132
26643704;2;2650;211000000133
26643708;1;616;111000000133
26643735;0;25751;501000000131
26643738;0;18102;501000000131
26643748;1;12810;111000000133
26643854;0;626;501000000131
26643905;1;10768;111000000131
26643941;0;6983;501000000133
26644035;-1;9796;401000000132
26644043;-1;5604;401000000131
26644052;-1;5664;401000000132
26644179;0;12716;501000000133
26644238;0;25402;501000000121
26644239;0;14697;501000000131
26644261;1;1856;111000000133
26644276;-1;11719;401000000132
26644282;2;5611;211000000133
26644337;0;20508;501000000133
26644412;0;26068;501000000131
26644477;-1;9666;401000000131
26644478;1;2166;111000000132
26644699;0;417;501000000131
26644700;-1;18111;401000000132
26644745;-1;8676;401000000132
26644852;1;9665;111000000133
26644859;0;12255;501000000132
26644869;0;4611;501000000131
26644922;0;4635;501000000132
26644965;0;7333;501000000131
26645042;0;5654;501000000131
26645076;-1;16923;401000000132
26645133;2;5611;211000000133
26645270;1;6899;111000000133
26645307;0;1853;501000000133
26645309;0;8349;501000000133
26645327;0;7631;501000000132
26645341;1;25160;111000000132
26645358;0;11718;501000000131
26645368;0;8620;501000000132
26645369;0;10372;501000000131
26645379;0;8849;501000000133
26645404;1;8555;111000000133
26645464;1;9185;111000000121
26645502;0;5717;501000000131
26645521;1;10563;111000000121
26645535;0;1751;501000000131
26645570;1;8632;111000000133
26645573;0;6652;501000000133
26645588;1;24622;111000000131
26645777;1;4255;111000000133
26645873;-1;9883;401000000132
26645941;-1;12122;401000000132
26645946;-1;2983;401000000131
26645948;0;9362;501000000131
26645982;-1;17915;401000000133
26646029;0;15632;501000000131
26646060;-1;9366;401000000132
26646105;0;296;501000000133
26646121;0;11240;501000000131
26646174;1;40193;111000000131
26646214;0;24302;501000000131
26646216;0;9505;501000000131
26646352;0;25593;501000000131
26646367;0;3313;501000000231
26646429;0;25070;501000000132
26646529;0;9757;501000000112
26646545;0;20046;501000000131
26646559;0;25402;501000000121
26646604;-1;31327;401000000132
26646725;0;25255;501000000132
26646818;1;16526;111000000132
26646831;0;10205;501000000131
26646888;1;24400;111000000131
26646915;-1;5831;401000000132
26646917;-1; ; 
26646977;0;13124;501000000133
26646989;0;1036;501000000133
26647002;0;25349;501000000131
26647008;0;6200;501000000133
26647166;1;25751;111000000131
26647175;0;20226;501000000132
26647190;1;8498;111000000133
26647218;-1; ; 
26647271;1;14372;111000000131
26647279;0;41859;501000000111
26647296;0;9140;501000000131
26647324;0;10182;501000000131
26647370;0;10400;501000000131
26647466;0;10721;501000000231
26647552;0;8544;501000000112
26647628;0;4991;501000000133
26647705;1;252;111000000133
26647731;0;10638;501000000131
26647830;1;22218;111000000133
26647836;-1;7460;401000000133
26647844;1;9895;111000000133
26647925;0;1568;501000000132
26647966;-1;2978;401000000133
26648021;1;9901;111000000132
26648031;-1;10415;401000000132
26648038;0;1875;501000000133
26648100;1;13167;111000000133
26648110;1;2977;111000000133
26648137;-1;7338;401000000132
26648159;0;2381;501000000131
26648293;0;25766;501000000132
26648422;-1;1246;401000000131
26648429;1;232;111000000133
26648472;0;2456;501000000131
26648475;-1;706;401000000133
26648686;1;20376;111000000133
26648711;0;10199;501000000131
26648729;-1;10005;401000000131
26648890;0;1686;501000000133
26649035;-1;111;401000000133
26649061;-1; ; 
26649113;-1;8942;401000000131
26649125;0;9131;501000000133
26649196;0;4269;501000000131
26649216;1;20460;111000000232
26649295;0;12594;501000000131
26649321;0;10239;501000000132
26649322;0;3013;501000000231
26649386;0;1529;501000000133
26649435;-1;2427;401000000131
26649502;1;10253;111000000131
26649585;0;1466;501000000131
26649653;0;13376;501000000131
26649698;0;1595;501000000131
26649706;-1;17698;401000000133
26649772;1;8942;111000000132
26649813;1;522;111000000113
26649814;-1;2147;401000000132
26649923;2;2008;211000000132
26649981;1;8520;111000000133
26650004;1;2736;111000000132
26650015;1;31495;111000000133
26650066;-1;9810;401000000132
26650068;-1;22263;401000000132
26650101;0;40251;501000000331
26650129;0;2209;501000000131
26650281;0;9008;501000000133
26650286;0;13560;501000000133
26650345;0;6835;501000000132
26650491;0;4629;501000000131
26650531;0;5654;501000000131
26650569;0;13143;501000000133
26650572;0;24520;501000000132
26650579;1;9197;111000000131
26650783;-1;25615;401000000131
26650801;-1;14622;401000000131
26650874;0;10763;501000000131
26650915;-1;10435;401000000131
26650947;0;10861;501000000131
26650956;0;10474;501000000133
26651009;-1;12691;401000000132
26651300;1;230;111000000133
26651388;0;9302;501000000131
26651437;-1;5387;401000000133
26651446;0;10306;501000000133
26651459;0;9558;501000000132
26651468;0;9098;501000000133
26651597;0;9634;501000000133
26651848;1;24400;111000000131
26651852;-1;9179;401000000132
26651913;0;25799;501000000132
26652062;-1;10083;401000000132
26652133;1;25501;111000000133
26652143;0;4169;501000000131
26652150;-1;11812;401000000132
26652173;-1;24878;401000000131
26652188;-1;5614;401000000133
26652194;-1;1466;401000000131
26652205;0;31190;501000000131
26652242;0;2859;501000000133
26652272;0;20046;501000000131
26652281;1;10283;111000000133
26652332;1;14518;111000000132
26652390;0;4818;501000000133
26652417;1;25386;111000000131
26652439;1;4050;111000000133
26652451;7;4611;711000000131
26652489;0;1756;501000000132
26652610;1;9007;111000000133
26652655;0;14717;501000000131
26652744;0;8690;501000000133
26652834;0;5280;501000000131
26652878;0;19972;501000000231
26652966;0;10260;501000000131
26652977;1;14375;111000000131
26653062;-1;315;401000000132
26653072;0;9903;501000000131
26653094;-1;10090;401000000131
26653138;-1;8439;401000000132
26653219;0;10831;501000000131
26653251;1;4331;111000000133
26653302;0;14783;501000000133
26653307;0;2078;501000000132
26653309;0;26543;501000000131
26653310;0;25319;501000000131
26653329;0;11906;501000000132
26653345;1;12623;111000000133
26653348;1;7434;111000000133
26653388;1;2166;111000000132
26653395;0;14363;501000000332
26653396;0;8514;501000000132
26653582;0;10430;501000000133
26653600;0;9502;501000000131
26653641;-1;4235;401000000133
26653657;0;14608;501000000133
26653660;-1;7108;401000000131
26653685;1;15726;111000000131
26653726;-1;10506;401000000131
26653736;0;9032;501000000132
26653820;1;25091;111000000131
26653935;0;5227;501000000133
26653960;0;24769;501000000131
26653963;0;9960;501000000131
26654019;1;616;111000000133
26654038;-1;12605;401000000133
26654085;0;26137;501000000131
26654128;-1;3398;401000000133
26654140;0;13124;501000000133
26654169;0;26466;501000000131
26654289;0;3111;501000000133
26654324;0;10224;501000000112
26654457;0;31190;501000000131
26654491;0;14673;501000000133
26654513;0;12659;501000000133
26654531;0;2942;501000000132
26654550;0;24685;501000000131
26654556;1;26202;111000000131
26654583;1;2024;111000000133
26654591;0;4627;501000000131
26654645;0;1586;501000000131
26654670;1;230;111000000133
26654681;0;25550;501000000133
26654709;0;10377;501000000131
26654721;1;15501;111000000132
26654759;0;25070;501000000131
26654841;0;9960;501000000132
26654877;-1;18127;401000000132
26654918;1;22230;111000000133
26654932;0;18149;501000000131
26654983;0;2579;501000000121
26654992;0;16469;501000000131
26655007;1;11851;111000000133
26655033;0;1761;501000000132
26655078;0;421;501000000131
26655120;0;557;501000000133
26655141;1;7009;111000000133
26655216;1;11223;111000000132
26655227;1;6116;111000000133
26655336;1;25999;111000000132
26655359;0;22218;501000000133
26655379;0;2531;501000000132
26655436;-1;25225;401000000131
26655464;0;52;501000000133
26655470;1;25034;111000000132
26655487;0;52;501000000133
26655559;-1;22354;401000000133
26655578;1;25712;111000000131
26655659;0;12935;501000000132
26655663;0;9168;501000000131
26655807;1;844;111000000133
26655883;-1;10892;401000000232
26655919;0;22747;501000000133
26655928;0;4454;501000000133
26655948;0;16506;501000000133
26655980;0;15787;501000000132
26655988;0;10497;501000000133
26656147;0;1588;501000000131
26656163;1;6420;111000000133
26656295;0;10202;501000000131
26656306;0;11792;501000000131
26656313;-1;26001;401000000131
26656318;0;10497;501000000133
26656348;1;14351;111000000131
26656387;0;24769;501000000131
26656432;1;14860;111000000133
26656443;1;9334;111000000132
26656584;1;20288;111000000132
26656585;0;3114;501000000133
26656589;1;10307;111000000133
26656606;0;22558;501000000133
26656645;1;12111;111000000132
26656719;1;25084;111000000131
26656734;0;25201;501000000131
26656958;-1;15764;401000000132
26656980;0;26466;501000000131
26657028;0;15807;501000000133
26657082;0;9302;501000000131
26657084;0;10721;501000000231
26657095;0;5347;501000000131
26657103;1;22086;111000000133
26657174;1;8552;111000000122
26657211;0;10497;501000000133
26657256;-1;8676;401000000132
26657311;0;1680;501000000133
26657351;0;25012;501000000132
26657382;0;13535;501000000132
26657393;0;11870;501000000131
26657443;-1; ; 
26657465;0;5029;501000000131
26657527;1;22532;111000000133
26657571;0;25482;501000000132
26657643;1;31506;111000000131
26657656;0;25206;501000000132
26657665;0;7203;501000000133
26657677;0;2227;501000000131
26657735;-1;9422;401000000131
26657763;0;11261;501000000131
26657774;0;655;501000000131
26657817;1;26274;111000000133
26657835;0;9859;501000000132
26657855;1;1677;111000000112
26657876;0;52;501000000133
26657900;1;5589;111000000133
26657933;1;20008;111000000133
26657955;0;10638;501000000132
26657957;0;3835;501000000133
26658005;1;14526;111000000131
26658045;0;25155;501000000132
26658080;-1;25960;401000000131
26658120;1;9698;111000000131
26658194;0;8818;501000000132
26658205;-1;2021;401000000133
26658261;0;5221;501000000133
26658307;1;1971;111000000131
26658325;-1;14514;401000000133
26658341;-1;25041;401000000133
26658380;0;16695;501000000233
26658413;-1;10247;401000000132
26658435;0;322;501000000131
26658443;0;25091;501000000132
26658490;0;25737;501000000131
26658650;-1;16747;401000000133
26658726;1;10892;111000000232
26658789;-1;9656;401000000131
26658940;-1;25238;401000000132
26658945;1;10892;111000000232
26658961;0;25790;501000000132
26659074;0;132;501000000131
26659106;0;25215;501000000131
26659118;0;285;501000000131
26659215;-1;6115;401000000131
26659221;0;3013;501000000231
26659301;-1;9803;401000000132
26659333;-1;6117;401000000133
26659352;0;4173;501000000132
26659372;1;9070;111000000133
26659384;-1;2816;401000000133
26659414;0;10497;501000000133
26659482;1;9490;111000000121
26659638;1;5897;111000000133
26659716;0;897;501000000133
26659839;-1;2294;401000000133
26659869;-1;9659;401000000332
26659901;1;9778;111000000132
26659936;1;10100;111000000131
26659948;-1;750;401000000133
26659999;-1; ; 
26660009;-1;10401;401000000132
26660033;0;521;501000000133
26660115;0;10246;501000000132
26660140;2;26137;211000000133
26660232;0;15676;501000000133
26660294;0;25783;501000000133
26660381;-1;10829;401000000131
26660424;0;25132;501000000131
26660548;1;4087;111000000133
26660559;-1;3480;401000000133
26660575;1;10832;111000000133
26660614;1;26164;111000000132
26660677;0;117;501000000133
26660732;-1;12941;401000000133
26660733;0;10000;501000000131
26660820;1;226;111000000133
26660829;0;2356;501000000111
26661066;0;12594;501000000131
26661070;-1;6459;401000000131
26661075;1;9490;111000000121
26661121;1;14490;111000000131
26661196;-1;1488;401000000133
26661284;0;8546;501000000133
26661292;0;4374;501000000131
26661388;0;3981;501000000133
26661499;0;343;501000000132
26661536;0;9008;501000000133
26661542;1;13504;111000000133
26661546;-1;5446;401000000132
26661585;0;24812;501000000121
26661596;-1;9942;401000000132
26661608;1;10669;111000000133
26661612;1;25395;111000000233
26661617;-1;9865;401000000133
26661626;0;2140;501000000131
26661684;1;1967;111000000132
26661714;-1;6027;401000000133
26661732;0;2165;501000000131
26661761;0;2997;501000000131
26662017;1;227;111000000133
26662041;-1;5709;401000000133
26662064;-1;1123;401000000133
26662093;0;25153;501000000133
26662155;-1;8004;401000000132
26662183;1;25369;111000000131
26662208;1;9283;111000000133
26662239;-1;9656;401000000131
26662247;-1; ; 
26662250;1;2166;111000000132
26662308;-1;17916;401000000133
26662337;-1;22436;401000000133
26662429;0;25153;501000000133
26662459;0;2348;501000000131
26662524;0;322;501000000131
26662639;0;10757;501000000131
26662668;0;13504;501000000133
26662674;1;647;111000000132
26662681;-1;24878;401000000132
26662683;0;25288;501000000131
26662684;0;8413;501000000133
26662759;1;24520;111000000133
26662776;2;8954;211000000113
26662816;-1;10844;401000000133
26662818;-1;9673;401000000131
26662900;-1;9810;401000000132
26662920;0;5827;501000000131
26663011;2;4577;211000000133
26663196;0;4455;501000000133
26663239;-1;15589;401000000131
26663285;0;10336;501000000131
26663400;0;31194;501000000132
26663407;0;10795;501000000131
26663528;0;707;501000000113
26663543;1;31327;111000000132
26663576;0;25396;501000000132
26663580;0;10430;501000000133
26663714;0;10556;501000000131
26663718;0;10224;501000000112
26663743;-1;10324;401000000132
26663824;-1;24302;401000000131
26663837;1;7630;111000000112
26663891;-1;24935;401000000133
26663988;-1;20186;401000000132
26663991;0;10574;501000000131
26663998;0;15650;501000000131
26664041;0;9879;501000000131
26664043;-1;10495;401000000132
26664091;-1;9960;401000000132
26664116;1;10450;111000000133
26664180;-1;26045;401000000132
26664193;0;5588;501000000133
26664196;-1;709;401000000133
26664206;0;26033;501000000132
26664304;-1;10212;401000000132
26664314;0;9612;501000000133
26664366;1;1977;111000000232
26664370;-1;24946;401000000131
26664504;0;24464;501000000132
26664531;1;4019;111000000133
26664547;-1;20298;401000000223
26664587;0;17793;501000000131
26664614;2;20440;211000000133
26664706;1;19972;111000000132
26664748;-1;2537;401000000133
26664759;-1; ; 
26664793;0;24733;501000000132
26664829;0;2310;501000000131
26665007;-1;9771;401000000132
26665049;-1;2047;401000000132
26665075;0;17;501000000133
26665082;1;223;111000000133
26665128;0;5652;501000000111
26665244;-1;9308;401000000131
26665265;0;4988;501000000132
26665267;0;7237;501000000133
26665529;-1;10149;401000000132
26665581;0;5902;501000000131
26665600;0;10579;501000000131
26665687;0;13637;501000000131
26665690;1;12810;111000000133
26665713;-1;22230;401000000133
26665764;0;20121;501000000133
26665773;1;10441;111000000133
26665830;-1; ; 
26665867;-1;9960;401000000131
26665972;0;10478;501000000131
26666001;0;16713;501000000133
26666016;0;9960;501000000131
26666020;1;9366;111000000132
26666138;0;8652;501000000132
26666173;1;2997;111000000131
26666274;1;4868;111000000133
26666292;-1;9209;401000000111
26666294;0;1483;501000000111
26666317;0;418;501000000131
26666341;-1;15627;401000000133
26666390;0;10906;501000000132
26666431;0;14363;501000000332
26666459;1;12655;111000000133
26666460;0;10200;501000000111
26666463;0;3302;501000000112
26666585;1;6605;111000000133
26666623;0;9647;501000000131
26666652;-1; ; 
26666707;1;9070;111000000133
26666723;0;17692;501000000131
26666739;0;25153;501000000133
26666762;-1;1755;401000000131
26666792;2;239;211000000133
26666795;-1; ; 
26666851;0;8544;501000000112
26666884;0;9144;501000000132
26666922;1;230;111000000133
26666965;0;9911;501000000111
26666972;0;2324;501000000131
26666987;2;4635;211000000132
26666992;-1;6667;401000000131
26667066;-1;9544;401000000131
26667067;1;16945;111000000133
26667098;0;13475;501000000131
26667108;0;2026;501000000133
26667129;0;10740;501000000131
26667163;-1;2289;401000000132
26667206;0;25593;501000000131
26667240;0;10500;501000000131
26667275;0;9544;501000000132
26667282;0;25196;501000000133
26667406;-1;8645;401000000132
26667476;0;25593;501000000132
26667481;3;12716;311000000133
26667510;-1;10424;401000000131
26667636;-1;9484;401000000111
26667659;0;10791;501000000131
26667679;-1; ; 
26667696;-1;22747;401000000133
26667707;-1;22319;401000000132
26667715;0;24622;501000000132
26667738;0;8954;501000000111
26667745;0;11147;501000000131
26667835;0;11906;501000000132
26667854;0;9946;501000000132
26667861;-1;710;401000000133
26668039;0;8942;501000000131
26668066;1;5680;111000000133
26668098;-1;14313;401000000132
26668143;-1;25347;401000000132
26668147;-1;17860;401000000132
26668183;0;25475;501000000133
26668193;0;2174;501000000131
26668231;0;1590;501000000122
26668263;1;3480;111000000133
26668311;-1;31500;401000000131
26668328;-1;639;401000000133
26668379;1;9665;111000000133
26668407;0;12602;501000000133
26668514;0;11261;501000000131
26668540;-1;10520;401000000133
26668599;0;10721;501000000231
26668699;0;7299;501000000133
26668724;2;9070;211000000133
26668726;-1;24946;401000000132
26668760;-1;7237;401000000133
26668898;1;255;111000000133
26668912;1;254;111000000113
26668921;0;1506;501000000133
26668944;-1;25480;401000000131
26669051;0;13535;501000000132
26669165;-1;7266;401000000133
26669226;0;1483;501000000111
26669240;0;9317;501000000131
26669265;1;390;111000000133
26669284;0;2065;501000000133
26669297;-1;5286;401000000132
26669328;1;1757;111000000133
26669382;1;18216;111000000232
26669433;-1;8147;401000000133
26669457;0;12719;501000000133
26669515;1;25225;111000000131
26669625;0;9511;501000000132
26669629;0;9334;501000000131
26669682;1;11114;111000000133
26669803;1;10326;111000000131
26669916;-1;10789;401000000133
26669926;0;4578;501000000133
26670010;0;9150;501000000133
26670034;0;11812;501000000132
26670099;-1;2178;401000000132
26670106;0;11977;501000000132
26670109;-1;9720;401000000131
26670148;0;24464;501000000132
26670308;0;10818;501000000131
26670321;0;10638;501000000131
26670381;1;12504;111000000131
26670430;0;8724;501000000132
26670440;1;3390;111000000133
26670483;1;14587;111000000133
26670504;-1;13604;401000000133
26670568;0;10838;501000000133
26670591;0;1963;501000000131
26670635;-1;408;401000000132
26670640;0;22105;501000000133
26670668;0;5280;501000000131
26670671;0;10105;501000000133
26670681;0;6830;501000000111
26670788;-1;14674;401000000131
26670852;0;10832;501000000432
26670905;0;16541;501000000232
26670911;0;1583;501000000132
26670955;-1;7536;401000000132
26671046;1;9593;111000000133
26671070;0;10763;501000000131
26671126;-1;3672;401000000133
26671135;1;336;111000000132
26671187;0;9362;501000000131
26671266;-1;4048;401000000133
26671367;1;229;111000000133
26671411;0;26139;501000000131
26671421;0;12935;501000000131
26671431;0;5596;501000000133
26671498;0;10489;501000000131
26671598;0;2771;501000000131
26671689;-1;1689;401000000133
26671752;0;16469;501000000131
26671831;1;254;111000000113
26671855;0;1934;501000000131
26671859;0;1049;501000000133
26671888;0;8174;501000000133
26671936;0;2334;501000000131
26671967;1; ; 
26672029;0;14751;501000000133
26672143;1;24520;111000000133
26672179;-1;12691;401000000132
26672180;2;2584;211000000133
26672238;-1;312;401000000132
26672261;0;25050;501000000131
26672307;0;9942;501000000131
26672316;1;5745;111000000133
26672363;0;13177;501000000133
26672367;0;24445;501000000131
26672439;0;1371;501000000133
26672444;-1;9884;401000000131
26672665;-1;9547;401000000132
26672680;0;11854;501000000131
26672696;1;9874;111000000133
26672714;0;25439;501000000131
26672761;-1;9726;401000000131
26672772;1;11157;111000000233
26672831;1;26245;111000000133
26672845;0;10089;501000000133
26672861;1;1122;111000000133
26672884;0;343;501000000131
26672996;-1;10487;401000000231
26673149;-1;30006;401000000131
26673154;-1;13442;401000000132
26673367;1;25727;111000000121
26673437;0;14778;501000000131
26673444;0;616;501000000133
26673446;0;10673;501000000133
26673500;0;9558;501000000132
26673511;1;1685;111000000133
26673552;0;2226;501000000131
26673561;0;13313;501000000232
26673607;0;1860;501000000131
26673637;1;26164;111000000132
26673664;1;1466;111000000133
26673680;0;9654;501000000131
26673746;0;25386;501000000131
26673750;0;25012;501000000132
26673819;1;1911;111000000131
26674007;0;10595;501000000132
26674027;1;7476;111000000133
26674087;0;11429;501000000133
26674170;0;1233;501000000131
26674240;1;2052;111000000131
26674273;1;1718;111000000133
26674296;1;9122;111000000133
26674348;-1;22408;401000000233
26674444;-1;9486;401000000132
26674562;0;1220;501000000131
26674588;1;10099;111000000133
26674604;0;9727;501000000131
26674704;0;8552;501000000121
26674723;0;22334;501000000131
26674852;0;4407;501000000133
26674856;1;26257;111000000132
26674908;3;4665;311000000132
26674920;0;1529;501000000133
26675011;0;2179;501000000131
26675150;0;312;501000000132
26675295;0;7250;501000000133
26675329;1;228;111000000133
26675336;0;25114;501000000131
26675501;0;10365;501000000131
26675508;-1; ; 
26675564;0;9486;501000000131
26675579;1;6644;111000000133
26675593;0;10459;501000000133
26675598;1;9587;111000000133
26675663;1;228;111000000133
26675687;-1; ; 
26675691;0;31327;501000000132
26675716;-1;526;401000000132
26675719;0;22312;501000000133
26675743;1;7668;111000000133
26675782;-1;10450;401000000133
26675805;0;10595;501000000131
26675832;-1;12710;401000000131
26676045;0;1667;501000000133
26676087;0;10076;501000000131
26676096;0;31302;501000000131
26676165;0;10673;501000000133
26676207;0;5661;501000000132
26676214;0;25396;501000000132
26676240;-1;12570;401000000131
26676250;0;1934;501000000131
26676276;0;25215;501000000131
26676309;-1;11718;401000000131
26676325;0;631;501000000133
26676463;0;291;501000000132
26676566;0;25988;501000000133
26676603;0;25466;501000000131
26676651;-1;25265;401000000132
26676696;0;24930;501000000131
26676717;1;10135;111000000133
26676737;-1;9422;401000000131
26676853;-1;25041;401000000133
26676914;0;12719;501000000133
26676926;0;8658;501000000111
26677042;0;24769;501000000131
26677056;-1;4482;401000000132
26677061;1;9606;111000000133
26677073;1;8613;111000000111
26677107;-1;22210;401000000133
26677113;0;628;501000000133
26677126;0;9998;501000000131
26677189;-1;14753;401000000133
26677203;-1;1257;401000000131
26677208;-1;25089;401000000133
26677211;0;310;501000000131
26677215;-1;31253;401000000131
26677238;0;5790;501000000131
26677272;-1;7646;401000000133
26677288;0;10626;501000000132
26677290;0;10252;501000000133
26677312;0;24520;501000000132
26677334;1;26209;111000000131
26677339;0;9430;501000000131
26677345;-1;31193;401000000132
26677461;0;10032;501000000131
26677518;0;4835;501000000131
26677526;0;12710;501000000132
26677595;0;10338;501000000132
26677620;0;1533;501000000121
26677660;1;14539;111000000132
26677662;0;13376;501000000131
26677694;-1;22263;401000000132
26677695;-1;8717;401000000132
26677699;1;10430;111000000133
26677714;-1;24733;401000000132
26677721;0;9653;501000000131
26677852;0;10625;501000000132
26677868;-1;25439;401000000132
26677936;0;410;501000000131
26677983;-1;10147;401000000132
26678032;-1;4268;401000000131
26678137;0;5578;501000000131
26678163;0;2099;501000000131
26678168;-1;1583;401000000132
26678189;0;2251;501000000131
26678243;0;2050;501000000132
26678287;-1;13138;401000000132
26678355;-1;9414;401000000131
26678379;0;11420;501000000132
26678420;0;296;501000000133
26678462;0;16444;501000000131
26678471;-1;2301;401000000132
26678656;0;6031;501000000131
26678677;-1;6164;401000000131
26678714;0;31194;501000000131
26678736;0;15646;501000000131
26678760;0;8800;501000000131
26678785;1;10307;111000000133
26678836;-1;3013;401000000231
26678860;0;10005;501000000131
26678937;-1;13376;401000000132
26679013;0;25599;501000000131
26679035;0;25026;501000000131
26679048;0;10704;501000000131
26679327;0;24758;501000000131
