mrun;cod_nivel;rbd_admitido;cod_curso_admitido
14674190;11;3823;331000000133
14674357;8;543;811000000133
14674549;9;4533;131000000111
14676751;4;25089;411000000133
14677089;10;1167;231000000133
14678795;6;6834;611000000133
14679007;10;3642;231000000111
14680566;9;8506;131000000133
14680621;9; ; 
14681304;11;10505;331000000133
14681497;8;10715;811000000133
14681890;9;4708;131000000133
14681907;12;25439;431000000133
14682436;8;10336;811000000131
14682814;8;5667;811000000133
14682867;9;16652;131000000133
14683100;9;2013;131000000133
14683507;12;40399;431000000133
14683588;12;4277;451052010133
14683856;9;4702;131000000133
14683894;4;9142;411000000132
14684031;10;12842;231000000133
14684484;10;1213;231000000133
14684968;5;4574;511000000113
14685492;9;2937;131000000133
14686000;9;8442;131000000233
14686006;7;5654;711000000133
14686020;11;1121;331000000133
14686281;9;15646;131000000133
14686751;11;14387;331000000233
14687292;5;22010;511000000133
14687544;10;9472;231000000133
14687992;9;8945;131000000113
14688415;12;8639;431000000131
14689448;11;4262;331000000131
14689701;6;24685;611000000133
14690191;6;4984;611000000133
14690849;10;7907;231000000133
14692152;10;10697;231000000133
14692840;9;10640;131000000133
14693750;6;1887;611000000133
14693896;9;2163;131000000131
14693950;11;16434;341041005133
14694428;9;25542;131000000133
14694479;5;1593;511000000133
14694972;9;14266;131000000133
14695567;9;4270;131000000133
14695706;6;25462;611000000133
14696873;7;25061;711000000133
14697122;9;4982;131000000132
14698435;10;24714;231000000133
14698541;5;10010;511000000133
14698628;4;408;411000000133
14699306;5;25153;511000000133
14700090;7;26172;711000000133
14700312;9;5343;131000000133
14700490;9;8811;131000000131
14701471;7;9610;711000000133
14702804;9;2111;131000000133
14703250;11;15627;331000000133
14704548;5;20213;511000000133
14705474;9;8427;131000000133
14705729;6;24406;611000000131
14706039;8;3435;811000000133
14707138;9;1880;131000000133
14708085;7;27;711000000133
14709685;10;17915;231000000133
14709982;9;9065;131000000131
14710101;3;2019;311000000133
14710165;9;2283;131000000133
14710917;4;9103;411000000133
14711018;9;22544;131000000133
14711022;6;178;611000000133
14711738;6;5596;611000000133
14712705;6;5717;611000000133
14713701;9;12111;131000000133
14714043;9;7626;131000000133
14715155;5;4171;511000000131
14715717;11;5218;331000000133
14716548;9;10830;131000000113
14716601;8;10563;811000000123
14717177;3;2927;311000000133
14717635;11;40027;331000000133
14717898;9;191;131000000133
14718523;7;12005;711000000133
14719390;7;13154;711000000131
14719800;9;284;131000000133
14720917;7;15770;711000000133
14722280;5;40078;511000000133
14722656;3;10742;311000000133
14723135;10;11591;231000000133
14723457;9;20424;131000000133
14723635;10;12077;231000000133
14723786;9;20139;131000000133
14724174;10;8492;231000000122
14725927;6;1549;611000000133
14726357;5;13491;511000000133
14727027;10;9646;231000000132
14727369;6;5264;611000000133
14728699;9; ; 
14729139;11;10470;341041005133
14729304;9;4805;131000000133
14729408;10;11155;231000000133
14729517;10;25386;231000000133
14730353;8;5396;811000000133
14731751;12;768;461064001113
14731856;9;1149;131000000133
14732710;4;9890;411000000131
14732895;9;15720;131000000133
14733058;9;14387;131000000233
14733259;9;8491;131000000122
14733342;9;10830;131000000113
14733463;3;12570;311000000133
14733618;9; ; 
14733823;10;26384;231000000133
14735426;10;4288;231000000133
14735803;7;12005;711000000133
14735927;9;4715;131000000133
14736534;9;8507;131000000131
14736611;8;10207;811000000133
14737339;12;574;451053014123
14737485;10;14879;231000000133
14738343;8;8353;811000000133
14739218;3;1695;311000000133
14739897;11;2044;351053015133
14741058;9;1923;131000000131
14741064;7;14418;711000000133
14741344;10;25550;231000000133
14741372;9;8255;131000000133
14741459;9;9489;131000000133
14743396;9;17885;131000000133
14743828;9;4805;131000000133
14743884;5;9930;511000000133
14743991;9;5729;131000000113
14744034;6;22105;611000000133
14744170;9;7627;131000000123
14745173;9;10711;131000000133
14745509;8;1930;811000000133
14745598;7;24426;711000000133
14746256;9;10573;131000000133
14746343;9;9687;131000000133
14746344;9;4555;131000000121
14747204;3;9213;311000000133
14747501;5;18216;511000000233
14747766;11;25393;331000000133
14747897;11;2103;351054018133
14748592;4;5441;411000000133
14748696;7;1216;711000000132
14748761;11;31262;331000000123
14749899;9;5565;131000000133
14749938;10;107;231000000133
14750316;6;11687;611000000133
14750837;9;20205;131000000133
14751358;4;25225;411000000131
14751610;9;26292;131000000133
14751849;8;12720;811000000133
14755127;8;31500;811000000133
14755467;11;12686;331000000133
14756076;7;2532;711000000133
14756393;7;22436;711000000133
14756779;11;22540;331000000133
14757095;9;2934;131000000133
14757742;7; ; 
14758159;7;14868;711000000133
14758830;12;13513;431000000133
14759105;5;3717;511000000133
14759116;11;24878;361061003133
14759405;9;10457;131000000133
14759859;9;6754;131000000133
14759912;8;9375;811000000233
14760209;11;14879;331000000133
14760749;9;13626;131000000133
14760824;4;410;411000000133
14760983;5;26219;511000000133
14761521;11;25153;331000000133
14761845;4;4160;411000000133
14762560;11;10405;361064008133
14762863;8;7338;811000000133
14763331;7;22552;711000000133
14763585;10;4160;231000000133
14764037;12;16886;431000000133
14765048;10;12747;231000000133
14765293;4;22418;411000000133
14765467;12;5566;451053014133
14765573;10;8507;231000000131
14766335;11;10493;331000000131
14766440;9;9069;131000000133
14767548;9;968;131000000133
14768106;8;8523;811000000131
14768331;9;5656;131000000133
14768764;8;10528;811000000133
14768994;11;9827;331000000133
14769989;10;8391;231000000133
14770035;9;2123;131000000133
14771262;4;10621;411000000133
14771680;7;12255;711000000131
14771818;6;2870;611000000133
14773249;9; ; 
14774050;9;19974;131000000133
14774336;8;10589;811000000133
14774797;7;9917;711000000133
14775664;9;3538;131000000133
14776273;4;1257;411000000133
14776342;11;25258;361064001133
14776381;11;10551;341041002133
14776442;9;25061;131000000133
14777400;4;1397;411000000123
14777787;7;31394;711000000133
14777923;9;9072;131000000133
14778083;7;25865;711000000133
14778999;9; ; 
14780833;9;31116;131000000133
14780989;9;10697;131000000133
14781239;9;218;131000000133
14781595;9;11818;131000000133
14782066;9;40155;131000000133
14782233;3;17860;311000000131
14783081;10;2934;231000000133
14783195;5;25315;511000000133
14784107;9; ; 
14784203;10;9665;231000000133
14784321;11;10749;351053014133
14784893;10;19925;231000000133
14785837;9;9065;131000000131
14785985;9;1522;131000000133
14786439;10;25599;231000000133
14787274;7;9604;711000000133
14788015;5;14373;511000000133
14788569;7;1682;711000000133
14788770;9;24496;131000000133
14789590;5;9834;511000000133
14789799;6;1969;611000000133
14790013;10;2105;231000000133
14790121;9;7331;131000000133
14790600;12;10604;431000000133
14790712;8;17915;811000000133
14791021;10;9058;231000000132
14792506;8;3941;811000000133
14793144;9; ; 
14793793;9; ; 
14794146;7;10408;711000000133
14794147;5;9704;511000000133
14794550;9;3003;131000000131
14795429;7;13582;711000000133
14795819;9;2939;131000000133
14795953;4;1123;411000000133
14796619;9;8491;131000000122
14796948;5;25431;511000000131
14799102;4;7638;411000000133
14799234;10;10452;231000000133
14800299;4;10277;411000000133
14800563;8;716;811000000133
14800876;8;9070;811000000133
14801287;11;12591;331000000133
14801654;6;25599;611000000133
14802976;11;2018;331000000133
14803082;10;399;231000000133
14803424;8;4628;811000000131
14806134;5;24685;511000000133
14806824;9;12117;131000000133
14807402;9;10515;131000000233
14807442;9;9584;131000000133
14808094;4;2414;411000000133
14809820;11;2219;371072007133
14810019;10;2057;231000000133
14810602;12;9064;461064001133
14810770;9;3016;131000000133
14810965;9;20008;131000000133
14811677;11;8945;361064001113
14811838;9;2908;131000000133
14812554;9;2105;131000000133
14813255;11;16642;331000000133
14813907;7;24689;711000000123
14814246;9;9298;131000000133
14814429;9;17746;131000000131
14814994;8;5611;811000000133
14815057;11;31065;351055022133
14815511;11;15627;331000000133
14815545;6;131;611000000131
14815546;6;16526;611000000131
14815624;9;3305;131000000133
14815733;9;9474;131000000113
14815901;9;2794;131000000133
14817262;9;8105;131000000133
14819382;12;25091;431000000133
14819461;12;4952;431000000133
14820881;7;15774;711000000133
14821204;4;9713;411000000133
14821438;10;10450;231000000133
14821632;8;1748;811000000133
14822292;11;220;351056027133
14822499;7;1397;711000000123
14822620;10;2934;231000000133
14822712;11;1958;351051009133
14823627;9;25853;131000000133
14824480;9;2732;131000000133
14824868;9;31203;131000000133
14825010;9; ; 
14825069;8;5957;811000000133
14825485;5;26015;511000000133
14825868;11;8496;361061003133
14826148;5;5897;511000000133
14826729;11;9659;331000000233
14827628;4;4595;411000000133
14828094;10;6252;231000000133
14829122;9;24878;131000000133
14830869;10;12033;231000000132
14831494;9;7628;131000000113
14831502;12;8825;431000000133
14831736;7;1965;711000000133
14832111;9;25071;131000000133
14833594;9;4195;131000000133
14834120;12;3248;461063009133
14834309;10;12823;231000000133
14834823;10;4557;231000000133
14834828;7;9665;711000000133
14835154;9;20037;131000000133
14835570;10;9105;231000000133
14836064;8;14848;811000000233
14837198;9; ; 
14837540;10;9665;231000000133
14838086;9;2283;131000000133
14838151;5;3544;511000000133
14838214;7;1515;711000000133
14838396;11;7625;381081005133
14838852;7;5104;711000000131
14839047;3;5713;311000000132
14841796;4;10579;411000000133
14841808;8;10134;811000000133
14842412;11;24403;331000000133
14842715;8;12716;811000000133
14842778;4;10302;411000000132
14842957;9;7627;131000000123
14843114;8;10638;811000000233
14843415;12;4564;431000000131
14843788;9;10544;131000000133
14843927;7;17735;711000000133
14844671;7;10459;711000000133
14844797;9;8255;131000000133
14844933;11;31262;331000000113
14845381;8;26084;811000000133
14845382;8;9103;811000000133
14846218;10;3248;231000000133
14846773;9; ; 
14847466;10;25395;231000000133
14847837;10;7331;231000000133
14848065;9;8930;131000000112
14848530;11;10781;351052013131
14848679;5;2124;511000000133
14849222;4;10241;411000000133
14849727;9;9863;131000000133
14849950;9;17885;131000000133
14851140;9;4702;131000000133
14852151;10;10641;231000000133
14853299;11;22192;331000000133
14853464;6;3669;611000000133
14854221;7;10652;711000000133
14856279;10;10492;231000000133
14856447;5;16484;511000000131
14856590;11;1504;361064001132
14856610;9;22191;131000000133
14857292;9;3348;131000000133
14858282;10;10699;231000000233
14858419;7;6205;711000000133
14859385;12;9074;431000000133
14860041;7;52;711000000133
14860341;8;4589;811000000133
14860788;5;22309;511000000133
14861109;9;11716;131000000133
14861257;10;8601;231000000132
14861736;9;10641;131000000133
14862129;12;2552;451052010133
14862657;9;13491;131000000133
14864220;10;24885;231000000133
14864568;5;534;511000000133
14865493;9; ; 
14867197;9;4572;131000000131
14867834;8;1751;811000000131
14867961;10;9909;231000000133
14868305;10; ; 
14868433;6;14504;611000000131
14868502;4;40184;411000000133
14869952;9;10044;131000000133
14869986;9;8429;131000000133
14870194;8;1016;811000000133
14870409;8;5009;811000000131
14870449;8;9070;811000000133
14870806;10;12610;231000000133
14870867;10;4712;231000000133
14871325;3;10086;311000000133
14871335;9;1672;131000000133
14871415;9;4702;131000000133
14871697;7;9558;711000000132
14872927;7;8928;711000000122
14873135;9;9182;131000000133
14873195;12;18004;461061003133
14873514;9;9409;131000000111
14873837;4;419;411000000133
14874392;10;9140;231000000133
14875951;9;8352;131000000133
14878208;9;8005;131000000133
14878403;5;5012;511000000133
14878410;9; ; 
14878706;7;24946;711000000133
14878926;12;4162;441041005133
14879425;10;5652;231000000113
14880282;9;9283;131000000233
14880591;9;1958;131000000133
14881081;9;8542;131000000121
14881134;3;12255;311000000132
14882336;5;25681;511000000133
14882662;9;10506;131000000133
14882679;11;10220;331000000123
14882801;7;2329;711000000133
14883359;12;25995;461064001133
14883676;4;25543;411000000131
14883844;6;3659;611000000133
14884028;9;3313;131000000133
14884568;10;2111;231000000133
14884752;7;373;711000000133
14884974;10;9298;231000000133
14885237;9;10717;131000000133
14885557;8;7343;811000000133
14886549;11;9694;341041002133
14887157;6;9127;611000000133
14887786;9;13561;131000000133
14887789;7;26411;711000000133
14888124;11;13156;341041005133
14888366;10;9582;231000000133
14888689;11;1198;331000000133
14888711;9;1;131000000131
14889018;9;1519;131000000133
14889073;9;10632;131000000233
14889162;7;11405;711000000133
14889502;11;25059;331000000132
14889892;3;10430;311000000133
14890815;9;2102;131000000113
14891087;10;1517;231000000133
14891137;11;9185;331000000123
14892603;5;26494;511000000133
14893078;10;10250;231000000133
14893533;9;2163;131000000131
14895175;9; ; 
14895576;9;17915;131000000133
14896297;9;1366;131000000133
14896426;6;10250;611000000133
14898062;12;22535;431000000133
14898210;4;9844;411000000131
14899327;10;25599;231000000133
14900312;6;24685;611000000133
14902114;8;431;811000000113
14902217;11;9292;341041005133
14902230;4;298;411000000133
14902489;5;7496;511000000133
14902951;10;1504;231000000132
14903240;9;1663;131000000131
14903369;7;2395;711000000133
14903370;7;5396;711000000133
14903886;7;3010;711000000132
14904232;12;10735;431000000133
14905400;5;1377;511000000133
14905657;10;431;231000000113
14905733;9;3163;131000000133
14905774;11;15843;351053015133
14906255;6;9636;611000000133
14906872;9;1354;131000000133
14908129;12;13146;451052010123
14909113;4;11837;411000000131
14909122;4;616;411000000133
14909235;11;518;341041005133
14910093;11;8812;351051009133
14910217;9;3305;131000000133
14911977;8;10546;811000000111
14913282;11;13576;361064001133
14913563;9; ; 
14914136;6;562;611000000133
14914401;12;1635;431000000133
14914539;5;9611;511000000133
14914725;12;16856;431000000133
14915658;11;9834;331000000133
14916073;7;3731;711000000131
14917128;4;2292;411000000133
14917374;4;431;411000000113
14917920;11;144;331000000131
14918679;10;5215;231000000133
14919183;7;5398;711000000133
14919594;8;8346;811000000133
14920841;6;31500;611000000133
14920880;5;725;511000000133
14921179;12;7705;461064001113
14921559;9;4535;131000000131
14921849;5;317;511000000133
14922455;9;10911;131000000133
14922888;11;1663;341041005131
14923079;5;8954;511000000113
14923410;9; ; 
14923411;9;10075;131000000133
14923706;9;8506;131000000133
14924937;9;9281;131000000133
14925273;8;8438;811000000133
14925314;9;8505;131000000111
14925729;9;17915;131000000133
14925820;6;11936;611000000133
14925952;10;5666;231000000132
14926114;7;8349;711000000133
14926197;4;15726;411000000133
14926375;5;25988;511000000133
14926571;8;655;811000000133
14927638;9; ; 
14928184;10;8938;231000000133
14928208;9;2124;131000000133
14928544;3;9593;311000000133
14930556;5;12591;511000000133
14930659;9; ; 
14930789;7;8485;711000000132
14930998;9; ; 
14931721;9;8503;131000000132
14932287;7;7704;711000000133
14932517;9;1363;131000000133
14932698;9;9164;131000000133
14932954;10;284;231000000133
14934197;8;20316;811000000233
14934408;7;18170;711000000133
14935451;6;22531;611000000133
14935781;9;611;131000000133
14936219;9;24209;131000000133
14936579;7;3250;711000000133
14936663;9;4534;131000000131
14937036;8;4772;811000000131
14937322;9;4555;131000000121
14938022;10;4;231000000133
14938067;9;4331;131000000133
14938356;12;12547;441041005133
14938857;11;17782;341041005133
14938915;9; ; 
14940888;8;13394;811000000133
14940932;9;8429;131000000133
14941596;9;2283;131000000133
14942186;8;6116;811000000133
14942417;11;1504;361064001132
14943074;4;10905;411000000133
14943143;9;26411;131000000133
14943658;9;25899;131000000133
14944484;9;7331;131000000133
14944752;9;10699;131000000233
14945472;6;9618;611000000133
14945706;9;7626;131000000133
14945990;9;26045;131000000133
14947204;5;25836;511000000131
14948298;8;454;811000000133
14948918;10;25865;231000000133
14948957;10;10542;231000000133
14949182;8;4160;811000000133
14949384;10;1676;231000000133
14953322;9;7941;131000000133
14953467;4;8449;411000000133
14953855;9;665;131000000133
14954135;12;24843;451058035133
14955964;9;1675;131000000133
14957555;3;7131;311000000133
14957852;9;24685;131000000133
14958824;10;12062;231000000133
14959170;4;10430;411000000133
14960571;9;9909;131000000133
14960781;3;5756;311000000133
14961051;5;9942;511000000133
14961630;7;10200;711000000113
14961660;4;6224;411000000133
14961878;9;5216;131000000133
14961961;9;1468;131000000133
14962158;9; ; 
14962486;5;5589;511000000133
14963616;4;25988;411000000133
14964445;8;3442;811000000133
14964534;12;7325;431000000133
14964612;7;1347;711000000133
14965183;8;10640;811000000133
14966416;11;8930;331000000111
14966872;9;1663;131000000131
14968031;9; ; 
14969650;9;10845;131000000133
14969941;9;22553;131000000133
14969972;5;13491;511000000133
14970431;9;14677;131000000133
14970564;10;5656;231000000133
14970905;10;7102;231000000133
14970942;9;9281;131000000133
14972664;4;123;411000000131
14972909;7;10640;711000000133
14973084;9;7505;131000000133
14974405;9;14365;131000000131
14974422;11;2084;341041005133
14974711;9;26084;131000000133
14975044;8;4987;811000000133
14975259;5;10640;511000000133
14976143;8;3110;811000000133
14976232;9;31116;131000000133
14976313;5;26381;511000000133
14976889;9;10252;131000000133
14977017;7;1500;711000000233
14977043;4;6767;411000000133
14977547;10;14490;231000000133
14977779;11;1517;331000000133
14978754;4;25431;411000000132
14979049;9;2109;131000000113
14980247;7;10320;711000000133
14981063;9;5656;131000000133
14981399;10;13417;231000000133
14981490;9;8369;151053014133
14981880;10;1987;231000000132
14982342;10;9194;231000000132
14984651;9; ; 
14984817;4;6766;411000000133
14984833;9;25853;131000000133
14984836;6;9588;611000000133
14984983;5;12591;511000000133
14985868;9;9754;131000000133
14986706;5;10672;511000000133
14988063;11;26501;351058034133
14988250;7;10015;711000000131
14988500;10;14697;231000000133
14989100;9;3205;131000000133
14989947;10;9897;231000000133
14989999;9;2939;131000000133
14990337;9;2448;131000000133
14990512;9;284;131000000133
14991219;10;8457;231000000113
14991496;4;2160;411000000133
14992003;9;5570;131000000133
14993204;9;7299;131000000133
14994684;5;5897;511000000133
14994851;9;52;131000000133
14994868;11;8504;361061003111
14994938;2;313;211000000133
14995039;7;297;711000000133
14995213;10;431;231000000113
14995239;9;1397;131000000123
14995594;11;12151;341041005133
14996511;10;5666;231000000132
14997890;9;701;131000000133
14998853;9;1663;131000000131
14999059;9; ; 
14999787;4;2952;411000000133
15000416;9;4572;131000000131
15000545;4;3443;411000000133
15001273;6;5596;611000000133
15002447;7;9406;711000000123
15002657;5;1247;511000000133
15002837;5;10729;511000000133
15003171;5;24407;511000000123
15004588;11;24978;351052010133
15004788;3;8108;311000000133
15005050;9;8598;131000000133
15005720;10;1980;231000000133
15005835;7;25314;711000000131
15005867;9;8498;131000000133
15006306;9;9583;131000000133
15006621;7;9458;711000000133
15006660;6;8366;611000000133
15007553;5;5614;511000000133
15009114;7;11265;711000000133
15009433;11;31278;341041002133
15009533;5;1517;511000000133
15009590;10;25921;231000000133
15009838;9;13185;131000000133
15010107;12;2278;451053015133
15010509;5;12630;511000000133
15011411;10;10830;231000000113
15011495;9;7956;131000000133
15012243;10;8504;231000000111
15012806;8;26381;811000000133
15013537;9; ; 
15013587;8;11429;811000000133
15015255;9;9106;131000000133
15015884;12;8819;431000000133
15016027;5;14359;511000000333
15016208;5;9959;511000000133
15017614;4;8931;411000000112
15017615;4;24400;411000000131
15017680;7;11467;711000000133
15018506;9;7625;131000000133
15019157;10;2514;231000000123
15019213;10;16564;231000000133
15019214;10;9060;231000000133
15020126;7;8485;711000000132
15021240;10;9484;231000000113
15021785;9;9982;131000000131
15022028;9;25084;131000000133
15022033;8;13590;811000000133
15022494;9;4195;131000000133
15022590;6;25091;611000000133
15022667;9;1672;131000000133
15022810;7;4331;711000000133
15023422;11;8639;331000000131
15024129;9;26501;131000000133
15024470;7;5654;711000000133
15024614;12;1405;431000000133
15024882;8;25328;811000000132
15025016;10;8429;231000000133
15025026;11;12655;331000000133
15025341;7;12079;711000000133
15025409;3;10459;311000000133
15025795;11;2865;371072007133
15025998;11;5569;331000000133
15026548;6;2151;611000000131
15026652;5;24878;511000000133
15027001;11;1194;331000000133
15027807;11;14643;331000000133
15028498;10;25114;231000000133
15030241;4;9032;411000000131
15030653;10;2105;231000000133
15030730;9; ; 
15031105;7;10727;711000000133
15031172;5;5374;511000000133
15031825;6;7391;611000000133
15032118;12;25458;441041005131
15032312;9;14336;131000000133
15032355;9;8514;131000000111
15032958;11;26303;331000000133
15033206;9;7135;131000000133
15033949;9;24686;131000000133
15034856;9;25303;131000000131
15035070;9;25462;131000000133
15036644;10;25722;231000000133
15037031;10;11716;231000000133
15038007;9;26168;131000000133
15038477;9;14206;131000000133
15039705;9;25865;131000000133
15039751;9;10832;131000000333
15040243;7;25039;711000000133
15041264;11;8592;331000000111
15042114;9;8492;131000000122
15043062;9;13220;131000000133
15043242;9; ; 
15043591;11;14418;341041005133
15043877;4;10621;411000000133
15044526;9;6270;131000000133
15044756;10;9693;231000000133
15044757;11;9781;361061003233
15045310;8;9131;811000000133
15047017;10;9897;231000000133
15048062;9;107;131000000133
15048597;9;25790;131000000131
15048636;9;6929;131000000133
15048820;9;3328;131000000133
15049481;9;9298;131000000133
15049874;4;3671;411000000133
15050153;9;10496;131000000123
15050607;10;24946;231000000133
15051324;9;10507;131000000113
15052657;10;8485;231000000131
15053384;9;8654;131000000133
15053673;8;706;811000000133
15053844;9;5703;131000000133
15053850;7;40065;711000000133
15055640;8;4531;811000000132
15056164;9;25853;131000000133
15056333;9;8616;131000000133
15056365;8;10748;811000000131
15056493;9;1263;131000000113
15056567;9;3638;131000000133
15056620;10;11931;231000000133
15056816;9;611;131000000133
15057460;12;8927;431000000113
15059054;9;20424;131000000133
15059847;10;9784;231000000131
15059988;5;6500;511000000133
15060266;12;9347;431000000133
15061262;7;10015;711000000131
15061959;9;6085;131000000133
15062836;10;14606;231000000133
15064003;7;4169;711000000131
15064780;5;22309;511000000133
15064792;10;24426;231000000133
15065496;9;2013;131000000133
15065580;9;8491;131000000122
15065878;9;11716;131000000133
15066059;5;9424;511000000133
15066420;7;11716;711000000133
15066538;7;24464;711000000131
15067275;7;1579;711000000131
15067603;8;8931;811000000111
15068387;8;26139;811000000133
15068596;11;9106;351053014133
15068620;5;10202;511000000133
15069038;10;25543;231000000131
15071839;9;40025;131000000133
15072093;9;1515;131000000133
15072147;9;18066;131000000133
15072152;6;8540;611000000131
15072483;9;9065;131000000131
15072823;9;7627;131000000123
15073425;7;2047;711000000133
15074641;12;40298;431000000133
15074918;11;17790;341041005133
15075423;10;12630;231000000133
15076376;8;11926;811000000131
15076976;9;2997;131000000133
15077050;5;1183;511000000133
15077264;9; ; 
15077750;9;1167;131000000133
15078211;10;14397;231000000133
15079442;9;2732;131000000133
15079692;9;9007;131000000133
15080153;9;9896;131000000133
15080492;12;2103;451052013133
15081433;9;11038;131000000133
15081735;9;12033;131000000131
15081917;10;10397;231000000133
15081952;12;7907;431000000133
15082711;7;12504;711000000131
15082912;5;292;511000000133
15083505;9; ; 
15084239;9;3305;131000000133
15084246;6;7872;611000000133
15084487;4;17736;411000000132
15085071;9;9582;131000000133
15085423;8;1975;811000000133
15085507;9;10515;131000000233
15086217;12;10313;441041005133
15086878;11;9317;331000000123
15087068;9;25853;131000000133
15088354;4;22561;411000000133
15088712;9;6895;131000000133
15089029;9;10713;131000000233
15089030;9;24446;131000000133
15089499;8;12243;811000000133
15089565;11;13503;331000000133
15089918;9;16843;131000000133
15090198;8;20095;811000000133
15090403;4;9069;411000000133
15090576;12;26157;441041005133
15091147;8;25865;811000000133
15091573;6;1697;611000000131
15091919;12;1958;441041005133
15092060;4;12712;411000000133
15092926;4;20213;411000000133
15093010;7;26416;711000000133
15093011;9;22397;131000000131
15094337;6;2997;611000000132
15094461;7;8706;711000000133
15097419;3;1689;311000000133
15098822;11;10091;331000000133
15098918;5;2942;511000000131
15098976;11;10663;371072007133
15099112;10;8997;231000000131
15100325;4;12368;411000000133
15100423;9;15840;131000000133
15100424;9;10543;131000000133
15100517;6;14373;611000000133
15101034;6;25865;611000000133
15101331;5;5104;511000000132
15102422;7;7630;711000000113
15103420;7;5828;711000000133
15104093;9;516;131000000133
15105228;7;522;711000000113
15105694;9;5713;131000000131
15105992;11;10911;351053015133
15106278;3;1918;311000000133
15106295;11;8109;351058034133
15106960;7;2997;711000000132
15108136;9;9065;131000000131
15108900;12;11918;431000000133
15110096;9;9579;131000000131
15110405;11;2075;351053014133
15110913;8;10205;811000000133
15111042;10;2050;231000000131
15112430;11;24913;331000000111
15113901;4;6039;411000000133
15114571;9; ; 
15114933;9;1672;131000000133
15115026;9; ; 
15115096;8;8487;811000000112
15115270;9;1504;131000000131
15115512;4;9778;411000000133
15115760;9;4536;131000000111
15116140;9;40099;131000000133
15116578;9;6922;131000000133
15116947;9;2973;131000000132
15116995;8;8352;811000000133
15117131;9;25071;131000000133
15117188;3;9877;311000000133
15117582;10;6113;231000000133
15118834;4;14210;411000000133
15119375;9;449;131000000133
15119806;11;25082;351058033133
15119903;4;25061;411000000133
15119970;5;3037;511000000133
15122236;10;26292;231000000133
15123294;9;9909;131000000133
15123430;11;2732;331000000133
15124006;8;1255;811000000133
15124258;9;8643;131000000133
15124341;5;16468;511000000133
15124407;8;14533;811000000133
15125323;3;630;311000000133
15125961;8;9302;811000000133
15127028;9;4165;131000000133
15127065;10;8105;231000000133
15127816;11;2165;331000000133
15127920;9;7724;131000000133
15128602;11;9659;331000000233
15128853;6;2151;611000000131
15129298;6;6832;611000000133
15129394;9;7720;131000000133
15131178;9;10030;131000000133
15131738;9;2486;131000000133
15131924;6;9886;611000000133
15131999;9;1198;131000000133
15132196;8;10221;811000000133
15132782;9;10541;131000000131
15132928;3;10344;311000000133
15132969;7;10408;711000000133
15133250;5;10838;511000000133
15133467;9; ; 
15133501;9;40102;131000000133
15135543;7;10413;711000000131
15136393;10;4533;231000000111
15136884;9;1468;131000000133
15138030;6;26012;611000000133
15138427;9; ; 
15138461;9;9982;131000000131
15138473;5;10140;511000000133
15138597;5;1667;511000000133
15140014;10;25032;231000000133
15140545;7;4578;711000000133
15141146;8;9937;811000000113
15141355;7;10015;711000000131
15141467;7;7628;711000000113
15142471;9;3055;131000000133
15142726;11;11265;361061003133
15144150;10;1610;231000000132
15144531;9; ; 
15145175;11;13486;331000000133
15145247;7;10162;711000000133
15146037;7;12328;711000000131
15146299;4;10581;411000000133
15146506;9;2448;131000000133
15147379;6;1557;611000000133
15147464;10;10470;231000000133
15147867;10;646;231000000133
15148083;10;9781;231000000133
15148160;7;13608;711000000133
15148474;6;6964;611000000133
15149260;4;40395;411000000133
15149353;5;18049;511000000133
15150197;4;20180;411000000133
15150485;9;2934;131000000133
15151020;9;26411;131000000133
15151856;5;22428;511000000133
15152056;9;11155;131000000133
15152085;9;11831;131000000133
15152188;10;9328;231000000131
15153135;4;13586;411000000133
15154295;6;10516;611000000133
15154700;11;2657;361061003133
15155706;11;25557;331000000133
15156663;10;25865;231000000133
15157041;9;25899;131000000133
15158350;8;1515;811000000133
15158440;11;12185;331000000133
15158957;6;1202;611000000133
15158968;10;8514;231000000111
15159045;10;1676;231000000133
15159101;3;1621;311000000132
15160070;5;24412;511000000133
15160262;9;3640;131000000132
15160288;5;1466;511000000133
15160392;11;10725;341041005133
15160572;10;8507;231000000131
15161549;4;9788;411000000132
15162966;9; ; 
15163370;9;11139;131000000133
15164148;9;10453;131000000133
15164243;8;4781;811000000131
15164330;9;2937;131000000133
15164606;10;8489;231000000113
15165471;8;22489;811000000133
15166588;6;13154;611000000131
15167029;9;1895;131000000133
15167761;11;1371;331000000233
15168667;5;8494;511000000133
15169479;9;8491;131000000122
15169530;9; ; 
15170351;7;31295;711000000133
15171100;6;13138;611000000132
15171986;9;4555;131000000121
15172825;9;9474;131000000113
15174370;9; ; 
15174755;6;9604;611000000133
15175486;9;1443;131000000133
15175524;8;4594;811000000133
15175854;10;9408;231000000133
15176225;11;12332;361061003133
15176528;8;9942;811000000133
15177412;9;9694;131000000133
15177499;7;9102;711000000133
15178103;6;8005;611000000133
15178700;9;1663;131000000131
15178817;3;10631;311000000133
15178831;9;1366;131000000133
15179139;11;10479;331000000133
15179585;7;13586;711000000133
15181656;11;280;341041002133
15182003;6;13342;611000000131
15182920;7;1517;711000000133
15183644;8;1851;811000000133
15184171;3;10748;311000000131
15184650;12;12573;431000000131
15185076;9;25865;131000000133
15185912;11;25132;331000000133
15186329;9;1198;131000000133
