school_id,grade_id,program_id,regular_vacancies
1020,0,5788,12
1020,1,5789,10
1020,2,5790,18
1020,3,5791,11
1020,4,5792,9
1020,5,5793,11
1020,6,5794,10
1020,7,5795,8
1020,8,5796,10
1022,-1,5797,20
1022,0,5798,11
1022,1,5799,10
1022,2,5800,12
1022,3,5801,16
1022,4,5802,13
1022,5,5803,17
1022,6,5804,11
1022,7,5805,10
1022,8,5806,12
1027,1,5807,5
1027,2,5808,4
1027,3,5809,5
1027,4,5810,1
1027,5,5811,3
1027,6,5812,4
1030,1,5813,10
1030,2,5814,6
1030,3,5815,5
1030,4,5816,10
1030,5,5817,8
1030,6,5818,6
1031,-1,5819,10
1031,0,5820,4
1031,1,5821,8
1031,2,5822,11
1031,3,5823,5
1031,4,5824,10
1031,5,5825,9
1031,6,5826,3
1031,7,5827,6
1031,8,5828,6
1032,1,5829,13
1032,2,5830,12
1032,3,5831,9
1032,4,5832,10
1032,5,5833,10
1032,6,5834,9
1032,7,5835,10
1032,8,5836,12
1033,-1,5837,15
1033,0,5838,5
1033,1,5839,3
1033,2,5840,5
1033,3,5841,7
1033,4,5842,6
1033,5,5843,6
1033,6,5844,10
1033,7,5845,5
1033,8,5846,7
1034,1,5847,10
1034,2,5848,7
1034,3,5849,3
1034,4,5850,2
1034,5,5851,6
1034,6,5852,5
1034,7,5853,7
1034,8,5854,3
1036,-1,5855,70
1036,0,5856,36
1036,1,5857,35
1036,2,5858,9
1036,3,5859,17
1036,4,5860,0
1036,5,5861,3
1036,6,5862,0
1036,7,5863,1
1036,8,5864,4
1036,9,5865,45
1036,10,5866,2
1036,11,5867,5
1036,12,5868,3
1037,1,5869,5
1037,2,5870,5
1037,3,5871,4
1037,4,5872,5
1037,5,5873,5
1037,6,5874,5
1038,1,5875,5
1038,2,5876,4
1038,3,5877,3
1038,4,5878,5
1038,5,5879,5
1038,6,5880,4
1040,1,5881,2
1040,2,5882,2
1040,3,5883,2
1040,4,5884,3
1040,5,5885,3
1040,6,5886,3
1041,1,5887,8
1041,2,5888,4
1041,3,5889,6
1041,4,5890,4
1041,5,5891,11
1041,6,5892,12
1042,1,5893,10
1042,2,5894,8
1042,3,5895,8
1042,4,5896,8
1042,5,5897,9
1042,6,5898,9
1044,1,5899,5
1044,2,5900,5
1044,3,5901,4
1044,4,5902,5
1044,5,5903,5
1044,6,5904,3
1045,1,5905,5
1045,2,5906,4
1045,3,5907,4
1045,4,5908,4
1045,5,5909,4
1045,6,5910,4
1046,1,5911,6
1046,2,5912,5
1046,3,5913,5
1046,4,5914,4
1046,5,5915,5
1046,6,5916,4
1047,1,5917,5
1047,2,5918,5
1047,3,5919,4
1047,4,5920,3
1047,5,5921,4
1047,6,5922,4
1048,9,5923,196
1048,10,5924,31
1048,11,5925,10
1048,11,5926,0
1048,12,5927,9
1048,12,5928,12
1049,-1,5929,64
1049,0,5930,25
1049,1,5931,25
1049,2,5932,14
1049,3,5933,5
1049,4,5934,4
1049,5,5935,1
1049,6,5936,8
1049,7,5937,2
1049,8,5938,7
1050,-1,5939,28
1050,0,5940,2
1050,1,5941,2
1050,2,5942,1
1050,3,5943,2
1050,4,5944,5
1050,5,5945,2
1050,6,5946,8
1050,7,5947,4
1050,8,5948,0
1051,-1,5949,40
1051,0,5950,2
1051,1,5951,7
1051,2,5952,6
1051,3,5953,2
1051,4,5954,11
1051,5,5955,3
1051,6,5956,10
1051,7,5957,28
1051,8,5958,6
1052,-1,5959,15
1052,0,5960,11
1052,1,5961,10
1052,2,5962,11
1052,3,5963,6
1052,4,5964,7
1052,5,5965,13
1052,6,5966,13
1052,7,5967,8
1052,8,5968,8
1053,1,5969,8
1053,2,5970,1
1053,3,5971,2
1053,4,5972,5
1053,5,5973,2
1053,6,5974,2
1055,1,5975,10
1055,2,5976,5
1055,3,5977,1
1055,4,5978,10
1055,5,5979,7
1055,6,5980,8
1059,-1,5981,15
1059,0,5982,7
1059,1,5983,1
1059,2,5984,9
1059,3,5985,11
1059,4,5986,5
1059,5,5987,10
1059,6,5988,12
1059,7,5989,6
1059,8,5990,5
1061,1,5991,5
1061,2,5992,4
1061,3,5993,0
1061,4,5994,2
1061,5,5995,4
1061,6,5996,4
1062,1,5997,4
1062,2,5998,4
1062,3,5999,3
1062,4,6000,2
1062,5,6001,4
1062,6,6002,4
1063,1,6003,2
1063,2,6004,2
1063,3,6005,2
1063,4,6006,1
1063,5,6007,1
1063,6,6008,1
1064,1,6009,2
1064,2,6010,2
1064,3,6011,0
1064,4,6012,0
1064,5,6013,1
1064,6,6014,1
1065,1,6015,2
1065,2,6016,2
1065,3,6017,2
1065,4,6018,2
1065,5,6019,1
1065,6,6020,1
1066,-1,6021,46
1066,0,6022,3
1066,1,6023,19
1066,2,6024,5
1066,3,6025,4
1066,4,6026,1
1066,5,6027,0
1066,6,6028,0
1066,7,6029,2
1066,8,6030,0
1068,1,6031,5
1068,2,6032,5
1068,3,6033,2
1068,4,6034,4
1068,5,6035,4
1068,6,6036,4
1069,1,6037,3
1069,2,6038,3
1069,3,6039,3
1069,4,6040,3
1069,5,6041,2
1069,6,6042,2
1071,1,6043,5
1071,2,6044,5
1071,3,6045,5
1071,4,6046,3
1071,5,6047,5
1071,6,6048,5
1072,1,6049,5
1072,2,6050,5
1072,3,6051,7
1072,4,6052,2
1072,5,6053,5
1072,6,6054,4
1076,1,6055,5
1076,2,6056,2
1076,3,6057,5
1076,4,6058,5
1076,5,6059,4
1076,6,6060,5
1077,-1,6061,25
1077,0,6062,18
1077,1,6063,16
1077,2,6064,6
1077,3,6065,5
1077,4,6066,6
1077,5,6067,7
1077,6,6068,14
1077,7,6069,40
1077,8,6070,8
1078,-1,6071,14
1078,0,6072,9
1078,1,6073,10
1078,2,6074,6
1078,3,6075,1
1078,4,6076,5
1078,5,6077,3
1078,6,6078,4
1078,7,6079,8
1078,8,6080,3
1082,1,6081,5
1082,2,6082,5
1082,3,6083,5
1082,4,6084,5
1082,5,6085,5
1082,6,6086,4
1083,1,6087,5
1083,2,6088,4
1083,3,6089,4
1083,4,6090,4
1083,5,6091,4
1083,6,6092,1
1084,1,6093,5
1084,2,6094,5
1084,3,6095,5
1084,4,6096,4
1084,5,6097,5
1084,6,6098,4
1087,-1,6099,16
1087,0,6100,18
1087,1,6101,12
1087,2,6102,2
1087,3,6103,0
1087,4,6104,1
1087,5,6105,4
1087,6,6106,0
1087,7,6107,19
1087,8,6108,7
1092,1,6109,10
1092,2,6110,8
1092,3,6111,9
1092,4,6112,7
1092,5,6113,10
1092,6,6114,7
1092,7,6115,8
1092,8,6116,7
1093,1,6117,5
1093,2,6118,5
1093,3,6119,5
1093,4,6120,3
1093,5,6121,5
1093,6,6122,5
1094,1,6123,5
1094,2,6124,5
1094,3,6125,5
1094,4,6126,5
1094,5,6127,5
1094,6,6128,5
1095,1,6129,5
1095,2,6130,4
1095,3,6131,2
1095,4,6132,5
1095,5,6133,5
1095,6,6134,5
1096,1,6135,3
1096,2,6136,2
1096,3,6137,2
1096,4,6138,1
1096,5,6139,2
1096,6,6140,2
1099,1,6141,15
1099,2,6142,14
1099,3,6143,10
1099,4,6144,4
1099,5,6145,12
1099,6,6146,9
1099,7,6147,11
1099,8,6148,10
1100,-1,6149,10
1100,0,6150,5
1100,1,6151,3
1100,2,6152,4
1100,3,6153,6
1100,4,6154,6
1100,5,6155,3
1100,6,6156,2
1100,7,6157,4
1100,8,6158,7
1101,1,6159,5
1101,2,6160,3
1101,3,6161,4
1101,4,6162,2
1101,5,6163,4
1101,6,6164,5
1102,1,6165,5
1102,2,6166,5
1102,3,6167,3
1102,4,6168,5
1102,5,6169,5
1102,6,6170,5
1104,1,6171,6
1104,2,6172,7
1104,3,6173,1
1104,4,6174,3
1104,5,6175,3
1104,6,6176,3
1108,1,6177,5
1108,2,6178,5
1108,3,6179,3
1108,4,6180,5
1108,5,6181,3
1108,6,6182,5
1109,1,6183,5
1109,2,6184,5
1109,3,6185,1
1109,4,6186,4
1109,5,6187,3
1109,6,6188,5
1113,1,6189,5
1113,2,6190,5
1113,3,6191,5
1113,4,6192,4
1113,5,6193,4
1113,6,6194,5
1114,1,6195,3
1114,2,6196,1
1114,3,6197,2
1114,4,6198,2
1114,5,6199,2
1114,6,6200,2
1116,1,6201,3
1116,2,6202,3
1116,3,6203,3
1116,4,6204,3
1116,5,6205,3
1116,6,6206,3
1117,1,6207,4
1117,2,6208,4
1117,3,6209,4
1117,4,6210,4
1117,5,6211,4
1117,6,6212,4
1119,1,6213,52
1119,2,6214,26
1119,3,6215,23
1119,4,6216,9
1119,5,6217,13
1119,6,6218,13
1119,7,6219,20
1119,8,6220,25
1119,9,6221,14
1119,10,6222,16
1119,11,6223,10
1119,12,6224,2
1121,9,6225,140
1121,10,6226,23
1121,11,6227,11
1121,11,6228,8
1121,11,6229,1
1121,11,6230,3
1121,11,6231,0
1121,12,6232,30
1121,12,6233,5
1121,12,6234,3
1121,12,6235,1
1121,12,6236,2
1122,-1,6237,32
1122,0,6238,3
1122,1,6239,18
1122,2,6240,4
1122,3,6241,3
1122,4,6242,1
1122,5,6243,7
1122,6,6244,7
1122,7,6245,3
1122,8,6246,8
1123,-1,6247,30
1123,0,6248,1
1123,1,6249,53
1123,2,6250,31
1123,3,6251,27
1123,4,6252,29
1123,5,6253,15
1123,6,6254,28
1123,7,6255,11
1123,8,6256,11
1123,9,6257,17
1123,10,6258,11
1123,11,6259,9
1123,12,6260,14
1125,-1,6261,15
1125,0,6262,9
1125,1,6263,12
1125,2,6264,2
1125,3,6265,11
1125,4,6266,6
1125,5,6267,12
1125,6,6268,5
1125,7,6269,7
1125,8,6270,8
1128,-1,6271,33
1128,0,6272,20
1128,1,6273,15
1128,2,6274,1
1128,3,6275,11
1128,4,6276,7
1128,5,6277,10
1128,6,6278,13
1128,7,6279,12
1128,8,6280,20
1129,1,6281,2
1129,2,6282,1
1129,3,6283,1
1129,4,6284,1
1129,5,6285,2
1129,6,6286,3
1130,1,6287,2
1130,2,6288,0
1130,3,6289,1
1130,4,6290,0
1130,5,6291,1
1130,6,6292,0
1131,1,6293,3
1131,2,6294,0
1131,3,6295,0
1131,4,6296,1
1131,5,6297,0
1131,6,6298,0
1132,1,6299,21
1132,2,6300,3
1132,3,6301,4
1132,4,6302,1
1132,5,6303,0
1132,6,6304,12
1132,7,6305,16
1132,8,6306,7
1133,1,6307,6
1133,2,6308,0
1133,3,6309,2
1133,4,6310,3
1133,5,6311,1
1133,6,6312,4
1134,1,6313,4
1134,2,6314,1
1134,3,6315,0
1134,4,6316,1
1134,5,6317,0
1134,6,6318,2
1135,1,6319,9
1135,2,6320,3
1135,3,6321,0
1135,4,6322,0
1135,5,6323,0
1135,6,6324,1
1136,1,6325,20
1136,2,6326,15
1136,3,6327,10
1136,4,6328,14
1136,5,6329,4
1136,6,6330,6
1136,7,6331,13
1136,8,6332,13
1137,1,6333,5
1137,2,6334,2
1137,3,6335,1
1137,4,6336,3
1137,5,6337,4
1137,6,6338,2
1139,-1,6339,10
1139,0,6340,7
1139,1,6341,4
1139,2,6342,2
1139,3,6343,2
1139,4,6344,3
1139,5,6345,1
1139,6,6346,6
1140,1,6347,10
1140,2,6348,7
1140,3,6349,8
1140,4,6350,6
1140,5,6351,4
1140,6,6352,4
1142,1,6353,10
1142,2,6354,2
1142,3,6355,2
1142,4,6356,6
1142,5,6357,11
1142,6,6358,8
1142,7,6359,11
1142,8,6360,19
1143,1,6361,5
1143,2,6362,0
1143,3,6363,0
1143,4,6364,2
1143,5,6365,0
1143,6,6366,0
1144,1,6367,9
1144,2,6368,6
1144,3,6369,0
1144,4,6370,4
1144,5,6371,2
1144,6,6372,4
1145,1,6373,10
1145,2,6374,5
1145,3,6375,5
1145,4,6376,1
1145,5,6377,4
1145,6,6378,4
1145,7,6379,2
1145,8,6380,9
1147,-1,6381,20
1147,0,6382,9
1147,1,6383,6
1147,2,6384,5
1147,3,6385,4
1147,4,6386,14
1147,5,6387,14
1147,6,6388,9
1147,7,6389,7
1147,8,6390,5
1148,-1,6391,20
1148,0,6392,11
1148,1,6393,14
1148,2,6394,8
1148,3,6395,12
1148,4,6396,6
1148,5,6397,7
1148,6,6398,22
1148,7,6399,23
1148,8,6400,13
1148,9,6401,52
1148,10,6402,7
1148,11,6403,16
1148,11,6404,5
1148,12,6405,8
1148,12,6406,2
1149,-1,6407,30
1149,0,6408,23
1149,1,6409,23
1149,2,6410,22
1149,3,6411,21
1149,4,6412,26
1149,5,6413,21
1149,6,6414,26
1149,7,6415,17
1149,8,6416,19
1149,9,6417,18
1149,10,6418,9
1149,11,6419,10
1149,12,6420,12
1150,1,6421,5
1150,2,6422,3
1150,3,6423,3
1150,4,6424,5
1150,5,6425,5
1150,6,6426,5
1151,1,6427,4
1151,2,6428,3
1151,3,6429,4
1151,4,6430,1
1151,5,6431,0
1151,6,6432,0
1152,-1,6433,10
1152,0,6434,2
1152,1,6435,4
1152,2,6436,1
1152,3,6437,3
1152,4,6438,5
1152,5,6439,2
1152,6,6440,6
1153,1,6441,3
1153,2,6442,3
1153,3,6443,3
1153,4,6444,1
1153,5,6445,4
1153,6,6446,3
1156,1,6447,10
1156,2,6448,6
1156,3,6449,7
1156,4,6450,6
1156,5,6451,8
1156,6,6452,4
1156,7,6453,16
1156,8,6454,14
1157,-1,6455,8
1157,0,6456,3
1157,1,6457,6
1157,2,6458,7
1157,3,6459,5
1157,4,6460,6
1157,5,6461,7
1157,6,6462,6
1158,1,6463,5
1158,2,6464,4
1158,3,6465,3
1158,4,6466,3
1158,5,6467,4
1158,6,6468,5
1160,-1,6469,6
1160,0,6470,4
1160,1,6471,3
1160,2,6472,3
1160,3,6473,3
1160,4,6474,1
1160,5,6475,2
1160,6,6476,3
1161,-1,6477,25
1161,0,6478,8
1161,1,6479,12
1161,2,6480,7
1161,3,6481,8
1161,4,6482,5
1161,5,6483,11
1161,6,6484,5
1161,7,6485,6
1161,8,6486,10
1162,-1,6487,9
1162,0,6488,7
1162,1,6489,5
1162,2,6490,5
1162,3,6491,7
1162,4,6492,5
1162,5,6493,8
1162,6,6494,6
1162,7,6495,7
1164,-1,6496,40
1164,0,6497,15
1164,1,6498,18
1164,2,6499,17
1164,3,6500,13
1164,4,6501,11
1164,5,6502,3
1164,6,6503,14
1164,7,6504,4
1164,8,6505,6
1164,9,6506,4
1164,10,6507,8
1164,11,6508,5
1164,12,6509,13
1166,-1,6510,20
1166,0,6511,1
1166,1,6512,8
1166,2,6513,11
1166,3,6514,6
1166,4,6515,9
1166,5,6516,9
1166,6,6517,7
1166,7,6518,10
1166,8,6519,7
1167,9,6520,200
1167,10,6521,53
1167,11,6522,10
1167,11,6523,16
1167,11,6524,2
1167,11,6525,12
1167,12,6526,22
1167,12,6527,20
1167,12,6528,8
1167,12,6529,25
1168,-1,6530,70
1168,0,6531,44
1168,1,6532,32
1168,2,6533,39
1168,3,6534,31
1168,4,6535,42
1168,5,6536,40
1168,6,6537,29
1168,7,6538,22
1168,8,6539,31
1170,-1,6540,24
1170,0,6541,21
1170,1,6542,7
1170,2,6543,12
1170,3,6544,5
1170,4,6545,10
1170,5,6546,8
1170,6,6547,9
1170,7,6548,13
1170,8,6549,4
1171,1,6550,6
1171,2,6551,3
1171,3,6552,3
1171,4,6553,5
1171,5,6554,2
1171,6,6555,3
1173,-1,6556,15
1173,0,6557,7
1173,1,6558,7
1173,2,6559,8
1173,3,6560,7
1173,4,6561,7
1173,5,6562,10
1173,6,6563,8
1173,7,6564,7
1173,8,6565,6
1174,-1,6566,20
1174,0,6567,15
1174,1,6568,8
1174,2,6569,9
1174,3,6570,7
1174,4,6571,10
1174,5,6572,14
1174,6,6573,20
1174,7,6574,14
1174,8,6575,4
1176,-1,6576,10
1176,0,6577,6
1176,1,6578,8
1176,2,6579,2
1176,3,6580,8
1176,4,6581,7
1176,5,6582,6
1176,6,6583,7
1178,-1,6584,25
1178,0,6585,11
1178,1,6586,16
1178,2,6587,10
1178,3,6588,6
1178,4,6589,5
1178,5,6590,16
1178,6,6591,3
1178,7,6592,16
1178,8,6593,2
1180,-1,6594,24
1180,0,6595,0
1180,1,6596,2
1180,2,6597,3
1180,3,6598,1
1180,4,6599,6
1180,5,6600,1
1180,6,6601,3
1180,7,6602,8
1180,8,6603,0
1181,1,6604,2
1181,2,6605,1
1181,3,6606,2
1181,4,6607,1
1181,5,6608,1
1181,6,6609,1
1182,1,6610,4
1182,2,6611,1
1182,3,6612,0
1182,4,6613,2
1182,5,6614,1
1182,6,6615,2
1183,-1,6616,25
1183,0,6617,8
1183,1,6618,13
1183,2,6619,3
1183,3,6620,3
1183,4,6621,4
1183,5,6622,8
1183,6,6623,8
1183,7,6624,8
1183,8,6625,8
1183,9,6626,27
1183,10,6627,16
1183,11,6628,4
1183,12,6629,10
1184,-1,6630,30
1184,0,6631,7
1184,1,6632,1
1184,2,6633,2
1184,3,6634,0
1184,4,6635,2
1184,5,6636,1
1184,6,6637,2
1184,7,6638,1
1184,8,6639,2
1184,9,6640,0
1184,10,6641,3
1184,11,6642,0
1184,11,6643,0
1184,12,6644,3
1184,12,6645,1
1185,1,6646,20
1185,2,6647,2
1185,3,6648,0
1185,4,6649,1
1185,5,6650,0
1185,6,6651,1
1185,7,6652,0
1185,8,6653,3
1189,-1,6654,26
1189,0,6655,4
1189,1,6656,4
1189,2,6657,6
1189,3,6658,1
1189,4,6659,2
1189,5,6660,5
1189,6,6661,3
1189,7,6662,2
1189,8,6663,5
1190,-1,6664,25
1190,0,6665,6
1190,1,6666,9
1190,2,6667,1
1190,3,6668,0
1190,4,6669,0
1190,5,6670,1
1190,6,6671,0
1190,7,6672,0
1190,8,6673,1
1190,9,6674,0
1190,10,6675,2
1190,11,6676,5
1190,12,6677,0
1191,-1,6678,30
1191,0,6679,5
1191,1,6680,6
1191,2,6681,6
1191,3,6682,2
1191,4,6683,5
1191,5,6684,6
1191,6,6685,2
1191,7,6686,5
1191,8,6687,3
1192,-1,6688,30
1192,0,6689,6
1192,1,6690,8
1192,2,6691,0
1192,3,6692,1
1192,4,6693,1
1192,5,6694,3
1192,6,6695,0
1192,7,6696,0
1192,8,6697,5
1194,7,6698,38
1194,8,6699,7
1194,9,6700,262
1194,10,6701,52
1194,11,6702,69
1194,12,6703,107
1195,9,6704,190
1195,10,6705,7
1195,11,6706,6
1195,11,6707,2
1195,11,6708,0
1195,12,6709,5
1195,12,6710,3
1195,12,6711,0
1196,9,6712,114
1196,10,6713,14
1196,11,6714,11
1196,11,6715,4
1196,11,6716,13
1196,11,6717,9
1196,12,6718,4
1196,12,6719,5
1196,12,6720,7
1196,12,6721,3
1197,-1,6722,135
1197,0,6723,61
1197,1,6724,50
1197,2,6725,72
1197,3,6726,47
1197,4,6727,31
1197,5,6728,53
1197,6,6729,24
1197,7,6730,30
1197,8,6731,32
1198,-1,6732,35
1198,0,6733,30
1198,1,6734,28
1198,2,6735,15
1198,3,6736,17
1198,4,6737,19
1198,5,6738,19
1198,6,6739,17
1198,7,6740,18
1198,8,6741,16
1198,9,6742,26
1198,10,6743,17
1198,11,6744,24
1198,12,6745,13
1199,9,6746,86
1199,10,6747,19
1199,11,6748,15
1199,11,6749,13
1199,12,6750,12
1199,12,6751,14
1200,-1,6752,30
1200,0,6753,19
1200,1,6754,32
1200,2,6755,17
1200,3,6756,17
1200,4,6757,7
1200,5,6758,18
1200,6,6759,15
1200,7,6760,12
1200,8,6761,14
1202,-1,6762,16
1202,0,6763,9
1202,1,6764,26
1202,2,6765,14
1202,3,6766,3
1202,4,6767,5
1202,5,6768,3
1202,6,6769,8
1202,7,6770,6
1202,8,6771,5
1203,-1,6772,35
1203,0,6773,13
1203,1,6774,23
1203,2,6775,26
1203,3,6776,24
1203,4,6777,21
1203,5,6778,25
1203,6,6779,24
1203,7,6780,18
1203,8,6781,24
1204,-1,6782,35
1204,0,6783,25
1204,1,6784,20
1204,2,6785,15
1204,3,6786,18
1204,4,6787,10
1204,5,6788,22
1204,6,6789,18
1204,7,6790,16
1204,8,6791,19
1208,-1,6792,20
1208,0,6793,7
1208,1,6794,35
1208,2,6795,24
1208,3,6796,24
1208,4,6797,28
1208,5,6798,34
1208,6,6799,31
1208,7,6800,28
1208,8,6801,32
1210,-1,6802,30
1210,0,6803,10
1210,1,6804,19
1210,2,6805,17
1210,3,6806,9
1210,4,6807,10
1210,5,6808,17
1210,6,6809,12
1210,7,6810,14
1210,8,6811,7
1211,-1,6812,35
1211,0,6813,21
1211,1,6814,19
1211,2,6815,15
1211,3,6816,10
1211,4,6817,6
1211,5,6818,25
1211,6,6819,13
1211,7,6820,11
1211,8,6821,13
1212,-1,6822,10
1212,0,6823,7
1212,1,6824,14
1212,2,6825,15
1212,3,6826,11
1212,4,6827,13
1212,5,6828,2
1212,6,6829,2
1213,-1,6830,60
1213,0,6831,34
1213,1,6832,47
1213,2,6833,37
1213,3,6834,24
1213,4,6835,29
1213,5,6836,26
1213,6,6837,30
1213,7,6838,29
1213,8,6839,1
1213,9,6840,507
1213,10,6841,419
1213,11,6842,32
1213,11,6843,72
1213,11,6844,53
1213,11,6845,69
1213,11,6846,61
1213,11,6847,30
1213,11,6848,26
1213,11,6849,72
1213,12,6850,33
1213,12,6851,56
1213,12,6852,58
1213,12,6853,60
1213,12,6854,82
1213,12,6855,0
1213,12,6856,11
1213,12,6857,66
1214,1,6858,45
1214,2,6859,16
1214,3,6860,1
1214,4,6861,1
1214,5,6862,4
1214,6,6863,3
1214,7,6864,1
1214,8,6865,2
1214,9,6866,44
1214,10,6867,9
1214,11,6868,7
1214,12,6869,12
1215,-1,6870,35
1215,-1,6871,35
1215,0,6872,1
1215,0,6873,7
1215,1,6874,25
1215,2,6875,6
1215,3,6876,5
1215,4,6877,7
1215,5,6878,6
1215,6,6879,2
1215,7,6880,6
1215,8,6881,6
1216,-1,6882,22
1216,-1,6883,22
1216,0,6884,9
1216,0,6885,5
1216,1,6886,3
1216,1,6887,2
1216,2,6888,4
1216,3,6889,5
1216,4,6890,3
1216,5,6891,3
1216,6,6892,4
1216,7,6893,8
1216,8,6894,0
1217,-1,6895,35
1217,-1,6896,35
1217,0,6897,25
1217,0,6898,31
1217,1,6899,38
1217,1,6900,17
1217,2,6901,15
1217,2,6902,18
1217,3,6903,20
1217,4,6904,6
1217,5,6905,26
1217,6,6906,23
1217,7,6907,28
1217,8,6908,14
1218,-1,6909,23
1218,-1,6910,22
1218,0,6911,1
1218,0,6912,1
1218,1,6913,3
1218,1,6914,2
1218,2,6915,0
1218,2,6916,0
1218,3,6917,0
1218,4,6918,2
1218,5,6919,2
1218,6,6920,1
1218,7,6921,3
1218,8,6922,4
1220,0,6923,30
1220,1,6924,11
1220,2,6925,1
1220,3,6926,1
1220,4,6927,1
1220,5,6928,0
1220,6,6929,2
1220,7,6930,0
1220,8,6931,1
1221,-1,6932,35
1221,0,6933,29
1221,1,6934,23
1221,2,6935,6
1221,3,6936,11
1221,4,6937,11
1221,5,6938,6
1221,6,6939,8
1221,7,6940,9
1221,8,6941,7
1233,-1,6942,40
1233,0,6943,19
1233,1,6944,19
1233,2,6945,7
1233,3,6946,13
1233,4,6947,2
1233,5,6948,14
1233,6,6949,13
1233,7,6950,11
1233,8,6951,3
1234,-1,6952,25
1234,0,6953,10
1234,1,6954,3
1234,2,6955,3
1234,3,6956,2
1234,4,6957,4
1234,5,6958,1
1234,6,6959,1
1234,7,6960,0
1234,8,6961,0
1235,-1,6962,25
1235,0,6963,9
1235,1,6964,9
1235,2,6965,7
1235,3,6966,4
1235,4,6967,5
1235,5,6968,1
1235,6,6969,4
1235,7,6970,5
1235,8,6971,3
1237,1,6972,4
1237,2,6973,4
1237,3,6974,4
1237,4,6975,3
1237,5,6976,3
1237,6,6977,4
1238,-1,6978,10
1238,0,6979,5
1238,1,6980,2
1238,2,6981,9
1238,3,6982,8
1238,4,6983,0
1238,5,6984,5
1238,6,6985,5
1238,7,6986,0
1238,8,6987,1
1239,1,6988,4
1239,2,6989,3
1239,3,6990,3
1239,4,6991,3
1239,5,6992,2
1239,6,6993,3
1240,-1,6994,16
1240,0,6995,4
1240,1,6996,6
1240,2,6997,12
1240,3,6998,10
1240,4,6999,9
1240,5,7000,12
1240,6,7001,8
1243,-1,7002,8
1243,0,7003,7
1243,1,7004,6
1243,2,7005,0
1243,3,7006,2
1243,4,7007,5
1243,5,7008,2
1243,6,7009,8
1244,1,7010,4
1244,2,7011,4
1244,3,7012,3
1244,4,7013,2
1244,5,7014,2
1244,6,7015,1
1245,-1,7016,30
1245,0,7017,18
1245,1,7018,16
1245,2,7019,10
1245,3,7020,15
1245,4,7021,2
1245,5,7022,5
1245,6,7023,8
1245,7,7024,3
1245,8,7025,11
1246,-1,7026,25
1246,0,7027,13
1246,1,7028,15
1246,2,7029,14
1246,3,7030,4
1246,4,7031,5
1246,5,7032,9
1246,6,7033,8
1246,7,7034,2
1246,8,7035,4
1247,-1,7036,15
1247,0,7037,9
1247,1,7038,14
1247,2,7039,5
1247,3,7040,11
1247,4,7041,3
1247,5,7042,9
1247,6,7043,16
1247,7,7044,10
1247,8,7045,5
1248,-1,7046,35
1248,0,7047,8
1248,1,7048,13
1248,2,7049,12
1248,3,7050,14
1248,4,7051,3
1248,5,7052,8
1248,6,7053,10
1248,7,7054,5
1248,8,7055,4
1249,-1,7056,26
1249,0,7057,15
1249,1,7058,7
1249,2,7059,0
1249,3,7060,4
1249,4,7061,2
1249,5,7062,4
1249,6,7063,2
1249,7,7064,7
1249,8,7065,2
1250,-1,7066,20
1250,0,7067,12
1250,1,7068,17
1250,2,7069,10
1250,3,7070,12
1250,4,7071,12
1250,5,7072,14
1250,6,7073,18
1250,7,7074,7
1250,8,7075,8
1251,-1,7076,15
1251,0,7077,9
1251,1,7078,12
1251,2,7079,5
1251,3,7080,0
1251,4,7081,3
1251,5,7082,4
1251,6,7083,4
1251,7,7084,3
1251,8,7085,5
1252,-1,7086,10
1252,0,7087,1
1252,1,7088,4
1252,2,7089,1
1252,3,7090,5
1252,4,7091,1
1252,5,7092,6
1252,6,7093,5
1255,7,7094,30
1255,8,7095,8
1255,9,7096,52
1255,10,7097,7
1255,11,7098,28
1255,12,7099,1
1256,-1,7100,28
1256,0,7101,17
1256,1,7102,20
1256,2,7103,12
1256,3,7104,7
1256,4,7105,2
1256,5,7106,17
1256,6,7107,13
1256,7,7108,12
1256,8,7109,6
1257,-1,7110,60
1257,0,7111,30
1257,1,7112,12
1257,2,7113,19
1257,3,7114,10
1257,4,7115,22
1257,5,7116,8
1257,6,7117,18
1257,7,7118,50
1257,8,7119,44
1258,-1,7120,25
1258,0,7121,9
1258,1,7122,7
1258,2,7123,6
1258,3,7124,3
1258,4,7125,12
1258,5,7126,7
1258,6,7127,2
1259,-1,7128,20
1259,0,7129,7
1259,1,7130,0
1259,2,7131,6
1259,3,7132,11
1259,4,7133,11
1259,5,7134,2
1259,6,7135,5
1260,-1,7136,34
1260,0,7137,1
1260,1,7138,1
1260,2,7139,3
1260,3,7140,0
1260,4,7141,1
1260,5,7142,0
1260,6,7143,1
1260,7,7144,0
1260,8,7145,3
1260,9,7146,2
1260,10,7147,11
1260,11,7148,8
1260,12,7149,6
1261,7,7150,28
1261,8,7151,43
1261,9,7152,101
1261,10,7153,62
1261,11,7154,13
1261,11,7155,14
1261,11,7156,21
1261,11,7157,18
1261,12,7158,20
1261,12,7159,13
1261,12,7160,29
1261,12,7161,21
1262,9,7162,44
1262,9,7163,44
1262,9,7164,44
1262,9,7165,87
1262,9,7166,88
1262,10,7167,3
1262,10,7168,0
1262,10,7169,1
1262,10,7170,2
1262,10,7171,4
1262,11,7172,14
1262,11,7173,0
1262,11,7174,0
1262,11,7175,3
1262,11,7176,0
